bar_idx,datetime,macro_state,family,confidence,policy,supply,demand,volume,mtf,regime,momentum,capit,fuel,risk,macro_phase_weak_evidence,va_policy,bear_v3,EVAL_exitype,EVAL_realR
2428,2021-07-28,BEAR_BOUNCE_RISK,RISK,high,SKIP,SUPPLY_BLOCKS_TARGET,DEMAND_ABSENT,ACCEPTANCE_ABOVE_VALUE,PARTIAL_BULL,MACRO_BROKEN_DISTRIBUTION,WEAK_MOMENTUM,NO_CAPITULATION,low_fuel,SL_NEUTRAL,MACRO_RANGE_TRANSITION,REVIEW,ALLOW,STOP_LOSS,-1.1
2488,2021-08-11,CORRECTIVE_BEAR_LEG,RISK,medium,SKIP,CLEAN_SKY_BULLISH,DEMAND_DEFENDED,ACCEPTANCE_ABOVE_VALUE,BEAR_ALIGN,MACRO_BROKEN_DISTRIBUTION,WEAK_MOMENTUM,NO_CAPITULATION,high_fuel,SL_STRUCTURAL_OK,MACRO_RANGE_TRANSITION,HUMAN_VISUAL_REQUIRED,ALLOW,SCRATCH,1.02
2497,2021-08-13,CORRECTIVE_BEAR_LEG,RISK,medium,SKIP,CLEAN_SKY_BULLISH,DEMAND_DEFENDED,ACCEPTANCE_ABOVE_VALUE,BEAR_ALIGN,MACRO_BROKEN_DISTRIBUTION,WEAK_MOMENTUM,NO_CAPITULATION,high_fuel,SL_STRUCTURAL_OK,MACRO_RANGE_TRANSITION,SKIP_STRUCTURAL,ALLOW,WIN_HELD,1.99
2544,2021-08-25,MACRO_BULL_RUN_CONTINUATION,BULL,high,TAKE,SUPPLY_BLOCKS_TARGET,DEMAND_DEFENDED,IN_VALUE_BALANCE,FULL_BULL_ALIGN,MACRO_BROKEN_DISTRIBUTION,STRONG_BULL_MOMENTUM,NO_CAPITULATION,low_fuel,SL_STRUCTURAL_OK,MACRO_RANGE_TRANSITION,UNKNOWN,ALLOW,WIN_BE,0.9
2663,2021-09-22,CORRECTIVE_BEAR_LEG,RISK,medium,SKIP,SUPPLY_FAR_NEUTRAL,DEMAND_DEFENDED,IN_VALUE_BALANCE,BEAR_ALIGN,MACRO_BROKEN_DISTRIBUTION,WEAK_MOMENTUM,NO_CAPITULATION,high_fuel,SL_STRUCTURAL_OK,MACRO_RANGE_TRANSITION,SKIP_STRUCTURAL,ALLOW,STOP_LOSS,-1.1
2705,2021-10-01,BEAR_BOUNCE_RISK,RISK,high,SKIP,SUPPLY_REJECTING_RISK,DEMAND_DEFENDED,IN_VALUE_BALANCE,BEAR_ALIGN,MACRO_BROKEN_DISTRIBUTION,WEAK_MOMENTUM,NO_CAPITULATION,low_fuel,SL_STRUCTURAL_OK,MACRO_RANGE_TRANSITION,SKIP_STRUCTURAL,ALLOW,SCRATCH,1.19
2737,2021-10-08,UNKNOWN_CONFLICT,NEUTRO,low,REVIEW,SUPPLY_REJECTING_RISK,DEMAND_DEFENDED,ACCEPTANCE_ABOVE_VALUE,BEAR_ALIGN,MACRO_BROKEN_DISTRIBUTION,STRONG_BULL_MOMENTUM,NO_CAPITULATION,low_fuel,SL_STRUCTURAL_OK,MACRO_RANGE_TRANSITION,SKIP_STRUCTURAL,ALLOW,STOP_LOSS,-1.1
2747,2021-10-12,BEAR_BOUNCE_RISK,RISK,high,SKIP,SUPPLY_BLOCKS_TARGET,DEMAND_DEFENDED,ACCEPTANCE_ABOVE_VALUE,BEAR_ALIGN,MACRO_BROKEN_DISTRIBUTION,WEAK_MOMENTUM,NO_CAPITULATION,low_fuel,SL_NEUTRAL,MACRO_RANGE_TRANSITION,SKIP_STRUCTURAL,ALLOW,WIN_BE,0.9
2859,2021-11-05,RANGE_MACRO_BULL_RECLAIM,BULL,medium,REVIEW_RISK,SUPPLY_REJECTING_RISK,DEMAND_ABSENT,ACCEPTANCE_ABOVE_VALUE,FULL_BULL_ALIGN,MACRO_BULL,HEALTHY_HIGH_LEGPOS,NO_CAPITULATION,low_fuel,SL_TOO_WIDE,MACRO_BULL_PULLBACK,HUMAN_VISUAL_REQUIRED,ALLOW,SCRATCH,0.36
2896,2021-11-15,MACRO_BULL_RUN_CONTINUATION,BULL,high,TAKE,SUPPLY_FAR_NEUTRAL,DEMAND_DEFENDED,IN_VALUE_BALANCE,FULL_BULL_ALIGN,MACRO_BULL,HEALTHY_HIGH_LEGPOS,NO_CAPITULATION,high_fuel,SL_NEUTRAL,MACRO_BULL_RUN,HUMAN_VISUAL_REQUIRED,ALLOW,STOP_LOSS,-1.1
2905,2021-11-17,RANGE_MACRO_BULL_RECLAIM,BULL,medium,TAKE,SUPPLY_REJECTING_RISK,DEMAND_DEFENDED,ACCEPTANCE_ABOVE_VALUE,FULL_BULL_ALIGN,MACRO_BULL,HEALTHY_HIGH_LEGPOS,NO_CAPITULATION,low_fuel,SL_STRUCTURAL_OK,MACRO_BULL_RUN,HUMAN_VISUAL_REQUIRED,ALLOW,STOP_LOSS,-1.1
2922,2021-11-22,CORRECTIVE_BEAR_LEG,RISK,medium,SKIP,SUPPLY_BLOCKS_TARGET,DEMAND_DEFENDED,REJECTION_BELOW_VALUE,PARTIAL_BULL,MACRO_BULL,STRONG_BULL_MOMENTUM,FALLING_KNIFE,low_fuel,SL_NEUTRAL,MACRO_BULL_RUN,TAKE_CANDIDATE,ALLOW,STOP_LOSS,-1.1
2944,2021-11-26,CORRECTIVE_BEAR_LEG,RISK,medium,SKIP,CLEAN_SKY_BULLISH,DEMAND_DEFENDED,ACCEPTANCE_ABOVE_VALUE,MTF_CONFLICT,MACRO_BROKEN_DISTRIBUTION,WEAK_MOMENTUM,NO_CAPITULATION,high_fuel,SL_STRUCTURAL_OK,MACRO_RANGE_TRANSITION,TAKE_CANDIDATE,ALLOW,STOP_LOSS,-1.1
2991,2021-12-08,BEAR_BOUNCE_RISK,RISK,high,SKIP,SUPPLY_BLOCKS_TARGET,DEMAND_DEFENDED,IN_VALUE_BALANCE,BEAR_ALIGN,MACRO_BROKEN_DISTRIBUTION,WEAK_MOMENTUM,NO_CAPITULATION,low_fuel,SL_STRUCTURAL_OK,MACRO_RANGE_TRANSITION,HUMAN_VISUAL_REQUIRED,ALLOW,STOP_LOSS,-1.1
3011,2021-12-13,UNKNOWN_CONFLICT,NEUTRO,low,REVIEW,SUPPLY_BLOCKS_TARGET,DEMAND_DEFENDED,IN_VALUE_BALANCE,BEAR_ALIGN,MACRO_BROKEN_DISTRIBUTION,STRONG_BULL_MOMENTUM,NO_CAPITULATION,low_fuel,SL_STRUCTURAL_OK,MACRO_RANGE_TRANSITION,HUMAN_VISUAL_REQUIRED,ALLOW,STOP_LOSS,-1.1
3029,2021-12-16,BULL_PULLBACK_CONTINUATION,BULL,high,TAKE,MARKUP_BREAKING,DEMAND_DEFENDED,ACCEPTANCE_ABOVE_VALUE,PARTIAL_BULL,MACRO_BROKEN_DISTRIBUTION,STRONG_BULL_MOMENTUM,NO_CAPITULATION,low_fuel,SL_STRUCTURAL_OK,MACRO_RANGE_TRANSITION,TAKE_CANDIDATE,ALLOW,SCRATCH,0.59
3070,2021-12-28,NO_OVERHEAD_MARKUP,BULL,high,TAKE,CLEAN_SKY_BULLISH,DEMAND_DEFENDED,ACCEPTANCE_ABOVE_VALUE,FULL_BULL_ALIGN,MACRO_BROKEN_DISTRIBUTION,HEALTHY_HIGH_LEGPOS,NO_CAPITULATION,high_fuel,SL_STRUCTURAL_OK,MACRO_BULL_RUN,HUMAN_VISUAL_REQUIRED,ALLOW,STOP_LOSS,-1.1
3085,2021-12-30,NO_OVERHEAD_MARKUP,BULL,high,TAKE,CLEAN_SKY_BULLISH,DEMAND_DEFENDED,ACCEPTANCE_ABOVE_VALUE,FULL_BULL_ALIGN,MACRO_BROKEN_DISTRIBUTION,HEALTHY_HIGH_LEGPOS,NO_CAPITULATION,high_fuel,SL_STRUCTURAL_OK,MACRO_BULL_RUN,HUMAN_VISUAL_REQUIRED,ALLOW,STOP_LOSS,-1.1
3102,2022-01-04,BEAR_BOUNCE_RISK,RISK,high,SKIP,SUPPLY_BLOCKS_TARGET,DEMAND_DEFENDED,ACCEPTANCE_ABOVE_VALUE,PARTIAL_BULL,MACRO_BROKEN_DISTRIBUTION,WEAK_MOMENTUM,NO_CAPITULATION,low_fuel,SL_STRUCTURAL_OK,MACRO_BULL_PULLBACK,TAKE_CANDIDATE,ALLOW,STOP_LOSS,-1.1
3118,2022-01-07,CORRECTIVE_BEAR_LEG,RISK,medium,SKIP,CLEAN_SKY_BULLISH,DEMAND_FRAGILE,IN_VALUE_BALANCE,BEAR_ALIGN,MACRO_BROKEN_DISTRIBUTION,WEAK_MOMENTUM,CLIMAX_RECLAIM,high_fuel,SL_STRUCTURAL_OK,MACRO_RANGE_TRANSITION,REVIEW,ALLOW,SCRATCH,0.99
3126,2022-01-10,CORRECTIVE_BEAR_LEG,RISK,medium,SKIP,SUPPLY_FAR_NEUTRAL,DEMAND_DEFENDED,ACCEPTANCE_ABOVE_VALUE,BEAR_ALIGN,MACRO_BROKEN_DISTRIBUTION,WEAK_MOMENTUM,NO_CAPITULATION,high_fuel,SL_STRUCTURAL_OK,MACRO_RANGE_TRANSITION,TAKE_CANDIDATE,ALLOW,WIN_HELD,2.02
3147,2022-01-14,NO_OVERHEAD_MARKUP,BULL,high,TAKE,CLEAN_SKY_BULLISH,DEMAND_DEFENDED,IN_VALUE_BALANCE,FULL_BULL_ALIGN,MACRO_BROKEN_DISTRIBUTION,HEALTHY_HIGH_LEGPOS,NO_CAPITULATION,high_fuel,SL_STRUCTURAL_OK,MACRO_BULL_RUN,HUMAN_VISUAL_REQUIRED,ALLOW,STOP_LOSS,-1.1
3162,2022-01-18,BULL_PULLBACK_CONTINUATION,BULL,medium,TAKE,SUPPLY_REJECTING_RISK,DEMAND_NEUTRAL,IN_VALUE_BALANCE,FULL_BULL_ALIGN,MACRO_BROKEN_DISTRIBUTION,STRONG_BULL_MOMENTUM,NO_CAPITULATION,low_fuel,SL_STRUCTURAL_OK,MACRO_BULL_RUN,REVIEW,ALLOW,STOP_LOSS,-1.1
3178,2022-01-21,BULL_PULLBACK_CONTINUATION,BULL,medium,TAKE,SUPPLY_REJECTING_RISK,DEMAND_DEFENDED,REJECTION_BELOW_VALUE,FULL_BULL_ALIGN,MACRO_BULL,STRONG_BULL_MOMENTUM,NO_CAPITULATION,low_fuel,SL_STRUCTURAL_OK,MACRO_BULL_RUN,REVIEW,ALLOW,STOP_LOSS,-1.1
3190,2022-01-25,BULL_PULLBACK_CONTINUATION,BULL,medium,REVIEW_RISK,SUPPLY_FAR_NEUTRAL,DEMAND_NEUTRAL,REJECTION_BELOW_VALUE,PARTIAL_BULL,MACRO_TRANSITION_RISK,STRONG_BULL_MOMENTUM,NO_CAPITULATION,medium_fuel,SL_TOO_SHORT,MACRO_BULL_RUN,TAKE_CANDIDATE,ALLOW,STOP_LOSS,-1.1
3219,2022-02-01,CORRECTIVE_BEAR_LEG,RISK,medium,SKIP,CLEAN_SKY_BULLISH,DEMAND_DEFENDED,ACCEPTANCE_ABOVE_VALUE,BEAR_ALIGN,MACRO_BULL,WEAK_MOMENTUM,CLIMAX_RECLAIM,high_fuel,SL_STRUCTURAL_OK,MACRO_RANGE_TRANSITION,TAKE_CANDIDATE,ALLOW,WIN_HELD,2.66
3238,2022-02-04,NO_OVERHEAD_MARKUP,BULL,high,TAKE,CLEAN_SKY_BULLISH,DEMAND_DEFENDED,ACCEPTANCE_ABOVE_VALUE,FULL_BULL_ALIGN,MACRO_BROKEN_DISTRIBUTION,STRONG_BULL_MOMENTUM,NO_CAPITULATION,high_fuel,SL_STRUCTURAL_OK,MACRO_RANGE_TRANSITION,REVIEW,ALLOW,WIN_HELD,2.41
3252,2022-02-08,MACRO_BULL_RUN_CONTINUATION,BULL,high,REVIEW_RISK,SUPPLY_FAR_NEUTRAL,DEMAND_ABSENT,ACCEPTANCE_ABOVE_VALUE,FULL_BULL_ALIGN,MACRO_BULL,STRONG_BULL_MOMENTUM,NO_CAPITULATION,medium_fuel,SL_TOO_WIDE,MACRO_BULL_RUN,REVIEW,ALLOW,WIN_HELD,1.84
3326,2022-02-24,MACRO_BULL_RUN_CONTINUATION,BULL,high,TAKE,SUPPLY_FAR_NEUTRAL,DEMAND_DEFENDED,IN_VALUE_BALANCE,FULL_BULL_ALIGN,MACRO_BULL,STRONG_BULL_MOMENTUM,NO_CAPITULATION,medium_fuel,SL_NEUTRAL,MACRO_BULL_RUN,REVIEW,ALLOW,STOP_LOSS,-1.1
3443,2022-03-24,BULL_PULLBACK_CONTINUATION,BULL,high,TAKE,CLEAN_SKY_BULLISH,DEMAND_DEFENDED,ACCEPTANCE_ABOVE_VALUE,FULL_BULL_ALIGN,MACRO_BULL,WEAK_MOMENTUM,NO_CAPITULATION,high_fuel,SL_STRUCTURAL_OK,MACRO_RANGE_TRANSITION,REVIEW,ALLOW,STOP_LOSS,-1.1
3474,2022-03-31,RANGE_MACRO_BULL_RECLAIM,BULL,medium,REVIEW_RISK,CLEAN_SKY_BULLISH,DEMAND_FRAGILE,ACCEPTANCE_ABOVE_VALUE,PARTIAL_BULL,MACRO_BULL,WEAK_MOMENTUM,NO_CAPITULATION,high_fuel,SL_TOO_WIDE,MACRO_RANGE_TRANSITION,REVIEW,ALLOW,SCRATCH,0.38
3491,2022-04-05,NO_OVERHEAD_MARKUP,BULL,high,TAKE,CLEAN_SKY_BULLISH,DEMAND_DEFENDED,ACCEPTANCE_ABOVE_VALUE,FULL_BULL_ALIGN,MACRO_BULL,STRONG_BULL_MOMENTUM,NO_CAPITULATION,high_fuel,SL_STRUCTURAL_OK,MACRO_RANGE_TRANSITION,SKIP_STRUCTURAL,ALLOW,WIN_BE,0.9
3509,2022-04-08,BULL_PULLBACK_CONTINUATION,BULL,high,TAKE,CLEAN_SKY_BULLISH,DEMAND_DEFENDED,ACCEPTANCE_ABOVE_VALUE,FULL_BULL_ALIGN,MACRO_BULL,WEAK_MOMENTUM,NO_CAPITULATION,high_fuel,SL_STRUCTURAL_OK,MACRO_RANGE_TRANSITION,SKIP_STRUCTURAL,ALLOW,WIN_BE,0.9
3622,2022-05-06,BEAR_BOUNCE_RISK,RISK,high,SKIP,SUPPLY_BLOCKS_TARGET,DEMAND_DEFENDED,ACCEPTANCE_ABOVE_VALUE,BEAR_ALIGN,MACRO_BROKEN_DISTRIBUTION,WEAK_MOMENTUM,NO_CAPITULATION,low_fuel,SL_NEUTRAL,MACRO_BULL_PULLBACK,HUMAN_VISUAL_REQUIRED,ALLOW,STOP_LOSS,-1.1
3678,2022-05-19,UNKNOWN_CONFLICT,NEUTRO,low,REVIEW,SUPPLY_REJECTING_RISK,DEMAND_ABSENT,ACCEPTANCE_ABOVE_VALUE,BEAR_ALIGN,MACRO_BROKEN_DISTRIBUTION,STRONG_BULL_MOMENTUM,NO_CAPITULATION,low_fuel,SL_NEUTRAL,MACRO_BEAR_MARKDOWN,SKIP_STRUCTURAL,ALLOW,SCRATCH,0.66
3773,2022-06-10,CORRECTIVE_BEAR_LEG,RISK,medium,SKIP,SUPPLY_FAR_NEUTRAL,DEMAND_DEFENDED,REJECTION_BELOW_VALUE,BEAR_ALIGN,MACRO_BROKEN_DISTRIBUTION,WEAK_MOMENTUM,FALLING_KNIFE,medium_fuel,SL_STRUCTURAL_OK,MACRO_RANGE_TRANSITION,TAKE_CANDIDATE,ALLOW,STOP_LOSS,-1.1
3799,2022-06-16,BEAR_BOUNCE_RISK,RISK,high,SKIP,SUPPLY_REJECTING_RISK,DEMAND_DEFENDED,ACCEPTANCE_ABOVE_VALUE,BEAR_ALIGN,MACRO_BROKEN_DISTRIBUTION,WEAK_MOMENTUM,NO_CAPITULATION,low_fuel,SL_STRUCTURAL_OK,MACRO_BEAR_MARKDOWN,TAKE_CANDIDATE,ALLOW,STOP_LOSS,-1.1
3825,2022-06-23,BEAR_BOUNCE_RISK,RISK,high,SKIP,SUPPLY_REJECTING_RISK,DEMAND_DEFENDED,IN_VALUE_BALANCE,BEAR_ALIGN,MACRO_BROKEN_DISTRIBUTION,WEAK_MOMENTUM,NO_CAPITULATION,low_fuel,SL_NEUTRAL,MACRO_BEAR_MARKDOWN,SKIP_STRUCTURAL,ALLOW,STOP_LOSS,-1.1
3836,2022-06-26,BEAR_BOUNCE_RISK,RISK,high,SKIP,SUPPLY_REJECTING_RISK,DEMAND_NEUTRAL,IN_VALUE_BALANCE,BEAR_ALIGN,MACRO_BROKEN_DISTRIBUTION,WEAK_MOMENTUM,NO_CAPITULATION,low_fuel,SL_STRUCTURAL_OK,MACRO_BEAR_MARKDOWN,SKIP_STRUCTURAL,ALLOW,STOP_LOSS,-1.1
3929,2022-07-18,BEAR_BOUNCE_RISK,RISK,high,SKIP,SUPPLY_BLOCKS_TARGET,DEMAND_DEFENDED,IN_VALUE_BALANCE,BEAR_ALIGN,MACRO_BROKEN_DISTRIBUTION,WEAK_MOMENTUM,NO_CAPITULATION,low_fuel,SL_NEUTRAL,MACRO_BEAR_MARKDOWN,SKIP_STRUCTURAL,ALLOW,STOP_LOSS,-1.1
3949,2022-07-21,BEAR_BOUNCE_RISK,RISK,high,SKIP,SUPPLY_BLOCKS_TARGET,DEMAND_ABSENT,ACCEPTANCE_ABOVE_VALUE,BEAR_ALIGN,MACRO_BROKEN_DISTRIBUTION,WEAK_MOMENTUM,NO_CAPITULATION,low_fuel,SL_NEUTRAL,MACRO_BEAR_MARKDOWN,SKIP_STRUCTURAL,ALLOW,WIN_HELD,3.54
4095,2022-08-25,BEAR_BOUNCE_RISK,RISK,high,SKIP,SUPPLY_REJECTING_RISK,DEMAND_DEFENDED,ACCEPTANCE_ABOVE_VALUE,BEAR_ALIGN,MACRO_BROKEN_DISTRIBUTION,WEAK_MOMENTUM,NO_CAPITULATION,low_fuel,SL_STRUCTURAL_OK,MACRO_BEAR_MARKDOWN,SKIP_STRUCTURAL,ALLOW,STOP_LOSS,-1.1
4243,2022-09-28,BEAR_BOUNCE_RISK,RISK,high,SKIP,SUPPLY_BLOCKS_TARGET,DEMAND_DEFENDED,ACCEPTANCE_ABOVE_VALUE,BEAR_ALIGN,MACRO_BROKEN_DISTRIBUTION,WEAK_MOMENTUM,NO_CAPITULATION,low_fuel,SL_STRUCTURAL_OK,MACRO_BEAR_MARKDOWN,SKIP_STRUCTURAL,ALLOW,SCRATCH,0.18
4309,2022-10-13,BEAR_BOUNCE_RISK,RISK,high,SKIP,SUPPLY_REJECTING_RISK,DEMAND_DEFENDED,IN_VALUE_BALANCE,BEAR_ALIGN,MACRO_BROKEN_DISTRIBUTION,WEAK_MOMENTUM,NO_CAPITULATION,low_fuel,SL_NEUTRAL,MACRO_BEAR_MARKDOWN,SKIP_STRUCTURAL,ALLOW,STOP_LOSS,-1.1
4346,2022-10-23,BEAR_BOUNCE_RISK,RISK,high,SKIP,SUPPLY_REJECTING_RISK,DEMAND_DEFENDED,REJECTION_BELOW_VALUE,BEAR_ALIGN,MACRO_BROKEN_DISTRIBUTION,WEAK_MOMENTUM,NO_CAPITULATION,low_fuel,SL_STRUCTURAL_OK,MACRO_BEAR_MARKDOWN,SKIP_STRUCTURAL,ALLOW,SCRATCH,0.4
4372,2022-10-28,UNKNOWN_CONFLICT,NEUTRO,low,REVIEW,SUPPLY_BLOCKS_TARGET,DEMAND_NEUTRAL,REJECTION_BELOW_VALUE,BEAR_ALIGN,MACRO_BROKEN_DISTRIBUTION,STRONG_BULL_MOMENTUM,NO_CAPITULATION,low_fuel,SL_NEUTRAL,MACRO_BEAR_MARKDOWN,TAKE_CANDIDATE,ALLOW,STOP_LOSS,-1.1
4384,2022-11-01,BEAR_BOUNCE_RISK,RISK,high,SKIP,SUPPLY_BLOCKS_TARGET,DEMAND_NEUTRAL,ACCEPTANCE_ABOVE_VALUE,BEAR_ALIGN,MACRO_BROKEN_DISTRIBUTION,WEAK_MOMENTUM,NO_CAPITULATION,low_fuel,SL_STRUCTURAL_OK,MACRO_BEAR_MARKDOWN,SKIP_STRUCTURAL,ALLOW,WIN_HELD,2.75
4401,2022-11-04,BEAR_BOUNCE_RISK,RISK,high,SKIP,SUPPLY_REJECTING_RISK,DEMAND_DEFENDED,ACCEPTANCE_ABOVE_VALUE,BEAR_ALIGN,MACRO_BROKEN_DISTRIBUTION,WEAK_MOMENTUM,NO_CAPITULATION,low_fuel,SL_STRUCTURAL_OK,MACRO_BEAR_MARKDOWN,TAKE_CANDIDATE,ALLOW,WIN_HELD,2.76
4429,2022-11-10,RANGE_MACRO_BULL_RECLAIM,BULL,medium,TAKE,SUPPLY_REJECTING_RISK,DEMAND_DEFENDED,ACCEPTANCE_ABOVE_VALUE,FULL_BULL_ALIGN,MACRO_BROKEN_DISTRIBUTION,HEALTHY_HIGH_LEGPOS,NO_CAPITULATION,low_fuel,SL_NEUTRAL,MACRO_RANGE_TRANSITION,SKIP_STRUCTURAL,ALLOW,SCRATCH,-0.11
4483,2022-11-23,RANGE_MACRO_BULL_RECLAIM,BULL,medium,TAKE,SUPPLY_BLOCKS_TARGET,DEMAND_ABSENT,ACCEPTANCE_ABOVE_VALUE,PARTIAL_BULL,MACRO_BROKEN_DISTRIBUTION,STRONG_BULL_MOMENTUM,NO_CAPITULATION,low_fuel,SL_NEUTRAL,MACRO_RANGE_TRANSITION,REVIEW,ALLOW,WIN_HELD,1.82
4513,2022-11-30,RANGE_MACRO_BULL_RECLAIM,BULL,medium,TAKE,SUPPLY_REJECTING_RISK,DEMAND_DEFENDED,ACCEPTANCE_ABOVE_VALUE,FULL_BULL_ALIGN,MACRO_BROKEN_DISTRIBUTION,STRONG_BULL_MOMENTUM,NO_CAPITULATION,low_fuel,SL_STRUCTURAL_OK,MACRO_RANGE_TRANSITION,TAKE_CANDIDATE,ALLOW,SCRATCH,0.49
4530,2022-12-05,MACRO_BULL_RUN_CONTINUATION,BULL,high,TAKE,SUPPLY_FAR_NEUTRAL,DEMAND_DEFENDED,REJECTION_BELOW_VALUE,FULL_BULL_ALIGN,MACRO_BULL,STRONG_BULL_MOMENTUM,NO_CAPITULATION,high_fuel,SL_STRUCTURAL_OK,MACRO_RANGE_TRANSITION,TAKE_CANDIDATE,ALLOW,WIN_HELD,1.28
4574,2022-12-15,MACRO_BULL_RUN_CONTINUATION,BULL,high,TAKE,SUPPLY_BLOCKS_TARGET,DEMAND_DEFENDED,IN_VALUE_BALANCE,FULL_BULL_ALIGN,MACRO_BULL,STRONG_BULL_MOMENTUM,NO_CAPITULATION,low_fuel,SL_NEUTRAL,MACRO_BULL_RUN,TAKE_CANDIDATE,ALLOW,STOP_LOSS,-1.1
4609,2022-12-22,MACRO_BULL_RUN_CONTINUATION,BULL,high,TAKE,SUPPLY_FAR_NEUTRAL,DEMAND_DEFENDED,IN_VALUE_BALANCE,FULL_BULL_ALIGN,MACRO_BULL,STRONG_BULL_MOMENTUM,NO_CAPITULATION,medium_fuel,SL_STRUCTURAL_OK,MACRO_BULL_RUN,TAKE_CANDIDATE,ALLOW,WIN_RUNNER,3.9
4644,2023-01-03,BULL_PULLBACK_CONTINUATION,BULL,medium,TAKE,SUPPLY_REJECTING_RISK,DEMAND_DEFENDED,IN_VALUE_BALANCE,FULL_BULL_ALIGN,MACRO_BULL,HEALTHY_HIGH_LEGPOS,NO_CAPITULATION,low_fuel,SL_STRUCTURAL_OK,MACRO_BULL_RUN,TAKE_CANDIDATE,ALLOW,WIN_HELD,2.17
4677,2023-01-11,NO_OVERHEAD_MARKUP,BULL,high,TAKE,CLEAN_SKY_BULLISH,DEMAND_DEFENDED,ACCEPTANCE_ABOVE_VALUE,FULL_BULL_ALIGN,MACRO_BULL,HEALTHY_HIGH_LEGPOS,NO_CAPITULATION,high_fuel,SL_STRUCTURAL_OK,MACRO_BULL_RUN,TAKE_CANDIDATE,ALLOW,WIN_HELD,2.05
4763,2023-01-31,MACRO_BULL_RUN_CONTINUATION,BULL,high,TAKE,SUPPLY_BLOCKS_TARGET,DEMAND_DEFENDED,ACCEPTANCE_ABOVE_VALUE,FULL_BULL_ALIGN,MACRO_BULL,STRONG_BULL_MOMENTUM,NO_CAPITULATION,low_fuel,SL_STRUCTURAL_OK,MACRO_BULL_RUN,TAKE_CANDIDATE,ALLOW,STOP_LOSS,-1.1
4899,2023-03-03,BULL_PULLBACK_CONTINUATION,BULL,high,TAKE,SUPPLY_FAR_NEUTRAL,DEMAND_DEFENDED,ACCEPTANCE_ABOVE_VALUE,PARTIAL_BULL,MACRO_BROKEN_DISTRIBUTION,STRONG_BULL_MOMENTUM,NO_CAPITULATION,medium_fuel,SL_STRUCTURAL_OK,MACRO_RANGE_TRANSITION,SKIP_STRUCTURAL,ALLOW,STOP_LOSS,-1.1
4908,2023-03-06,BULL_PULLBACK_CONTINUATION,BULL,high,TAKE,SUPPLY_FAR_NEUTRAL,DEMAND_DEFENDED,REJECTION_BELOW_VALUE,PARTIAL_BULL,MACRO_BROKEN_DISTRIBUTION,STRONG_BULL_MOMENTUM,NO_CAPITULATION,medium_fuel,SL_STRUCTURAL_OK,MACRO_RANGE_TRANSITION,UNKNOWN,ALLOW,STOP_LOSS,-1.1
4918,2023-03-08,CORRECTIVE_BEAR_LEG,RISK,medium,SKIP,SUPPLY_FAR_NEUTRAL,DEMAND_DEFENDED,ACCEPTANCE_ABOVE_VALUE,BEAR_ALIGN,MACRO_BROKEN_DISTRIBUTION,WEAK_MOMENTUM,CLIMAX_RECLAIM,high_fuel,SL_STRUCTURAL_OK,MACRO_BULL_PULLBACK,TAKE_CANDIDATE,ALLOW,WIN_RUNNER,3.9
4926,2023-03-09,BEAR_BOUNCE_RISK,RISK,high,SKIP,SUPPLY_BLOCKS_TARGET,DEMAND_DEFENDED,ACCEPTANCE_ABOVE_VALUE,MTF_CONFLICT,MACRO_BROKEN_DISTRIBUTION,WEAK_MOMENTUM,FALLING_KNIFE,low_fuel,SL_STRUCTURAL_OK,MACRO_BULL_PULLBACK,SKIP_STRUCTURAL,ALLOW,WIN_RUNNER,3.9
4964,2023-03-20,NO_OVERHEAD_MARKUP,BULL,high,REVIEW_RISK,CLEAN_SKY_BULLISH,DEMAND_ABSENT,ACCEPTANCE_ABOVE_VALUE,FULL_BULL_ALIGN,MACRO_BULL,HEALTHY_HIGH_LEGPOS,NO_CAPITULATION,high_fuel,SL_TOO_WIDE,MACRO_BULL_RUN,HUMAN_VISUAL_REQUIRED,ALLOW,SCRATCH,-0.43
4996,2023-03-27,CORRECTIVE_BEAR_LEG,RISK,medium,SKIP,SUPPLY_FAR_NEUTRAL,DEMAND_NEUTRAL,REJECTION_BELOW_VALUE,PARTIAL_BULL,MACRO_BULL,STRONG_BULL_MOMENTUM,FALLING_KNIFE,high_fuel,SL_NEUTRAL,MACRO_BULL_RUN,REVIEW,ALLOW,WIN_HELD,2.51
5016,2023-03-30,MACRO_BULL_RUN_CONTINUATION,BULL,high,TAKE,SUPPLY_BLOCKS_TARGET,DEMAND_DEFENDED,ACCEPTANCE_ABOVE_VALUE,FULL_BULL_ALIGN,MACRO_BULL,STRONG_BULL_MOMENTUM,NO_CAPITULATION,low_fuel,SL_STRUCTURAL_OK,MACRO_BULL_RUN,TAKE_CANDIDATE,ALLOW,STOP_LOSS,-1.1
5042,2023-04-06,NO_OVERHEAD_MARKUP,BULL,high,REVIEW_RISK,CLEAN_SKY_BULLISH,DEMAND_ABSENT,IN_VALUE_BALANCE,FULL_BULL_ALIGN,MACRO_BULL,HEALTHY_HIGH_LEGPOS,NO_CAPITULATION,high_fuel,SL_TOO_WIDE,MACRO_BULL_RUN,REVIEW,ALLOW,SCRATCH,-0.41
