episode_id,datetime,episode_type,decision,confidence,mfe_R,engine_policy,conflict
5147,2023-05-02,MARKUP_CONTINUATION,TAKE,"high — clean coil-and-break, full bull alignment, accepted reclaim above supply with clear sky and room to run",4.0,TAKE,
5165,2023-05-05,BULL_PULLBACK,TAKE,"medium-high — sharp reclaim, fresh CHoCH, buy-bubble accumulation and strong weekly trend; tempered by the extreme volatility (2078 spike then 34-pt flush) making the immediate path choppy",1.9,TAKE,take_loser
5296,2023-06-06,BULL_PULLBACK,SKIP,"medium — the weakening weekly, neutral macro, red entry bar and top-reversal CHoCH with sell-bubbles tilt this to skip; not a clean legitimate-bear-buy like 4899/4918",1.1,SKIP,
5321,2023-06-12,RANGE_ABSORPTION,SKIP,"medium — near overhead supply, MTF conflict, weak momentum and no confirmation make this a poor-location range buy; demand-origin below keeps a deeper-dip buy plausible, just not here",2.0,TAKE,
5331,2023-06-14,BEAR_PULLBACK_TRAP,SKIP,"medium-high on the skip — deepest drawdown of the batch, bear alignment, bounce into overhead supply with sell-bubbles; this is the trap side of the central distinction",0.7,SKIP,
5350,2023-06-19,RANGE_ABSORPTION,REVIEW,"low-medium — better location than the immediately preceding episodes (far supply, defended demand, marginal weekly up) but no thrust, weak momentum and mid-range entry leave it genuinely undecided",0.3,TAKE,
5414,2023-07-04,BEAR_PULLBACK_TRAP,SKIP,high — broken weekly + capped overhead + ranged absorption with rejections is a textbook bounce-into-supply with no acceptance.,1.2,SKIP,
5435,2023-07-07,LEGITIMATE_BEAR_BUY,REVIEW,"medium — clean sky and recovery shape favor a take, but stage BEAR n3 + weak momentum + SUPPLY_REJECTION_TRAP as primary intermediate keep it from a clean TAKE.",0.1,SKIP,
5478,2023-07-18,MARKUP_CONTINUATION,TAKE,high — fresh BOS + acceptance + clean sky + accum bubbles + expanding bodies is a coherent markup-continuation across all axes.,0.8,TAKE,take_loser
5530,2023-07-31,MARKUP_CONTINUATION,TAKE,"medium-high — reclaim-above-supply + bull-leg + thrust is constructive, but the primary intermediate flags SUPPLY_REJECTION_TRAP and supply is razor-close, so the reclaim must hold to be valid.",0.1,SKIP,take_loser
5555,2023-08-04,BEAR_PULLBACK_TRAP,SKIP,high — failed reclaim + deteriorating slope + sell-bubble distribution + capped supply all align bearish.,0.4,SKIP,
5627,2023-08-22,BEAR_PULLBACK_TRAP,SKIP,high — absent demand + near rejecting supply + bearish CHoCH + ma200 bear is unambiguously a trap context.,6.0,SKIP,skip_runner
5668,2023-08-31,BULL_PULLBACK,REVIEW,"medium — direction is constructive (clean sky bull, BOS, accum bubbles) but the SL_TOO_WIDE / demand-absent risk axis is a real execution problem, not just noise.",0.3,REVIEW_RISK,
5701,2023-09-07,REVERSAL_RUNNER,TAKE,"medium-high — climax-reclaim + bottom_turn True + bull-trigger CHoCH + clean sky is a coherent V-reversal, though weekly is still down-broken and stage BEAR n3 so it is a counter-trend runner.",0.4,SKIP,take_loser
5724,2023-09-13,BEAR_PULLBACK_TRAP,SKIP,high — falling knife + grind + no base + deteriorating + entry at the low is a textbook trap with no reversal evidence.,1.5,SKIP,
5772,2023-09-25,BEAR_PULLBACK_TRAP,SKIP,high — blocking supply + falling knife + entry at the low + repeated rejections is unambiguously a trap.,0.7,SKIP,
5826,2023-10-06,LEGITIMATE_BEAR_BUY,REVIEW,"medium — wide clean sky + demand support + reclaim thrust favor a take, but stage BEAR n3, weak momentum, and cascade -3 keep it counter-trend and from a clean TAKE.",16.7,SKIP,
5842,2023-10-11,MARKUP_CONTINUATION,TAKE,"medium-high — markup-through-supply + weekly bull-break + strong momentum + BOS is coherent, though pol_cat still reads RECLAIM_REJECTED_BELOW_SUPPLY which is a lagging conflict and low_fuel tempers it.",13.5,TAKE,
5866,2023-10-17,BULL_PULLBACK,TAKE,high — full bull align + run continuation + held shallow pullback + accum bubbles + strong cascade is a coherent continuation across all axes.,5.1,TAKE,
5875,2023-10-18,BULL_PULLBACK,TAKE,high — full bull align + strong accum bubbles + bull-trigger CHoCH + shallow controlled pullback is coherent continuation.,4.3,TAKE,
5920,2023-10-30,BULL_PULLBACK,REVIEW,"medium — genuine bull regime and defended demand favor direction, but near rejecting supply + low fuel + extended leg + UNKNOWN_CONFLICT keep it from a clean take.",0.4,TAKE,
5955,2023-11-07,LEGITIMATE_BEAR_BUY,REVIEW,"medium — bull regime + demand-origin + oversold favor a legitimate dip, but the entry bar closing red at the low (FALLING_KNIFE, capit) and CHoCH_TOP_REVERSAL flag premature timing.",0.0,SKIP,
5998,2023-11-16,MARKUP_CONTINUATION,TAKE,high — bull regime + fresh BOS + strong acceptance above value + reclaim-accepted + room overhead is coherent markup continuation with headroom.,1.0,TAKE,take_loser
6049,2023-11-29,BULL_PULLBACK,TAKE,"medium-high — full bull align + no overhead + strong accum + shallow pause is a take, tempered to medium-high by RSI 83 extension and chase risk on entry timing.",0.4,TAKE,take_loser
6069,2023-12-04,DISTRIBUTION_TOP,SKIP,high — the blow-off-then-violent-reversal price shape into a red entry bar is decisive despite bull macro; this is buying a climax top.,0.0,REVIEW_RISK,
6119,2023-12-14,REVERSAL_RUNNER,REVIEW,"medium — restored bull + vast clean sky + bull-trigger CHoCH + recovery thrust favor a take, but demand-absent / SL_TOO_WIDE is a real structural-risk problem and the entry is after a large run (chase).",0.6,REVIEW_RISK,
6162,2023-12-26,BULL_PULLBACK,TAKE,"moderate — context is unambiguously constructive but the entry sits mid-range with no fresh trigger and thin holiday liquidity, so the immediate edge is muted",2.0,TAKE,take_loser
6193,2024-01-04,LEGITIMATE_BEAR_BUY,TAKE,"moderate-to-strong — textbook defended-flush reclaim with weekly support, though structure is RANGE (not yet UP) so the reclaim must prove itself",0.2,TAKE,take_loser
6210,2024-01-08,BULL_PULLBACK,REVIEW,"low — constructive weekly but the trade geometry (supply overhead, SL too short, low fuel, weak momentum) is poor and the bounce lacks bullish bubble confirmation",0.5,REVIEW_RISK,
6295,2024-01-29,RANGE_ABSORPTION,TAKE,"moderate — clean geometry (far supply, supported polarity, high fuel, OK stop) but transitional regime and range structure cap the upside expectation",3.7,TAKE,
6362,2024-02-13,BEAR_PULLBACK_TRAP,SKIP,moderate-to-strong skip — supply is essentially overhead with nowhere to go and the regime is actively deteriorating,0.0,TAKE,
6376,2024-02-15,LEGITIMATE_BEAR_BUY,REVIEW,"low-to-moderate — a genuine defended washout reclaim, but the macro_broken / distribution / bear-MTF stack contradicts the bottom-turn and demands the reclaim prove itself",14.8,SKIP,
6453,2024-03-05,MARKUP_CONTINUATION,TAKE,"moderate-to-strong — unambiguous markup with momentum confluence, tempered by extended RSI and SL_TOO_WIDE (the wide stop hurts R geometry on a chase entry)",8.0,REVIEW_RISK,
6471,2024-03-08,MARKUP_CONTINUATION,TAKE,"moderate — structurally pristine continuation, but the RSI is even more stretched than 6453 and price is two strong legs into the markup, so the immediate entry risks buying a local top before the next pause",1.3,TAKE,take_loser
6489,2024-03-13,BULL_PULLBACK,TAKE,"moderate — the pullback-and-reclaim within a strong run is a clean continuation pattern, but supply 1.2 ATR overhead and a still-DOWN local structure mean the reclaim needs to follow through",1.0,TAKE,take_loser
6523,2024-03-21,MARKUP_CONTINUATION,TAKE,"moderate-to-strong — fresh CHoCH + impulse + clean sky is a high-quality breakout, but the flat entry bar right after a two-bar vertical move and SL_TOO_WIDE mean chasing the extension carries pullback risk",0.4,REVIEW_RISK,take_loser
6597,2024-04-09,MARKUP_CONTINUATION,TAKE,"strong — among the cleanest continuation contexts in the batch: steep weekly, clean sky, fresh BOS, heavy buy-bubble accumulation, no dissent, low drawdown",0.3,TAKE,take_loser
6610,2024-04-11,BULL_PULLBACK,TAKE,moderate-to-strong — a clean reclaimed pullback inside a confirmed markup with no overhead and no dissent; slightly tempered because the entry comes after two big green bars (some snap-back risk),2.9,TAKE,
6711,2024-05-06,BULL_PULLBACK,REVIEW,"low-to-moderate — good discount location and steep weekly, but weak momentum, low fuel, supply overhead and no trigger make the immediate edge thin",0.1,TAKE,
6729,2024-05-09,BULL_PULLBACK,TAKE,"moderate — the decisive reclaim bar plus strong momentum and discount location is constructive, tempered by supply 1.7 ATR overhead, low fuel and no SMC confirmation",7.4,TAKE,
6741,2024-05-13,BULL_PULLBACK,TAKE,"moderate — pullback-in-strong-run with bubble accumulation is constructive, but the entry turn is only +4 (modest) after a notable rollover, and supply overhead with low fuel caps it",0.0,TAKE,take_loser
6767,2024-05-17,MARKUP_CONTINUATION,TAKE,"moderate-to-strong — fresh BOS + impulse + acceptance above resistance + L2 bubbles is a clean breakout, tempered by the flat entry after a vertical move (snap-back risk) and dist_poc nearly 3 ATR (extended from value)",1.9,TAKE,take_loser
6791,2024-05-23,DISTRIBUTION_TOP,SKIP,moderate-to-strong skip — top reversal + distribution + falling knife with no reclaim or bottom-turn is precisely the trap the canon warns against catching,7.6,SKIP,skip_runner
6819,2024-05-30,BULL_PULLBACK,REVIEW,"low — a forceful reclaim bar, but immediately under rejecting supply with weak momentum, low fuel and zero confirmation; the geometry is hostile even if direction could be right",0.6,TAKE,
6832,2024-06-03,BULL_PULLBACK,REVIEW,"low-to-moderate — attractive clean-sky reward and a forceful reclaim, but MTF conflict, weak momentum and a sell-bubble warning leave the bounce unconfirmed",0.2,TAKE,
6844,2024-06-05,BULL_PULLBACK,TAKE,"moderate — accepted reclaim above supply with clean sky and far room is the best geometry of the late-May/June cluster; tempered by neutral macro, transition regime and weak momentum (no fresh bubble/NAS confirmation)",1.6,TAKE,take_loser
6887,2024-06-14,LEGITIMATE_BEAR_BUY,TAKE,"medium-high — clean V reclaim, demand held, weekly firmly up; tempered by entry coming on a small red bar (-1.4 body) after the bounce already ran ~40pts.",0.0,TAKE,take_loser
6908,2024-06-20,MARKUP_CONTINUATION,TAKE,"medium — clean sky and bull regime support it, but the structure is a shallow grind with weak momentum signature and entry on a red bar near recent highs; modest move likely.",2.9,TAKE,
6923,2024-06-24,LEGITIMATE_BEAR_BUY,REVIEW,"medium-low — reclaim is real and demand held, but supply 1.86 ATR overhead with weak momentum/low fuel means limited room; the move may stall into resistance.",0.1,TAKE,
6954,2024-07-01,BULL_PULLBACK,TAKE,"medium — clean-sky bull and accumulation bubbles favor continuation, but momentum is weak and the move is a slow grind off range support; expect modest follow-through.",0.0,TAKE,take_loser
6962,2024-07-03,REVERSAL_RUNNER,TAKE,"medium — decisive breakout body and demand support are strong, but fresh supply only ~1 ATR overhead and low fuel could cap or reject the thrust quickly.",9.2,TAKE,
6977,2024-07-05,MARKUP_CONTINUATION,TAKE,"high — explosive BOS impulse, full bull alignment, clean overhead, high fuel; the chase risk after a +20 bar is the only deduction.",0.0,TAKE,take_loser
6992,2024-07-10,BULL_PULLBACK,TAKE,"medium — full bull alignment and demand defense favor continuation, but supply ~1.3 ATR overhead and low fuel suggest a grind into resistance rather than a runner.",7.2,TAKE,
7022,2024-07-17,MARKUP_CONTINUATION,REVIEW,"medium — direction is strongly bullish, but SL_TOO_WIDE / DEMAND_ABSENT means a structural stop is far and risk-per-trade poor; entry quality good, risk geometry questionable.",0.4,REVIEW_RISK,
7053,2024-07-24,BULL_PULLBACK,TAKE,"high — defended demand, far supply, high fuel, full bull leg, and a decisive green entry bar; clean structure with room to run.",0.6,TAKE,take_loser
7065,2024-07-26,LEGITIMATE_BEAR_BUY,TAKE,"high — capitulation reclaim with bottom_turn, NAS long, sell-bubble exhaustion at the low, and demand defense; this is the canonical monumental-runner setup.",6.4,TAKE,
7094,2024-08-02,MARKUP_CONTINUATION,REVIEW,"low-medium — regime and momentum are bullish, but entering point-blank under fresh supply with a wide stop is a poor risk location; high reversal/rejection probability.",0.6,REVIEW_RISK,
7119,2024-08-08,BULL_PULLBACK,TAKE,"medium-high — decisive reclaim bar, clean sky, defended demand; tempered by softening weekly slope and weak underlying momentum.",5.4,TAKE,
7129,2024-08-12,MARKUP_CONTINUATION,TAKE,"high — orderly above-value consolidation, far supply, defended demand, large accumulation bubbles, decisive entry bar; clean continuation profile.",6.2,TAKE,
7149,2024-08-15,UNKNOWN_CONFLICT,REVIEW,low — buying a violent down-bar into overhead supply with rejection-below-value and poor stop geometry; the bull regime alone does not redeem a bad entry location/shape.,7.7,REVIEW_RISK,
7232,2024-09-04,UNKNOWN_CONFLICT,SKIP,medium (toward skip) — multiple structure-break and demand-failure flags converge; the bull regime is the only counterweight and it does not offset a falling-knife into fragile demand below value.,18.7,SKIP,skip_runner
7253,2024-09-09,BULL_PULLBACK,TAKE,"medium — clean V-hold reclaim with full bull align and demand defense, but supply <1 ATR overhead means limited immediate room; quality entry, capped target.",9.9,TAKE,
7408,2024-10-15,MARKUP_CONTINUATION,TAKE,"high — clean-sky breakout, re-accelerating weekly slope, full bull align, high fuel, decisive entry bar; the wide stop is the only deduction.",6.7,REVIEW_RISK,
7426,2024-10-18,MARKUP_CONTINUATION,TAKE,"high — clean sky, full alignment, all-above-value, large bubbles, healthy-high legpos; chase risk on an extended run is the only caveat.",4.6,TAKE,
7454,2024-10-25,BULL_PULLBACK,REVIEW,"low-medium — strong weekly bull and large buy bubbles support a dip-buy, but the red entry bar pinned under rejecting supply <1 ATR away is a poor location with high stall/rejection risk.",12.4,REVIEW_RISK,
7509,2024-11-07,LEGITIMATE_BEAR_BUY,TAKE,"high — classic extreme-flush capitulation reclaim with bottom_turn, NAS long, oversold washout, sell-bubble exhaustion at the low, demand defended, strong weekly bull; the decisive +25 reclaim bar confirms; monumental-runner archetype.",0.6,TAKE,take_loser
7549,2024-11-18,BEAR_PULLBACK_TRAP,SKIP,medium-high — the convergence of fresh CHoCH-top + sell bubbles + supply 1.16 ATR away + v3 BEAR all point the same way against the long.,5.5,SKIP,skip_runner
7569,2024-11-21,MARKUP_CONTINUATION,TAKE,"medium-high — clean sky, defended demand, buy-bubbles, far supply all converge; only RSI-overbought adds mild caution.",2.9,TAKE,
7577,2024-11-22,MARKUP_CONTINUATION,REVIEW,"low-medium — momentum and alignment favor continuation, but the late/extended entry with no demand base and near supply makes risk asymmetric.",0.0,REVIEW_RISK,
7662,2024-12-12,BULL_PULLBACK,TAKE,"medium — macro bull intact and reclaim is clean, but demand_fragile + reclaim_rejected_below_supply pol_cat and SL-too-short temper conviction.",0.3,REVIEW_RISK,take_loser
7710,2024-12-26,UNKNOWN_CONFLICT,SKIP,medium — the conflict itself plus deteriorating cascade and absent confirming bubbles argue for standing aside in thin tape.,0.9,SKIP,
7731,2024-12-31,LEGITIMATE_BEAR_BUY,TAKE,"medium — clean reclaim off defended demand with weekly support, but SUPPLY_REJECTION_TRAP secondary and supply 1.79 ATR overhead cap the target.",9.7,SKIP,
7765,2025-01-09,MARKUP_CONTINUATION,TAKE,"high — clean sky, fresh BOS, high fuel, defended structure, buy-bubbles; one of the strongest continuation reads of the batch.",12.5,TAKE,
7797,2025-01-16,MARKUP_CONTINUATION,REVIEW,"low-medium — alignment and BOS support a take, but the near-supply + RSI 73 + red entry bar at the high make it a worse-located version of 7765.",0.1,TAKE,
7816,2025-01-21,MARKUP_CONTINUATION,TAKE,"high — macro_broken cleared, clean sky, far supply, BOS+CHoCH bull trigger, high fuel all converge.",10.9,TAKE,
7838,2025-01-27,BULL_PULLBACK,REVIEW,"low-medium — macro bull and shallow drawdown favor the dip, but buying a falling knife mid-bar with NAS_short and no reclaim is the weak part.",0.0,REVIEW_RISK,
7869,2025-02-03,BULL_PULLBACK,TAKE,high — V-flush reclaimed to new highs into clean sky with buy-bubbles and BOS; strong continuation archetype.,5.5,TAKE,
7902,2025-02-11,MARKUP_CONTINUATION,TAKE,"medium-high — pristine structure, clean sky, defended demand, big buy-bubbles; tempered only by the daily RSI 78.5 extension.",0.0,TAKE,take_loser
7924,2025-02-14,BULL_PULLBACK,SKIP,medium-high — falling-knife + below-value + no reclaim + late-bubbles converge against catching this bar; the macro-bull alone does not justify it.,9.6,SKIP,skip_runner
7933,2025-02-18,BULL_PULLBACK,TAKE,"medium — clean base-and-reclaim with defended demand and BOS, but supply only 1.37 ATR overhead and REGIME_DETERIORATING/combined 1 cap conviction.",2.2,TAKE,
7943,2025-02-19,MARKUP_CONTINUATION,TAKE,"medium-high — clean sky, defended demand, momentum green entry, renewed buy-bubbles; only the recent volatility (2/14) and 1D RSI 69 add mild caution.",0.8,TAKE,take_loser
7993,2025-03-04,SUPPLY_REJECTION,TAKE,"medium — strong reclaim bar, defended demand, intact macro favor it; near supply (1.55 ATR) and the explicit SUPPLY_REJECTION_TRAP primary temper it to a modest-target take.",0.6,TAKE,take_loser
8080,2025-03-24,BULL_PULLBACK,REVIEW,"low-medium — strong weekly trend and clean sky favor eventual continuation, but demand-absent + below-value + no bubbles make this entry unconfirmed and unsupported.",14.4,REVIEW_RISK,
8095,2025-03-27,MARKUP_CONTINUATION,TAKE,"medium-high — clean sky, defended demand, tight-base breakout, high fuel, buy accumulation all converge; strong continuation read.",6.8,TAKE,
8111,2025-03-31,MARKUP_CONTINUATION,REVIEW,"low-medium — trend and clean sky favor continuation, but extreme RSI + demand-absent + SL-too-wide make the entry a high-risk late chase; a pullback could be 8 ATR.",0.5,REVIEW_RISK,
8133,2025-04-04,DISTRIBUTION_TOP,SKIP,high — falling-knife + CHoCH-top + sell-bubbles + below-value + no reclaim all converge against catching this crash bar.,1.1,SKIP,
8149,2025-04-09,BULL_PULLBACK,TAKE,"medium-high — clean reclaim-and-accept off a defended demand inside a healthy bull leg; supply far (2.37 ATR), clean sky true. Slight reservation that entry is mid-recovery rather than at the low.",9.5,TAKE,
8157,2025-04-10,MARKUP_CONTINUATION,REVIEW,low-medium — direction is right but this is a chase into a vertical move with no structural stop. The bull context says continuation; the shape says late and overextended.,6.4,REVIEW_RISK,
8200,2025-04-22,DISTRIBUTION_TOP,SKIP,high — buying a -21 red bar mid-flush off a 1D-RSI-82 parabolic top is catching a falling knife. The bull regime does not rescue a blow-off rejection in progress.,0.0,SKIP,
8216,2025-04-25,BEAR_PULLBACK_TRAP,REVIEW,"low-medium — bull context and very near demand argue for a bounce, but unhealed CHoCH-top + supply cap + falling knife argue for waiting. Conflicted episode.",3.6,SKIP,
8236,2025-04-30,BEAR_PULLBACK_TRAP,SKIP,"medium-high — buying a support-break into fragile/too-deep demand with low fuel, capped by overhead supply, is the wrong side of a deteriorating corrective leg even in a bull market.",0.0,REVIEW_RISK,
8277,2025-05-09,SUPPLY_REJECTION,SKIP,"medium — bounce into proven supply with rejections, low fuel, transition leg. Direction not clearly bullish enough to override the supply rejection.",0.0,TAKE,
8338,2025-05-23,MARKUP_CONTINUATION,TAKE,"medium-high — held shallow pullback, defended demand, fresh BOS, accumulation bubbles. Main caveat is supply only 1.3 ATR overhead capping immediate room and entry being a doji right at resistance.",0.0,TAKE,take_loser
8357,2025-05-28,LEGITIMATE_BEAR_BUY,TAKE,"medium — flush into a defended leg-origin with oversold RSI is a classic dip-buy, but the entry is mid-flush (deep wick) so timing risk; corrective_bear_leg label and falling-knife mean it could extend before turning.",9.2,SKIP,
8371,2025-06-02,REVERSAL_RUNNER,TAKE,"medium — reversal confirmed with reclaim and acceptance above value into clean sky. Reservations: weak momentum, cascade only 1, and entry is a thrust bar (mild chase) rather than the retest.",1.6,TAKE,take_loser
8403,2025-06-09,LEGITIMATE_BEAR_BUY,TAKE,"medium — held support + bull-trigger CHoCH + supply far is a clean dip-buy setup; weak momentum and only cascade 1 temper confidence, and the entry is early in the recovery.",3.6,TAKE,
8431,2025-06-16,BULL_PULLBACK,TAKE,"high — shallow held pullback, strongest regime score in batch, accepting above res, supply far, bull-trigger CHoCH. Cleanest continuation setup here.",0.0,TAKE,take_loser
8460,2025-06-23,BEAR_PULLBACK_TRAP,SKIP,"medium-high — buying a distribution gap-down with supply 1 ATR overhead and demand ~6 ATR below, into a deteriorating regime, is the trap side. The bull macro does not rescue this shape.",2.0,REVIEW_RISK,
8479,2025-06-26,RANGE_ABSORPTION,REVIEW,"low — symmetric range, MTF conflict, weakening weekly, persistent sell-warn bubbles. Demand-defended gives a slight long lean but no decisive shape.",0.0,TAKE,
8497,2025-07-01,LEGITIMATE_BEAR_BUY,REVIEW,"low-medium — the recovery shape and held support argue TAKE, but score-0 / d_break_bear / BEAR_PULLBACK_TRAP primary argue the cascade is deteriorating. Conflicted; leans cautiously constructive only because the recovery is clean and weekly intact.",0.6,TAKE,
8544,2025-07-11,MARKUP_CONTINUATION,TAKE,"medium — orderly markup grind, held shallow dip, clean sky, balanced room, accumulation bubbles. Tempered by MTF_CONFLICT and d_break_bear and the fact the move is slow/low-energy.",1.8,TAKE,take_loser
8589,2025-07-22,SUPPLY_REJECTION,SKIP,"medium-high — entry pinned at rejecting supply, overbought, demand 5.76 ATR away, wide SL. Even in a bull, buying the exact tip of a rejecting wall is a poor R location.",0.3,REVIEW_RISK,
8622,2025-07-30,RANGE_ABSORPTION,SKIP,"medium-high — multi-factor bearish convergence (score 0, d_break_bear, BEAR align, CHoCH-top, distribution bubbles) overrides the fading weekly. Buying a balance range under a top-reversal is the wrong side.",0.0,SKIP,
8635,2025-08-01,LEGITIMATE_BEAR_BUY,REVIEW,"low-medium — the reclaim thrust is genuinely strong and accepts above value (constructive), but score -1 / BEAR stage / MID_RANGE_NOISE caution that the broader structure is the weakest here. The thrust may be a sharp bounce in a topping process.",2.8,REVIEW,
8659,2025-08-07,UNKNOWN_CONFLICT,REVIEW,"low — genuinely conflicted: macro_broken vs bull-align, no decisive price shape. Cannot read the episode whole into a clear dip or trap; it is unresolved balance under a broken-macro flag.",1.1,TAKE,
8765,2025-09-02,MARKUP_CONTINUATION,REVIEW,"low-medium — direction is clearly up and regime improving, but buying a deeply-overbought ATH doji with no base and a too-wide SL is poor R location. The bull context favors continuation; the shape favors caution.",15.3,REVIEW_RISK,
8823,2025-09-15,MARKUP_CONTINUATION,TAKE,"high — clean sky, weekly thrust, BOS continuation, demand defended; entry rides the impulse leg",1.1,TAKE,take_loser
8858,2025-09-23,MARKUP_CONTINUATION,REVIEW,medium — direction is unambiguously bull but entry is extended with no structural stop (SL_TOO_WIDE) and RSI_1d near 80,0.1,REVIEW_RISK,
8878,2025-09-28,BULL_PULLBACK,TAKE,"high — shallow pullback, demand defended nearby, reclaim green bar, regime improving",18.8,TAKE,
8893,2025-10-01,BULL_PULLBACK,TAKE,"medium-high — reclaim is convincing and demand is anchored, but RSI_1d 84 and a -16 entry bar add late-cycle caution",0.6,TAKE,take_loser
8905,2025-10-03,BULL_PULLBACK,TAKE,"high — flush held, value re-accepted, accumulation bubbles, RSI reset, demand anchored",13.8,TAKE,
8923,2025-10-08,MARKUP_CONTINUATION,TAKE,"medium-high — trend is monumental and demand anchored, but RSI_1d 88 is the most extreme daily overbought in the batch; chasing a parabola",0.6,TAKE,take_loser
8940,2025-10-13,BULL_PULLBACK,TAKE,"medium-high — reclaim to new highs and fresh BOS are strong, but the whipsaw (cascade 1) and entry on a thrust bar add execution risk",5.0,TAKE,
8966,2025-10-17,UNKNOWN_CONFLICT,SKIP,"high (to skip) — falling knife off a parabolic top, rejection below value, BUBBLE_BUY_LATE, RSI_1d 90; no reclaim yet",4.0,SKIP,
8978,2025-10-21,BEAR_PULLBACK_TRAP,SKIP,"high (to skip) — top-reversal CHoCH, accelerating cascade, value broken, SL_TOO_SHORT",0.6,SKIP,
9007,2025-10-28,REVERSAL_RUNNER,TAKE,medium-high — textbook climax-reclaim with bottom_turn confirmed and demand neutral nearby; the asymmetry is excellent after a 13% washout,5.4,TAKE,
9081,2025-11-13,BULL_PULLBACK,REVIEW,"medium — nearby demand and reclaim support a buy, but macro_broken/DISTRIBUTION and the recent top demand caution",1.4,TAKE,
9105,2025-11-19,BULL_PULLBACK,SKIP,"medium — nearby demand is the only bull factor; the rejection bar, weak momentum, mixed bubbles and broken macro outweigh it",0.0,SKIP,
9199,2025-12-11,BULL_PULLBACK,TAKE,"medium — clean base, nearby demand, alignment restored; tempered by the lingering macro_broken flag and premium dealing range",11.1,TAKE,
9215,2025-12-16,SUPPLY_REJECTION,SKIP,"medium-high (to skip) — blocking supply overhead, grinding-down sequence, compressed demand, low fuel, SL_TOO_SHORT",17.1,REVIEW_RISK,skip_runner
9243,2025-12-22,MARKUP_CONTINUATION,REVIEW,"medium — breakout and acceptance are genuinely bullish, but late entry on a vertical bar with SL_TOO_WIDE makes trade-level risk poor",2.8,REVIEW_RISK,
9256,2025-12-26,BULL_PULLBACK,TAKE,"medium-high — defended nearby demand, accumulation bubbles, clean sky, RSI reset; tempered by thin holiday liquidity and premium range",0.7,TAKE,take_loser
9287,2026-01-05,BULL_PULLBACK,TAKE,"medium-high — reclaim with fresh BOS and value acceptance, demand anchored; PARTIAL_BULL mtf is the only soft spot",18.9,TAKE,
9297,2026-01-06,SUPPLY_REJECTION,SKIP,"medium-high (to skip) — blocking supply, fragile/too-deep demand, low fuel, SL_TOO_WIDE, late-bar rejection",0.1,REVIEW_RISK,
9304,2026-01-08,BULL_PULLBACK,SKIP,medium — range-bound with capping supply and no nearby demand anchor; the holding-support is too thin to justify entry against the ceiling,0.3,TAKE,
9314,2026-01-09,MARKUP_CONTINUATION,TAKE,"medium-high — supply breaking with acceptance above value, fresh BOS, demand defended; the disciplined wait from prior bars now pays off",24.9,TAKE,
9329,2026-01-14,MARKUP_CONTINUATION,TAKE,"high - full bull alignment, clean sky, demand defended close by, entry at highs after a reclaim; the only blemish is buying right at the top of a thrust (entry slightly extended)",0.2,TAKE,take_loser
9345,2026-01-18,MARKUP_CONTINUATION,TAKE,"medium-high - acceptance + BOS + weekly up is a clean continuation, but floating polarity with no base nearby means a deeper pullback would have no close support until ~7 ATR down",17.1,TAKE,
9368,2026-01-22,MARKUP_CONTINUATION,TAKE,medium-high - strong trend continuation with full alignment; lowered slightly because entry chases an 81-body vertical bar and price is 2 ATR extended above value (mean-reversion risk on the immediate next bars),8.2,TAKE,
9390,2026-01-28,MARKUP_CONTINUATION,REVIEW,"medium - direction is correct (markup intact) but the entry is parabolic with a structurally wide stop and daily RSI at climax; this is exactly the bar where a markup tops. Take only with a capped/structural-aware stop, otherwise skip",3.8,REVIEW_RISK,
9432,2026-02-06,BEAR_PULLBACK_TRAP,SKIP,high - macro broken + structure down + supply rejecting <1 ATR overhead + weak/low fuel + explicit trap classification all align against the long,2.8,SKIP,
9492,2026-02-20,BULL_PULLBACK,REVIEW,"medium - genuine reclaim above supply with clean sky/high fuel argues for a continuation, but macro_broken still TRUE + fragile/too-deep demand + wide structural SL keep conviction moderate; a controlled stop makes it acceptable",0.0,REVIEW_RISK,
9504,2026-02-24,BULL_PULLBACK,REVIEW,"medium - bullish CHoCH + strong-bull momentum + buy-bubble accumulation favor the long, but macro_broken still TRUE, demand reads ABSENT/floating and the entry buys into a sharp down-sequence (catching a falling pullback). Needs the dip to be holding",7.2,REVIEW_RISK,
9512,2026-02-25,BULL_PULLBACK,REVIEW,"medium-low - the bull-pullback continuation label and buy-bubble accumulation are encouraging, but price is pinned right under rejecting supply (0.58 ATR) in a still-broken macro; the ceiling is too close for a confident long",5.2,TAKE,
9523,2026-02-27,BULL_PULLBACK,TAKE,"medium - cleanest of the recovery-phase entries (orderly breakout, clean sky, contained drop, calm RSI, buy bubbles), but macro_broken is still TRUE and there is no demand base if it fails, so conviction is tempered",2.9,TAKE,
9530,2026-03-02,MARKUP_CONTINUATION,REVIEW,"medium - strong momentum + buy-bubble absorption of the flush favor the long, but the entry is a small bar right after a V-flush in a still-broken macro with floating demand 9 ATR below; the flush low must hold",0.9,TAKE,
9537,2026-03-03,LEGITIMATE_BEAR_BUY,TAKE,"medium-high - this is the strategy's edge pattern (climax reclaim, bottom turn, fresh CHoCH, SL structural OK, supply far). Conviction held just short of high because macro is still broken and the reclaim is only ~2 bars old",0.4,TAKE,take_loser
