plot_id,datetime,set,macro_context,auction_structure_state,demand_supply_state,volume_acceptance_state,momentum_state,capitulation_state,fuel_state,risk_sl_state,exit_management_state,prior_layers_support,prior_layers_conflict,structural_read,recommended_policy,confidence,reason_codes,market_interpretation,what_would_invalidate,what_is_irreducible_or_residual
T16,2021-11-15,B,MACRO_RANGE/BULL,MACRO_BULL_RUN_CONTINUATION,DEMAND_DEFENDED|SUPPLY_FAR_NEUTRAL,IN_VALUE_BALANCE,HEALTHY_HIGH_LEGPOS,NO_CAPITULATION,high_fuel,SL_ACCEPTABLE,CONVEX_OK,demand_defended|momentum_healthy|high_fuel|mtf_bull,,BULL:MACRO_BULL_RUN_CONTINUATION,TAKE_CANDIDATE,high,sup=4;conf=0;risk=SL_ACCEPTABLE,convergência bull forte (4 suportes) + risco operável,close < swing-low estrutural / perda da demanda defendida,
T17,2021-11-26,B,MACRO_BULL_LEG/BEAR,CORRECTIVE_BEAR_LEG,DEMAND_DEFENDED|CLEAN_SKY_BULLISH,ACCEPTANCE_ABOVE_VALUE,WEAK_MOMENTUM,NO_CAPITULATION,high_fuel,SL_OK,CONVEX_OK,demand_defended|supply_clear_or_breaking|value_acceptance|high_fuel,weak_momentum_in_risk,RISK:CORRECTIVE_BEAR_LEG,WATCHLIST_TRANSFORM,medium,sup=4;conf=1;risk=SL_OK,resíduo late-top/micro-top auction-irredutível (entrada disfarçada; custo aceitável),higher-high confirmado reverte o contexto bear,late-top/micro-top disfarçado de continuação (Auction)
T18,2021-12-30,B,MACRO_TRANSITION/TRANSITION,NO_OVERHEAD_MARKUP,DEMAND_DEFENDED|CLEAN_SKY_BULLISH,ACCEPTANCE_ABOVE_VALUE,HEALTHY_HIGH_LEGPOS,NO_CAPITULATION,high_fuel,SL_OK,CONVEX_OK,demand_defended|supply_clear_or_breaking|value_acceptance|momentum_healthy|high_fuel|mtf_bull,,BULL:NO_OVERHEAD_MARKUP,TAKE_CANDIDATE,high,sup=6;conf=0;risk=SL_OK,convergência bull forte (6 suportes) + risco operável,close < swing-low estrutural / perda da demanda defendida,
T19,2022-01-10,C,MACRO_BULL_LEG/BEAR,CORRECTIVE_BEAR_LEG,DEMAND_DEFENDED|SUPPLY_FAR_NEUTRAL,ACCEPTANCE_ABOVE_VALUE,WEAK_MOMENTUM,NO_CAPITULATION,high_fuel,SL_OK,CONVEX_OK,demand_defended|value_acceptance|high_fuel,weak_momentum_in_risk,RISK:CORRECTIVE_BEAR_LEG,REVIEW,medium,sup=3;conf=1;risk=SL_OK,família RISK (CORRECTIVE_BEAR_LEG) mas sem convergência bear completa = review,higher-high confirmado reverte o contexto bear,
T20,2022-01-25,B,MACRO_BULL_LEG/TRANSITION,BULL_PULLBACK_CONTINUATION,DEMAND_NEUTRAL|SUPPLY_FAR_NEUTRAL,REJECTION_BELOW_VALUE,STRONG_BULL_MOMENTUM,NO_CAPITULATION,medium_fuel,SL_TOO_SHORT,RISK_REVIEW,momentum_healthy|mtf_bull,value_rejection,BULL:BULL_PULLBACK_CONTINUATION,WATCHLIST_TRANSFORM,medium,sup=2;conf=1;risk=SL_TOO_SHORT,resíduo late-top/micro-top auction-irredutível (entrada disfarçada; custo aceitável),close < swing-low estrutural / perda da demanda defendida,late-top/micro-top disfarçado de continuação (Auction)
T23,2022-03-24,B,MACRO_BULL_LEG/TRANSITION,BULL_PULLBACK_CONTINUATION,DEMAND_DEFENDED|CLEAN_SKY_BULLISH,ACCEPTANCE_ABOVE_VALUE,WEAK_MOMENTUM,NO_CAPITULATION,high_fuel,SL_TOO_WIDE_REVIEW,RISK_REVIEW,demand_defended|supply_clear_or_breaking|value_acceptance|high_fuel|mtf_bull,,BULL:BULL_PULLBACK_CONTINUATION,REVIEW,high,sup=5;conf=0;risk=SL_TOO_WIDE_REVIEW,convergência bull forte (5 suportes) MAS risco SL_TOO_WIDE_REVIEW = review humano (eixo SL/exit),close < swing-low estrutural / perda da demanda defendida,
T24,2022-03-31,B,MACRO_RANGE/TRANSITION,RANGE_MACRO_BULL_RECLAIM,DEMAND_FRAGILE|CLEAN_SKY_BULLISH,ACCEPTANCE_ABOVE_VALUE,WEAK_MOMENTUM,NO_CAPITULATION,high_fuel,SL_TOO_WIDE_REVIEW,RISK_REVIEW,supply_clear_or_breaking|value_acceptance|high_fuel|mtf_bull,,BULL:RANGE_MACRO_BULL_RECLAIM,WATCHLIST_TRANSFORM,medium,sup=4;conf=0;risk=SL_TOO_WIDE_REVIEW,resíduo late-top/micro-top auction-irredutível (entrada disfarçada; custo aceitável),close < swing-low estrutural / perda da demanda defendida,late-top/micro-top disfarçado de continuação (Auction)
T25,2022-04-05,B,MACRO_CORRECTIVE_PULLBACK/BULL,NO_OVERHEAD_MARKUP,DEMAND_DEFENDED|CLEAN_SKY_BULLISH,ACCEPTANCE_ABOVE_VALUE,STRONG_BULL_MOMENTUM,NO_CAPITULATION,high_fuel,SL_OK,CONVEX_OK,demand_defended|supply_clear_or_breaking|value_acceptance|momentum_healthy|high_fuel|mtf_bull,,BULL:NO_OVERHEAD_MARKUP,TAKE_CANDIDATE,high,sup=6;conf=0;risk=SL_OK,convergência bull forte (6 suportes) + risco operável,close < swing-low estrutural / perda da demanda defendida,
T26,2022-04-08,B,MACRO_CORRECTIVE_PULLBACK/BULL,BULL_PULLBACK_CONTINUATION,DEMAND_DEFENDED|CLEAN_SKY_BULLISH,ACCEPTANCE_ABOVE_VALUE,WEAK_MOMENTUM,NO_CAPITULATION,high_fuel,SL_OK,CONVEX_OK,demand_defended|supply_clear_or_breaking|value_acceptance|high_fuel|mtf_bull,,BULL:BULL_PULLBACK_CONTINUATION,TAKE_CANDIDATE,high,sup=5;conf=0;risk=SL_OK,convergência bull forte (5 suportes) + risco operável,close < swing-low estrutural / perda da demanda defendida,
T27,2022-07-18,C,MACRO_BEAR_LEG/BEAR,BEAR_BOUNCE_RISK,DEMAND_DEFENDED|SUPPLY_BLOCKS_TARGET,IN_VALUE_BALANCE,WEAK_MOMENTUM,NO_CAPITULATION,low_fuel,SL_ACCEPTABLE,CONVEX_OK,demand_defended,supply_overhead_rejecting|weak_momentum_in_risk|low_fuel|macro_bear_markdown_leg,RISK:BEAR_BOUNCE_RISK,SKIP_STRUCTURAL,high,sup=1;conf=4;risk=SL_ACCEPTABLE,macro-bear-markdown-leg: contexto bear genuíno (único bloqueio robusto),higher-high confirmado reverte o contexto bear,
T30,2024-01-04,B,MACRO_BULL_LEG/BULL,CAPITULATION_RECLAIM_VALID,DEMAND_DEFENDED|SUPPLY_FAR_NEUTRAL,IN_VALUE_BALANCE,WEAK_MOMENTUM,CLIMAX_RECLAIM,medium_fuel,SL_ACCEPTABLE,CONVEX_OK,demand_defended|capitulation_reclaim|mtf_bull,,BULL:CAPITULATION_RECLAIM_VALID,TAKE_CANDIDATE,high,sup=3;conf=0;risk=SL_ACCEPTABLE,convergência bull forte (3 suportes) + risco operável,close < swing-low estrutural / perda da demanda defendida,
T32,2024-04-11,C,MACRO_BULL_LEG/BULL,NO_OVERHEAD_MARKUP,DEMAND_DEFENDED|CLEAN_SKY_BULLISH,ACCEPTANCE_ABOVE_VALUE,HEALTHY_HIGH_LEGPOS,NO_CAPITULATION,high_fuel,SL_OK,CONVEX_OK,demand_defended|supply_clear_or_breaking|value_acceptance|momentum_healthy|high_fuel|mtf_bull,,BULL:NO_OVERHEAD_MARKUP,WATCHLIST_TRANSFORM,high,sup=6;conf=0;risk=SL_OK,resíduo late-top/micro-top auction-irredutível (entrada disfarçada; custo aceitável),close < swing-low estrutural / perda da demanda defendida,late-top/micro-top disfarçado de continuação (Auction)
T33,2024-05-09,C,MACRO_CORRECTIVE_PULLBACK/TRANSITION,MACRO_BULL_RUN_CONTINUATION,DEMAND_DEFENDED|SUPPLY_BLOCKS_TARGET,ACCEPTANCE_ABOVE_VALUE,STRONG_BULL_MOMENTUM,NO_CAPITULATION,low_fuel,SL_ACCEPTABLE,CONVEX_OK,demand_defended|value_acceptance|momentum_healthy|mtf_bull,supply_overhead_rejecting|low_fuel,BULL:MACRO_BULL_RUN_CONTINUATION,REVIEW,high,sup=4;conf=2;risk=SL_ACCEPTABLE,"convergência bull parcial (4 suportes, 2 conflitos)",close < swing-low estrutural / perda da demanda defendida,
T34,2024-06-14,C,MACRO_BEAR_LEG/TRANSITION,BULL_PULLBACK_CONTINUATION,DEMAND_DEFENDED|SUPPLY_FAR_NEUTRAL,IN_VALUE_BALANCE,STRONG_BULL_MOMENTUM,NO_CAPITULATION,high_fuel,SL_OK,CONVEX_OK,demand_defended|momentum_healthy|high_fuel|mtf_bull,macro_bear_markdown_leg,BULL:BULL_PULLBACK_CONTINUATION,SKIP_STRUCTURAL,high,sup=4;conf=1;risk=SL_OK,macro-bear-markdown-leg: contexto bear genuíno (único bloqueio robusto),close < swing-low estrutural / perda da demanda defendida,
T36,2025-03-27,C,MACRO_BULL_LEG/BULL,NO_OVERHEAD_MARKUP,DEMAND_DEFENDED|CLEAN_SKY_BULLISH,ACCEPTANCE_ABOVE_VALUE,HEALTHY_HIGH_LEGPOS,NO_CAPITULATION,high_fuel,SL_OK,CONVEX_OK,demand_defended|supply_clear_or_breaking|value_acceptance|momentum_healthy|high_fuel|mtf_bull,,BULL:NO_OVERHEAD_MARKUP,TAKE_CANDIDATE,high,sup=6;conf=0;risk=SL_OK,convergência bull forte (6 suportes) + risco operável,close < swing-low estrutural / perda da demanda defendida,
T40,2025-11-13,B,MACRO_RANGE/TRANSITION,NO_OVERHEAD_MARKUP,DEMAND_DEFENDED|CLEAN_SKY_BULLISH,REJECTION_BELOW_VALUE,STRONG_BULL_MOMENTUM,NO_CAPITULATION,high_fuel,SL_OK,CONVEX_OK,demand_defended|supply_clear_or_breaking|momentum_healthy|high_fuel|mtf_bull,value_rejection,BULL:NO_OVERHEAD_MARKUP,TAKE_CANDIDATE,high,sup=5;conf=1;risk=SL_OK,convergência bull forte (5 suportes) + risco operável,close < swing-low estrutural / perda da demanda defendida,
T42,2026-04-17,B,MACRO_RANGE/TRANSITION,BULL_PULLBACK_CONTINUATION,DEMAND_DEFENDED|SUPPLY_FAR_NEUTRAL,ACCEPTANCE_ABOVE_VALUE,HEALTHY_HIGH_LEGPOS,NO_CAPITULATION,high_fuel,SL_OK,CONVEX_OK,demand_defended|value_acceptance|momentum_healthy|high_fuel|mtf_bull,,BULL:BULL_PULLBACK_CONTINUATION,TAKE_CANDIDATE,high,sup=5;conf=0;risk=SL_OK,convergência bull forte (5 suportes) + risco operável,close < swing-low estrutural / perda da demanda defendida,
