plot_id,set,specialist,state,confidence,supports,conflicts,reason_codes,feature_values,market_interpretation,provenance_ok
S25,A,supply,SUPPLY_BLOCKS_TARGET,medium,,target_obstructed,BLOCKS_TARGET,supply_category=SUPPLY_BLOCKS_TARGET;polarity_category=RECLAIM_REJECTED_BELOW_SUPPLY;dist_4h_supply=1.59;has_overhead=1,supply bloqueia alvo = R ruim,True
S25,A,demand,DEMAND_NEUTRAL,medium,demand_present,,PRESENT_NEUTRAL,demand_category=DEMAND_PRESENT_NEUTRAL;dist_4h_demand=1.5;touched_retest=1,demanda presente neutra,True
S25,A,volume,REJECTION_BELOW_VALUE,medium,,below_value,BELOW_VAL|maturity:VP-as-of-bar,below_VAL=True;dist_POC=-0.9;dist_VAL=-0.55;va_width=0.44;rel_volume=1.34,preço abaixo do VAL = rejeição/distribuição,True
S25,A,mtf,FULL_BULL_ALIGN,high,mtf_bull,,4H+1D+W bull,trend_30_4h=2.19;rsi_1d=58.0;d_break=bull;w_break=bull;weekly_slope=0.22044507817301648,alinhamento bull multi-TF = bull-run maior,True
S25,A,regime,MACRO_BULL,high,macro_bull,,combined>0,v3_state=BULL;combined_score=2.0;cascade=2.0;macro_broken=False;distribution=False;stall=False;sharp_drop=False;dist_alarm=False;dd13w=1.6979111304375867,regime macro bull,True
S25,A,momentum,STRONG_BULL_MOMENTUM,high,strong_bull,,momentum_strong,trend_30=2.19;rsi=54.9;rsi_1d=58.0;legpos90=72.1;rise20=0.71;bear_div=1.0,momentum bull forte,True
S25,A,capit,NO_CAPITULATION,low,,,no_cap,drop20=2.05;rsi_min8=47.27;sweet_spot=True;bub_sell=0.0;reclaim_body=-0.89,sem capitulação relevante,True
S25,A,fuel,low_fuel,high,,obstructed,blocks/colada,supply_category=SUPPLY_BLOCKS_TARGET;dist_4h_supply=1.59;dist_d1_supply=0.12;blocks_target=1,supply colada/bloqueia = combustível baixo,True
S25,A,risk,SL_TOO_SHORT,high,,sl_short,sl<1.2ATR,sl_atr=0.58;sl_type=V_REVERSAL_DEMAND,SL curto demais = stop no ruído (ex T34),True
S26,A,supply,SUPPLY_BLOCKS_TARGET,medium,,target_obstructed,BLOCKS_TARGET,supply_category=SUPPLY_BLOCKS_TARGET;polarity_category=RECLAIM_REJECTED_BELOW_SUPPLY;dist_4h_supply=1.14;has_overhead=1,supply bloqueia alvo = R ruim,True
S26,A,demand,DEMAND_FRAGILE,medium,,demand_deep,TOO_DEEP,demand_category=DEMAND_TOO_DEEP;dist_4h_demand=4.79;touched_retest=0,demanda muito funda = entrada esticada,True
S26,A,volume,REJECTION_BELOW_VALUE,medium,,below_value,BELOW_VAL|maturity:VP-as-of-bar,below_VAL=True;dist_POC=-1.14;dist_VAL=-0.38;va_width=1.13;rel_volume=None,preço abaixo do VAL = rejeição/distribuição,True
S26,A,mtf,PARTIAL_BULL,medium,partial_bull,,parcial,trend_30_4h=-2.76;rsi_1d=55.2;d_break=bull;w_break=bull;weekly_slope=0.4018224665467104,alinhamento parcial bull,True
S26,A,regime,MACRO_BULL,high,macro_bull,,combined>0,v3_state=BULL;combined_score=2.0;cascade=2.0;macro_broken=False;distribution=False;stall=False;sharp_drop=False;dist_alarm=False;dd13w=1.6672393975660929,regime macro bull,True
S26,A,momentum,STRONG_BULL_MOMENTUM,high,strong_bull,,momentum_strong,trend_30=-2.76;rsi=44.44;rsi_1d=55.2;legpos90=49.7;rise20=0.16;bear_div=0.0,momentum bull forte,True
S26,A,capit,FALLING_KNIFE,high,,knife,drop_no_reclaim,drop20=4.12;rsi_min8=34.28;sweet_spot=False;bub_sell=1.0;reclaim_body=-1.12,drop forte sem reclaim = faca caindo,True
S26,A,fuel,low_fuel,high,,obstructed,blocks/colada,supply_category=SUPPLY_BLOCKS_TARGET;dist_4h_supply=1.14;dist_d1_supply=0.54;blocks_target=1,supply colada/bloqueia = combustível baixo,True
S26,A,risk,SL_TOO_SHORT,high,,sl_short,sl<1.2ATR,sl_atr=0.92;sl_type=NORMAL_DEMAND_BASE,SL curto demais = stop no ruído (ex T34),True
S27,A,supply,SUPPLY_BLOCKS_TARGET,medium,,target_obstructed,BLOCKS_TARGET,supply_category=SUPPLY_BLOCKS_TARGET;polarity_category=RECLAIM_REJECTED_BELOW_SUPPLY;dist_4h_supply=1.58;has_overhead=1,supply bloqueia alvo = R ruim,True
S27,A,demand,DEMAND_DEFENDED,high,demand_defended,,DEMAND_ORIGIN_OF_LEG,demand_category=DEMAND_ORIGIN_OF_LEG;dist_4h_demand=2.55;touched_retest=0,demanda defendida real,True
S27,A,volume,IN_VALUE_BALANCE,low,,,BALANCE|maturity:VP-as-of-bar,below_VAL=False;dist_POC=-0.24;dist_VAL=0.43;va_width=1.42;rel_volume=1.13,dentro do valor = balanço,True
S27,A,mtf,PARTIAL_BULL,medium,partial_bull,,parcial,trend_30_4h=-3.21;rsi_1d=52.3;d_break=bull;w_break=bull;weekly_slope=1.1166325924137492,alinhamento parcial bull,True
S27,A,regime,MACRO_BULL,high,macro_bull,,combined>0,v3_state=BULL;combined_score=1.0;cascade=1.0;macro_broken=False;distribution=False;stall=False;sharp_drop=False;dist_alarm=False;dd13w=5.675762935110862,regime macro bull,True
S27,A,momentum,WEAK_MOMENTUM,medium,,weak,momentum_weak,trend_30=-3.21;rsi=35.44;rsi_1d=52.3;legpos90=48.7;rise20=0.0;bear_div=0.0,momentum fraco = bounce/indeciso,True
S27,A,capit,FALLING_KNIFE,high,,knife,drop_no_reclaim,drop20=4.28;rsi_min8=35.44;sweet_spot=True;bub_sell=1.0;reclaim_body=-0.99,drop forte sem reclaim = faca caindo,True
S27,A,fuel,low_fuel,high,,obstructed,blocks/colada,supply_category=SUPPLY_BLOCKS_TARGET;dist_4h_supply=1.58;dist_d1_supply=1.77;blocks_target=1,supply colada/bloqueia = combustível baixo,True
S27,A,risk,SL_STRUCTURAL_OK,high,sl_ok,,demand_base,sl_atr=2.65;sl_type=NORMAL_DEMAND_BASE,SL estrutural na demanda = ok,True
S29,A,supply,CLEAN_SKY_BULLISH,high,no_overhead,,CLEAN_SKY,supply_category=CLEAN_SKY;polarity_category=POLARITY_FLOATING_NO_BASE;dist_4h_supply=None;has_overhead=0,sem teto = markup/ATH bullish,True
S29,A,demand,DEMAND_ABSENT,high,,no_demand_base,ABSENT,demand_category=DEMAND_ABSENT_OR_IRRELEVANT;dist_4h_demand=5.4;touched_retest=1,sem base de demanda = floating,True
S29,A,volume,IN_VALUE_BALANCE,low,,,BALANCE|maturity:VP-as-of-bar,below_VAL=False;dist_POC=0.06;dist_VAL=0.2;va_width=0.7;rel_volume=1.23,dentro do valor = balanço,True
S29,A,mtf,FULL_BULL_ALIGN,high,mtf_bull,,4H+1D+W bull,trend_30_4h=7.07;rsi_1d=73.8;d_break=bull;w_break=bull;weekly_slope=0.2740287472976669,alinhamento bull multi-TF = bull-run maior,True
S29,A,regime,MACRO_BULL,high,macro_bull,,combined>0,v3_state=BULL;combined_score=3.0;cascade=3.0;macro_broken=False;distribution=False;stall=True;sharp_drop=False;dist_alarm=False;dd13w=0.34241766932481593,regime macro bull,True
S29,A,momentum,HEALTHY_HIGH_LEGPOS,high,strong_bull,,legpos_high+momentum,trend_30=7.07;rsi=81.34;rsi_1d=73.8;legpos90=92.2;rise20=6.5;bear_div=0.0,legpos alto COM momentum = continuação sadia,True
S29,A,capit,NO_CAPITULATION,low,,,no_cap,drop20=0.27;rsi_min8=73.44;sweet_spot=False;bub_sell=0.0;reclaim_body=-0.27,sem capitulação relevante,True
S29,A,fuel,high_fuel,high,clean_sky,,no_overhead,supply_category=CLEAN_SKY;dist_4h_supply=None;dist_d1_supply=None;blocks_target=0,sem teto = combustível alto,True
S29,A,risk,SL_TOO_WIDE,medium,,sl_wide,sl>5ATR,sl_atr=5.5;sl_type=TOP_EXHAUSTION,SL largo = R ruim,True
S30,A,supply,CLEAN_SKY_BULLISH,high,no_overhead,,CLEAN_SKY,supply_category=CLEAN_SKY;polarity_category=POLARITY_FLOATING_NO_BASE;dist_4h_supply=None;has_overhead=0,sem teto = markup/ATH bullish,True
S30,A,demand,DEMAND_DEFENDED,high,demand_defended,,DEMAND_SUPPORTING_RETEST,demand_category=DEMAND_SUPPORTING_RETEST;dist_4h_demand=4.29;touched_retest=1,demanda defendida real,True
S30,A,volume,ACCEPTANCE_ABOVE_VALUE,medium,acceptance_above,,ABOVE_POC|maturity:VP-as-of-bar,below_VAL=False;dist_POC=2.37;dist_VAL=3.1;va_width=1.93;rel_volume=0.57,aceitação acima do valor = bullish,True
S30,A,mtf,FULL_BULL_ALIGN,high,mtf_bull,,4H+1D+W bull,trend_30_4h=2.8;rsi_1d=77.5;d_break=bull;w_break=bull;weekly_slope=0.3743791972827738,alinhamento bull multi-TF = bull-run maior,True
S30,A,regime,MACRO_BULL,high,macro_bull,,combined>0,v3_state=BULL;combined_score=3.0;cascade=3.0;macro_broken=False;distribution=False;stall=False;sharp_drop=False;dist_alarm=False;dd13w=0.7053771400113772,regime macro bull,True
S30,A,momentum,HEALTHY_HIGH_LEGPOS,high,strong_bull,,legpos_high+momentum,trend_30=2.8;rsi=69.17;rsi_1d=77.5;legpos90=98.0;rise20=3.72;bear_div=0.0,legpos alto COM momentum = continuação sadia,True
S30,A,capit,NO_CAPITULATION,low,,,no_cap,drop20=0.19;rsi_min8=55.23;sweet_spot=False;bub_sell=0.0;reclaim_body=-0.19,sem capitulação relevante,True
S30,A,fuel,high_fuel,high,clean_sky,,no_overhead,supply_category=CLEAN_SKY;dist_4h_supply=None;dist_d1_supply=None;blocks_target=0,sem teto = combustível alto,True
S30,A,risk,SL_STRUCTURAL_OK,high,sl_ok,,demand_base,sl_atr=4.39;sl_type=NORMAL_DEMAND_BASE,SL estrutural na demanda = ok,True
S31,A,supply,CLEAN_SKY_BULLISH,high,no_overhead,,CLEAN_SKY,supply_category=CLEAN_SKY;polarity_category=POLARITY_FLOATING_NO_BASE;dist_4h_supply=None;has_overhead=0,sem teto = markup/ATH bullish,True
S31,A,demand,DEMAND_DEFENDED,high,demand_defended,,DEMAND_SUPPORTING_RETEST,demand_category=DEMAND_SUPPORTING_RETEST;dist_4h_demand=2.86;touched_retest=1,demanda defendida real,True
S31,A,volume,IN_VALUE_BALANCE,low,,,BALANCE|maturity:VP-as-of-bar,below_VAL=False;dist_POC=0.23;dist_VAL=0.64;va_width=0.75;rel_volume=1.12,dentro do valor = balanço,True
S31,A,mtf,FULL_BULL_ALIGN,high,mtf_bull,,4H+1D+W bull,trend_30_4h=3.99;rsi_1d=84.0;d_break=bull;w_break=bull;weekly_slope=0.6700509901770102,alinhamento bull multi-TF = bull-run maior,True
S31,A,regime,MACRO_BULL,high,macro_bull,,combined>0,v3_state=BULL;combined_score=2.0;cascade=2.0;macro_broken=False;distribution=False;stall=False;sharp_drop=False;dist_alarm=False;dd13w=0.7146657575146993,regime macro bull,True
S31,A,momentum,HEALTHY_HIGH_LEGPOS,high,strong_bull,,legpos_high+momentum,trend_30=3.99;rsi=67.8;rsi_1d=84.0;legpos90=92.1;rise20=4.69;bear_div=0.0,legpos alto COM momentum = continuação sadia,True
S31,A,capit,NO_CAPITULATION,low,,,no_cap,drop20=0.57;rsi_min8=53.57;sweet_spot=False;bub_sell=0.0;reclaim_body=-0.57,sem capitulação relevante,True
S31,A,fuel,high_fuel,high,clean_sky,,no_overhead,supply_category=CLEAN_SKY;dist_4h_supply=None;dist_d1_supply=None;blocks_target=0,sem teto = combustível alto,True
S31,A,risk,SL_STRUCTURAL_OK,high,sl_ok,,demand_base,sl_atr=2.96;sl_type=NORMAL_DEMAND_BASE,SL estrutural na demanda = ok,True
S32,A,supply,CLEAN_SKY_BULLISH,high,no_overhead,,CLEAN_SKY,supply_category=CLEAN_SKY;polarity_category=POLARITY_SUPPORTED_BY_DEMAND;dist_4h_supply=None;has_overhead=0,sem teto = markup/ATH bullish,True
S32,A,demand,DEMAND_DEFENDED,high,demand_defended,,DEMAND_SUPPORTING_RETEST,demand_category=DEMAND_SUPPORTING_RETEST;dist_4h_demand=2.63;touched_retest=1,demanda defendida real,True
S32,A,volume,ACCEPTANCE_ABOVE_VALUE,medium,acceptance_above,,ABOVE_POC|maturity:VP-as-of-bar,below_VAL=False;dist_POC=1.08;dist_VAL=1.49;va_width=0.82;rel_volume=1.07,aceitação acima do valor = bullish,True
S32,A,mtf,FULL_BULL_ALIGN,high,mtf_bull,,4H+1D+W bull,trend_30_4h=5.01;rsi_1d=81.0;d_break=bull;w_break=bull;weekly_slope=0.6700509901770102,alinhamento bull multi-TF = bull-run maior,True
S32,A,regime,MACRO_BULL,high,macro_bull,,combined>0,v3_state=BULL;combined_score=2.0;cascade=2.0;macro_broken=False;distribution=False;stall=False;sharp_drop=False;dist_alarm=False;dd13w=1.3503006228011398,regime macro bull,True
S32,A,momentum,HEALTHY_HIGH_LEGPOS,high,strong_bull,,legpos_high+momentum,trend_30=5.01;rsi=57.25;rsi_1d=81.0;legpos90=94.7;rise20=3.48;bear_div=1.0,legpos alto COM momentum = continuação sadia,True
S32,A,capit,NO_CAPITULATION,low,,,no_cap,drop20=0.26;rsi_min8=52.46;sweet_spot=True;bub_sell=0.0;reclaim_body=0.76,sem capitulação relevante,True
S32,A,fuel,high_fuel,high,clean_sky,,no_overhead,supply_category=CLEAN_SKY;dist_4h_supply=None;dist_d1_supply=None;blocks_target=0,sem teto = combustível alto,True
S32,A,risk,SL_STRUCTURAL_OK,high,sl_ok,,demand_base,sl_atr=2.73;sl_type=NORMAL_DEMAND_BASE,SL estrutural na demanda = ok,True
S34,A,supply,CLEAN_SKY_BULLISH,high,no_overhead,,CLEAN_SKY,supply_category=CLEAN_SKY;polarity_category=POLARITY_FLOATING_NO_BASE;dist_4h_supply=None;has_overhead=0,sem teto = markup/ATH bullish,True
S34,A,demand,DEMAND_DEFENDED,high,demand_defended,,DEMAND_SUPPORTING_RETEST,demand_category=DEMAND_SUPPORTING_RETEST;dist_4h_demand=3.24;touched_retest=1,demanda defendida real,True
S34,A,volume,ACCEPTANCE_ABOVE_VALUE,medium,acceptance_above,,ABOVE_POC|maturity:VP-as-of-bar,below_VAL=False;dist_POC=0.34;dist_VAL=0.75;va_width=0.81;rel_volume=0.89,aceitação acima do valor = bullish,True
S34,A,mtf,FULL_BULL_ALIGN,high,mtf_bull,,4H+1D+W bull,trend_30_4h=3.29;rsi_1d=81.9;d_break=bull;w_break=bull;weekly_slope=0.8506313187533326,alinhamento bull multi-TF = bull-run maior,True
S34,A,regime,MACRO_BULL,high,macro_bull,,combined>0,v3_state=BULL;combined_score=1.0;cascade=1.0;macro_broken=False;distribution=False;stall=False;sharp_drop=False;dist_alarm=False;dd13w=1.703558626806107,regime macro bull,True
S34,A,momentum,HEALTHY_HIGH_LEGPOS,high,strong_bull,,legpos_high+momentum,trend_30=3.29;rsi=66.32;rsi_1d=81.9;legpos90=99.3;rise20=3.1;bear_div=0.0,legpos alto COM momentum = continuação sadia,True
S34,A,capit,NO_CAPITULATION,low,,,no_cap,drop20=0.0;rsi_min8=49.64;sweet_spot=False;bub_sell=0.0;reclaim_body=0.33,sem capitulação relevante,True
S34,A,fuel,high_fuel,high,clean_sky,,no_overhead,supply_category=CLEAN_SKY;dist_4h_supply=None;dist_d1_supply=None;blocks_target=0,sem teto = combustível alto,True
S34,A,risk,SL_STRUCTURAL_OK,high,sl_ok,,demand_base,sl_atr=3.34;sl_type=NORMAL_DEMAND_BASE,SL estrutural na demanda = ok,True
S35,A,supply,SUPPLY_BLOCKS_TARGET,medium,,target_obstructed,BLOCKS_TARGET,supply_category=SUPPLY_BLOCKS_TARGET;polarity_category=RECLAIM_REJECTED_BELOW_SUPPLY;dist_4h_supply=1.37;has_overhead=1,supply bloqueia alvo = R ruim,True
S35,A,demand,DEMAND_NEUTRAL,medium,demand_present,,PRESENT_NEUTRAL,demand_category=DEMAND_PRESENT_NEUTRAL;dist_4h_demand=0.98;touched_retest=1,demanda presente neutra,True
S35,A,volume,IN_VALUE_BALANCE,low,,,BALANCE|maturity:VP-as-of-bar,below_VAL=False;dist_POC=-0.08;dist_VAL=0.54;va_width=0.77;rel_volume=0.94,dentro do valor = balanço,True
S35,A,mtf,FULL_BULL_ALIGN,high,mtf_bull,,4H+1D+W bull,trend_30_4h=3.31;rsi_1d=63.4;d_break=bull;w_break=bull;weekly_slope=1.3733804583563853,alinhamento bull multi-TF = bull-run maior,True
S35,A,regime,MACRO_BULL,high,macro_bull,,combined>0,v3_state=BULL;combined_score=2.0;cascade=2.0;macro_broken=False;distribution=False;stall=True;sharp_drop=False;dist_alarm=False;dd13w=1.5554460010316509,regime macro bull,True
S35,A,momentum,STRONG_BULL_MOMENTUM,high,strong_bull,,momentum_strong,trend_30=3.31;rsi=57.84;rsi_1d=63.4;legpos90=73.6;rise20=2.31;bear_div=0.0,momentum bull forte,True
S35,A,capit,NO_CAPITULATION,low,,,no_cap,drop20=1.79;rsi_min8=57.84;sweet_spot=True;bub_sell=0.0;reclaim_body=-0.03,sem capitulação relevante,True
S35,A,fuel,low_fuel,high,,obstructed,blocks/colada,supply_category=SUPPLY_BLOCKS_TARGET;dist_4h_supply=1.37;dist_d1_supply=0.81;blocks_target=1,supply colada/bloqueia = combustível baixo,True
S35,A,risk,SL_TOO_SHORT,high,,sl_short,sl<1.2ATR,sl_atr=1.08;sl_type=V_REVERSAL_DEMAND,SL curto demais = stop no ruído (ex T34),True
S36,A,supply,SUPPLY_BLOCKS_TARGET,medium,,target_obstructed,BLOCKS_TARGET,supply_category=SUPPLY_BLOCKS_TARGET;polarity_category=POLARITY_FLOATING_NO_BASE;dist_4h_supply=1.35;has_overhead=1,supply bloqueia alvo = R ruim,True
S36,A,demand,DEMAND_FRAGILE,medium,,demand_deep,TOO_DEEP,demand_category=DEMAND_TOO_DEEP;dist_4h_demand=4.94;touched_retest=0,demanda muito funda = entrada esticada,True
S36,A,volume,IN_VALUE_BALANCE,low,,,BALANCE|maturity:VP-as-of-bar,below_VAL=False;dist_POC=-0.13;dist_VAL=0.25;va_width=0.82;rel_volume=0.77,dentro do valor = balanço,True
S36,A,mtf,FULL_BULL_ALIGN,high,mtf_bull,,4H+1D+W bull,trend_30_4h=3.36;rsi_1d=60.3;d_break=bull;w_break=bull;weekly_slope=1.1821257622043917,alinhamento bull multi-TF = bull-run maior,True
S36,A,regime,MACRO_BULL,high,macro_bull,,combined>0,v3_state=TRANSITION;combined_score=3.0;cascade=3.0;macro_broken=False;distribution=False;stall=False;sharp_drop=False;dist_alarm=False;dd13w=2.2457833867415564,regime macro bull,True
S36,A,momentum,STRONG_BULL_MOMENTUM,high,strong_bull,,momentum_strong,trend_30=3.36;rsi=65.57;rsi_1d=60.3;legpos90=73.0;rise20=4.88;bear_div=0.0,momentum bull forte,True
S36,A,capit,NO_CAPITULATION,low,,,no_cap,drop20=0.6;rsi_min8=59.15;sweet_spot=False;bub_sell=0.0;reclaim_body=-0.64,sem capitulação relevante,True
S36,A,fuel,low_fuel,high,,obstructed,blocks/colada,supply_category=SUPPLY_BLOCKS_TARGET;dist_4h_supply=1.35;dist_d1_supply=0.23;blocks_target=1,supply colada/bloqueia = combustível baixo,True
S36,A,risk,SL_TOO_WIDE,medium,,sl_wide,sl>5ATR,sl_atr=5.04;sl_type=NORMAL_DEMAND_BASE,SL largo = R ruim,True
S37,A,supply,SUPPLY_BLOCKS_TARGET,medium,,target_obstructed,BLOCKS_TARGET,supply_category=SUPPLY_BLOCKS_TARGET;polarity_category=RECLAIM_REJECTED_BELOW_SUPPLY;dist_4h_supply=1.09;has_overhead=1,supply bloqueia alvo = R ruim,True
S37,A,demand,DEMAND_NEUTRAL,medium,demand_present,,PRESENT_NEUTRAL,demand_category=DEMAND_PRESENT_NEUTRAL;dist_4h_demand=3.76;touched_retest=0,demanda presente neutra,True
S37,A,volume,IN_VALUE_BALANCE,low,,,BALANCE|maturity:VP-as-of-bar,below_VAL=False;dist_POC=-0.23;dist_VAL=0.0;va_width=0.59;rel_volume=0.82,dentro do valor = balanço,True
S37,A,mtf,FULL_BULL_ALIGN,high,mtf_bull,,4H+1D+W bull,trend_30_4h=3.21;rsi_1d=57.9;d_break=bull;w_break=bull;weekly_slope=1.1821257622043917,alinhamento bull multi-TF = bull-run maior,True
S37,A,regime,MACRO_BULL,high,macro_bull,,combined>0,v3_state=BULL;combined_score=1.0;cascade=1.0;macro_broken=False;distribution=False;stall=False;sharp_drop=False;dist_alarm=False;dd13w=2.1470990316185468,regime macro bull,True
S37,A,momentum,STRONG_BULL_MOMENTUM,high,strong_bull,,momentum_strong,trend_30=3.21;rsi=51.33;rsi_1d=57.9;legpos90=58.2;rise20=3.06;bear_div=0.0,momentum bull forte,True
S37,A,capit,NO_CAPITULATION,low,,,no_cap,drop20=1.87;rsi_min8=51.33;sweet_spot=False;bub_sell=0.0;reclaim_body=-0.24,sem capitulação relevante,True
S37,A,fuel,low_fuel,high,,obstructed,blocks/colada,supply_category=SUPPLY_BLOCKS_TARGET;dist_4h_supply=1.09;dist_d1_supply=0.67;blocks_target=1,supply colada/bloqueia = combustível baixo,True
S37,A,risk,SL_STRUCTURAL_OK,high,sl_ok,,demand_base,sl_atr=3.86;sl_type=NORMAL_DEMAND_BASE,SL estrutural na demanda = ok,True
S38,A,supply,MARKUP_BREAKING,high,markup,,SUPPLY_BROKEN,supply_category=SUPPLY_NEAR_BUT_BROKEN;polarity_category=POLARITY_UNDER_SUPPLY_PRESSURE;dist_4h_supply=0.34;has_overhead=1,rompendo supply próxima = markup,True
S38,A,demand,DEMAND_DEFENDED,high,demand_defended,,DEMAND_SUPPORTING_RETEST,demand_category=DEMAND_SUPPORTING_RETEST;dist_4h_demand=3.53;touched_retest=1,demanda defendida real,True
S38,A,volume,ACCEPTANCE_ABOVE_VALUE,medium,acceptance_above,,ABOVE_POC|maturity:VP-as-of-bar,below_VAL=False;dist_POC=1.19;dist_VAL=1.79;va_width=1.2;rel_volume=0.56,aceitação acima do valor = bullish,True
S38,A,mtf,FULL_BULL_ALIGN,high,mtf_bull,,4H+1D+W bull,trend_30_4h=6.1;rsi_1d=60.1;d_break=bull;w_break=bull;weekly_slope=1.1821257622043917,alinhamento bull multi-TF = bull-run maior,True
S38,A,regime,MACRO_BULL,high,macro_bull,,combined>0,v3_state=BULL;combined_score=2.0;cascade=2.0;macro_broken=False;distribution=False;stall=False;sharp_drop=False;dist_alarm=False;dd13w=2.20248535119762,regime macro bull,True
S38,A,momentum,HEALTHY_HIGH_LEGPOS,high,strong_bull,,legpos_high+momentum,trend_30=6.1;rsi=63.08;rsi_1d=60.1;legpos90=85.6;rise20=2.64;bear_div=0.0,legpos alto COM momentum = continuação sadia,True
S38,A,capit,NO_CAPITULATION,low,,,no_cap,drop20=0.0;rsi_min8=49.36;sweet_spot=False;bub_sell=0.0;reclaim_body=0.48,sem capitulação relevante,True
S38,A,fuel,high_fuel,high,clean_sky,,no_overhead,supply_category=SUPPLY_NEAR_BUT_BROKEN;dist_4h_supply=0.34;dist_d1_supply=None;blocks_target=1,sem teto = combustível alto,True
S38,A,risk,SL_STRUCTURAL_OK,high,sl_ok,,demand_base,sl_atr=3.63;sl_type=NORMAL_DEMAND_BASE,SL estrutural na demanda = ok,True
T2,B,supply,SUPPLY_BLOCKS_TARGET,medium,,target_obstructed,BLOCKS_TARGET,supply_category=SUPPLY_BLOCKS_TARGET;polarity_category=RECLAIM_REJECTED_BELOW_SUPPLY;dist_4h_supply=1.54;has_overhead=1,supply bloqueia alvo = R ruim,True
T2,B,demand,DEMAND_DEFENDED,high,demand_defended,,DEMAND_SUPPORTING_RETEST,demand_category=DEMAND_SUPPORTING_RETEST;dist_4h_demand=1.37;touched_retest=1,demanda defendida real,True
T2,B,volume,IN_VALUE_BALANCE,low,,,BALANCE|maturity:VP-as-of-bar,below_VAL=False;dist_POC=-0.19;dist_VAL=0.05;va_width=0.52;rel_volume=0.77,dentro do valor = balanço,True
T2,B,mtf,FULL_BULL_ALIGN,high,mtf_bull,,4H+1D+W bull,trend_30_4h=1.63;rsi_1d=61.5;d_break=bull;w_break=bull;weekly_slope=0.24430619108777824,alinhamento bull multi-TF = bull-run maior,True
T2,B,regime,MACRO_BULL,high,macro_bull,,combined>0,v3_state=TRANSITION;combined_score=1.0;cascade=1.0;macro_broken=False;distribution=False;stall=False;sharp_drop=False;dist_alarm=False;dd13w=2.5611428642352383,regime macro bull,True
T2,B,momentum,STRONG_BULL_MOMENTUM,high,strong_bull,,momentum_strong,trend_30=1.63;rsi=50.06;rsi_1d=61.5;legpos90=69.2;rise20=1.09;bear_div=0.0,momentum bull forte,True
T2,B,capit,NO_CAPITULATION,low,,,no_cap,drop20=1.83;rsi_min8=50.06;sweet_spot=False;bub_sell=0.0;reclaim_body=-0.22,sem capitulação relevante,True
T2,B,fuel,low_fuel,high,,obstructed,blocks/colada,supply_category=SUPPLY_BLOCKS_TARGET;dist_4h_supply=1.54;dist_d1_supply=1.68;blocks_target=1,supply colada/bloqueia = combustível baixo,True
T2,B,risk,SL_NEUTRAL,medium,,,neutral,sl_atr=1.47;sl_type=V_REVERSAL_DEMAND,SL aceitável,True
T3,B,supply,SUPPLY_FAR_NEUTRAL,medium,room,,FAR_ENOUGH,supply_category=SUPPLY_FAR_ENOUGH;polarity_category=RECLAIM_REJECTED_BELOW_SUPPLY;dist_4h_supply=2.33;has_overhead=1,supply longe = espaço ok,True
T3,B,demand,DEMAND_NEUTRAL,medium,demand_present,,PRESENT_NEUTRAL,demand_category=DEMAND_PRESENT_NEUTRAL;dist_4h_demand=0.39;touched_retest=1,demanda presente neutra,True
T3,B,volume,IN_VALUE_BALANCE,low,,,BALANCE|maturity:VP-as-of-bar,below_VAL=False;dist_POC=0.01;dist_VAL=0.21;va_width=0.43;rel_volume=1.27,dentro do valor = balanço,True
T3,B,mtf,FULL_BULL_ALIGN,high,mtf_bull,,4H+1D+W bull,trend_30_4h=2.04;rsi_1d=77.5;d_break=bull;w_break=bull;weekly_slope=0.5054408455860381,alinhamento bull multi-TF = bull-run maior,True
T3,B,regime,MACRO_BULL,high,macro_bull,,combined>0,v3_state=BULL;combined_score=3.0;cascade=3.0;macro_broken=False;distribution=False;stall=False;sharp_drop=False;dist_alarm=False;dd13w=1.0228846768560487,regime macro bull,True
T3,B,momentum,STRONG_BULL_MOMENTUM,high,strong_bull,,momentum_strong,trend_30=2.04;rsi=48.51;rsi_1d=77.5;legpos90=65.4;rise20=1.16;bear_div=0.0,momentum bull forte,True
T3,B,capit,NO_CAPITULATION,low,,,no_cap,drop20=2.53;rsi_min8=48.51;sweet_spot=False;bub_sell=0.0;reclaim_body=0.27,sem capitulação relevante,True
T3,B,fuel,high_fuel,high,clean_sky,,no_overhead,supply_category=SUPPLY_FAR_ENOUGH;dist_4h_supply=2.33;dist_d1_supply=None;blocks_target=0,sem teto = combustível alto,True
T3,B,risk,SL_TOO_SHORT,high,,sl_short,sl<1.2ATR,sl_atr=0.49;sl_type=V_REVERSAL_DEMAND,SL curto demais = stop no ruído (ex T34),True
T4,B,supply,CLEAN_SKY_BULLISH,high,no_overhead,,CLEAN_SKY,supply_category=CLEAN_SKY;polarity_category=POLARITY_SUPPORTED_BY_DEMAND;dist_4h_supply=None;has_overhead=0,sem teto = markup/ATH bullish,True
T4,B,demand,DEMAND_DEFENDED,high,demand_defended,,DEMAND_SUPPORTING_RETEST,demand_category=DEMAND_SUPPORTING_RETEST;dist_4h_demand=1.14;touched_retest=1,demanda defendida real,True
T4,B,volume,IN_VALUE_BALANCE,low,,,BALANCE|maturity:VP-as-of-bar,below_VAL=False;dist_POC=-0.79;dist_VAL=0.09;va_width=1.31;rel_volume=0.81,dentro do valor = balanço,True
