plot_id,set,datetime,d1_macro_leg,macro_state,context_family,confidence,supports,conflicts,reason_codes,prior_layers_used,prior_layers_conflicts,market_interpretation,final_verdict,macro_v1_family
T11,B,2021-01-28,MACRO_BEAR_LEG,BEAR_BOUNCE_RISK,RISK,medium,"CLEAN_SKY + supply_broken=1, RECLAIM_ACCEPTED_ABOVE_SUPPLY|DEMAND_DEFENDED / DEMAND_SUPPORTING_RETEST|positive reclaim_body (1.26), ACCEPTANCE_ABOVE_VALUE","MACRO_BEAR_LEG, regimeB BEAR (-3), macro_broken=true|weekly_slope negative (-0.22)|MACRO_BROKEN_DISTRIBUTION + BEAR_ALIGN MTF|WEAK_MOMENTUM, daily HH+HL both false|legpos90 42.2, RSI 43",macro_bear_leg|regimeB_bear_negative_weekly|bear_align_mtf|weak_momentum|reclaim_is_bounce_in_bear,d1_macro_leg|d1_evidence.regimeB_state|d1_evidence.weekly_slope|macro_v1_specialists.regime|macro_v1_specialists.mtf,reclaim accepted + demand defended (specialist) vs confirmed bear leg with negative weekly slope and bear-aligned MTF,"A demand-defended reclaim inside a confirmed bear leg with negative weekly slope and bear-aligned MTF is a counter-trend bounce against the macro, hence bear-bounce risk.",BLOCK,RISK
T12,B,2021-07-14,MACRO_CORRECTIVE_PULLBACK,UNKNOWN_CONFLICT,NEUTRAL,low,"MACRO_CORRECTIVE_PULLBACK with CLEAN_SKY + POLARITY_SUPPORTED_BY_DEMAND|DEMAND_DEFENDED / DEMAND_SUPPORTING_RETEST|ACCEPTANCE_ABOVE_VALUE, high_fuel|legpos90 92 with positive reclaim_body, RSI 54 above midline","macro_broken=true, regimeB TRANSITION|MACRO_BROKEN_DISTRIBUTION + only PARTIAL_BULL MTF|WEAK_MOMENTUM (trend_30 1.37 flat)|weekly RSI 50 / weekly slope modest — corrective vs bounce ambiguous",corrective_pullback_in_broken_macro|demand_supported_clean_sky|partial_bull_mtf|weak_flat_momentum|late_top_vs_pullback_ambiguous,d1_macro_leg|d1_evidence.macro_broken|macro_v1_specialists.mtf|macro_v1_specialists.momentum|pol_cat|demand_cat,demand-supported clean-sky pullback (bull) vs broken macro + partial-bull MTF + flat momentum + high legpos (could be late top),"A demand-supported clean-sky pullback inside a broken/transition macro with only partial-bull MTF and flat momentum at high legpos cannot be distinguished from a late-top bounce, so the read is ambiguous.",BLOCK,RISK
T15,B,2021-09-22,MACRO_RANGE,RANGE_MACRO_BULL_RECLAIM,NEUTRAL,low,demand defended and supporting retest|supply far enough (3.07 ATR)|SL structural ok,"MACRO_RANGE leg, macro_broken with BEAR regimeB|weak momentum, negative trend_30|weekly slope negative, weekly RSI 42",range_not_leg|demand_held_but_bear_context|supply_not_broken,demand_cat|sup_cat|svp,regime BROKEN_DISTRIBUTION vs demand defended,Range reclaim off defended demand inside a broken/bearish macro context with weak momentum — ambiguous mid-range bounce.,BLOCK,RISK
T16,B,2021-11-15,MACRO_RANGE,RANGE_MACRO_BULL_RECLAIM,BULL,medium,"full bull align, regimeB BULL +2|demand defended supporting retest|supply far, near POC in-value|healthy high legpos, rsi_1d 72.7","MACRO_RANGE leg (not clean bull-leg)|weekly slope flat|supply not broken, overhead present",bull_align_in_range|demand_held|high_legpos_healthy_momentum,demand_cat|sup_cat|svp|macro_v1_specialists,range leg vs full bull align,Bullish retest of defended demand with full MTF alignment inside a range — constructive continuation reclaim.,BLOCK,BULL
T17,B,2021-11-26,MACRO_BULL_LEG,NO_OVERHEAD_MARKUP,BULL,medium,"MACRO_BULL_LEG, daily HH+HL|CLEAN_SKY, supply broken, acceptance above value|reclaim accepted above supply, strong reclaim body 1.07|demand defended","weak momentum, very negative trend_30 -9.23|regimeB BEAR, macro_broken|low legpos 23, rsi 46",bull_leg_clean_sky|supply_broken_acceptance|momentum_lagging,sup_cat|pol_cat|svp|d1_macro_leg,bull-leg + clean sky vs weak momentum + bear regimeB,"Bull-leg breakout above supply with acceptance, but momentum still lagging — early markup with conflicting micro-regime.",BLOCK,RISK
T18,B,2021-12-30,MACRO_TRANSITION,NO_OVERHEAD_MARKUP,BULL,medium,"CLEAN_SKY, acceptance above value|full bull align, daily HH|healthy high legpos 91.5, demand defended","MACRO_TRANSITION leg, macro_broken|polarity floating no base|weak reclaim body 0.12, rsi_1d 51.8",transition_clean_sky|high_legpos_healthy|floating_polarity,sup_cat|pol_cat|svp|d1_macro_leg,transition leg vs full bull align,Markup into clean sky during transition with healthy legpos but floating polarity — constructive yet unanchored.,BLOCK,BULL
T20,B,2022-01-25,MACRO_BULL_LEG,BULL_PULLBACK_CONTINUATION,BULL,low,"MACRO_BULL_LEG, daily HH+HL|strong bull momentum, demand touched close (1.04 ATR)","rejection below value, below_VAL true|SL too short, V_reversal demand|negative reclaim body -0.46, demand neutral|transition regimeB combined 0",bull_leg_pullback|below_value_rejection|short_sl_axis,d1_macro_leg|svp|momentum|risk_sl,bull leg vs rejection below value,Bull-leg pullback to demand with strong momentum but rejected below value on a tight SL — fragile continuation attempt.,BLOCK,BULL
T23,B,2022-03-24,MACRO_BULL_LEG,NO_OVERHEAD_MARKUP,BULL,medium,"MACRO_BULL_LEG, daily HH+HL, weekly slope strong 0.41|CLEAN_SKY, acceptance above value, supply broken context|demand defended, strong reclaim body 1.24, rel_volume 1.36","weak momentum specialist, low legpos 33|polarity floating no base",bull_leg_clean_sky|acceptance_strong_reclaim|early_leg_low_legpos,d1_macro_leg|sup_cat|pol_cat|svp,weak momentum tag vs strong reclaim+weekly slope,Bull-leg markup into clean sky with strong acceptance and reclaim early in the leg — healthy continuation.,BLOCK,BULL
T24,B,2022-03-31,MACRO_RANGE,RANGE_MACRO_BULL_RECLAIM,NEUTRAL,low,"CLEAN_SKY, supply broken, acceptance above value|reclaim accepted above supply, MACRO_BULL regime","MACRO_RANGE leg, weak momentum, negative trend_30|demand fragile / too deep, demand not touched|SL too wide (5.08 ATR)",range_clean_sky|demand_fragile|wide_sl_axis,sup_cat|pol_cat|demand_cat|risk_sl,clean sky reclaim vs fragile/deep demand,"Range reclaim above supply but on fragile, untouched demand with wide SL — loose structure, low-conviction bull.",BLOCK,BULL
T25,B,2022-04-05,MACRO_CORRECTIVE_PULLBACK,BULL_PULLBACK_CONTINUATION,BULL,high,"MACRO_CORRECTIVE_PULLBACK in bull, full bull align, regimeB BULL|CLEAN_SKY, supply broken, acceptance above value|strong bull momentum, demand defended, strong reclaim body 1.3","rsi mid 49.95, legpos 68.5 mid",corrective_pullback_bull|clean_sky_acceptance|demand_defended_strong_reclaim,d1_macro_leg|sup_cat|pol_cat|demand_cat|momentum,,Textbook corrective pullback in a bull leg reclaiming defended demand with clean sky and strong momentum — high-quality continuation.,BLOCK,BULL
T26,B,2022-04-08,MACRO_CORRECTIVE_PULLBACK,BULL_PULLBACK_CONTINUATION,BULL,high,"MACRO_CORRECTIVE_PULLBACK in bull, full bull align, regimeB BULL +3|CLEAN_SKY, supply broken, acceptance above value, rel_volume 1.55|demand defended, demand touched, strong reclaim body 0.82","weak momentum specialist tag, trend_30 flat 0.89",corrective_pullback_bull|clean_sky_acceptance|demand_defended,d1_macro_leg|sup_cat|pol_cat|demand_cat|svp,weak momentum tag vs strong bull structure,Continuation of corrective pullback in bull leg with defended demand and strong acceptance volume — healthy bull continuation.,BLOCK,BULL
T30,B,2024-01-04,MACRO_BULL_LEG,CAPITULATION_RECLAIM_VALID,BULL,medium,"MACRO_BULL_LEG, daily HH+HL, regimeB BULL|CLIMAX_RECLAIM capit, drop20 2.8 ATR, rsi_min8 31.97|demand defended supporting retest, demand touched","reclaim rejected below supply, weak momentum, rsi 39.87|weak reclaim body 0.26, medium fuel",bull_leg_capitulation_reclaim|climax_washout|reclaim_below_supply,capit|d1_macro_leg|demand_cat|pol_cat,climax reclaim valid vs reclaim rejected below supply,"Climax washout reclaim of defended demand within a bull leg, but reclaim still below supply with weak momentum — valid turn, unconfirmed.",BLOCK,BULL
T40,B,2025-11-13,MACRO_RANGE,RANGE_MACRO_BULL_RECLAIM,BULL,medium,"full bull align, strong bull momentum, weekly slope 1.38 weekly rsi 72.6|CLEAN_SKY, demand defended supporting retest|high legpos 79.4, rsi_1d 64.3","MACRO_RANGE leg, macro_broken regimeB|rejection below value, below_VAL true",range_bull_align|strong_momentum_clean_sky|below_value_rejection,macro_v1_specialists|sup_cat|demand_cat|svp,range/broken leg vs strong bull momentum,"Strong-momentum bull reclaim of defended demand in a range with clean sky, but trading below value — powerful trend, late-stage value position.",BLOCK,BULL
T42,B,2026-04-17,MACRO_RANGE,LATE_TOP_EXHAUSTION,RISK,medium,"demand defended, supply far, acceptance above value|healthy high legpos tag, high fuel","MACRO_RANGE leg, macro_broken, regimeB combined -1|legpos 95, rsi 67.75 stretched, negative reclaim body -0.52|far above value dist_VAL 2.64 ATR",very_high_legpos_stretched|negative_reclaim_body|range_broken_context,momentum|svp|demand_cat|d1_macro_leg,healthy legpos tag vs stretched rsi + negative reclaim,Very high legpos and stretched RSI far above value in a broken range with a negative reclaim body — late-top exhaustion risk.,BLOCK,BULL
S9,C,2021-05-12,MACRO_BULL_LEG,SUPPLY_COLADA_REJECTION,RISK,high,MACRO_BULL_LEG daily HH+HL (backbone bull),"SUPPLY_BLOCKS_TARGET, supply colada 1.78 ATR, reclaim rejected below supply|FALLING_KNIFE capit, bear_div present, low fuel|demand fragile/too deep, demand not touched, below_VAL, negative reclaim body -0.71|macro_broken, weekly slope negative",supply_blocking_near|reclaim_rejected_below_supply|falling_knife_bear_div,sup_cat|pol_cat|capit|svp,bull-leg backbone vs supply-colada rejection + falling knife,"Supply blocking just overhead with a rejected reclaim, falling-knife conditions and bear divergence — supply-colada rejection risk.",REVIEW,RISK
S10,C,2021-05-14,MACRO_BULL_LEG,NO_OVERHEAD_MARKUP,BULL,medium,"MACRO_BULL_LEG, daily HH+HL, full bull align|supply far, acceptance above value, demand defended|healthy high legpos 92.5, rsi_1d 62.9, demand touched","macro_broken, weekly slope negative|flat trend_30 0.02",bull_leg_high_legpos|supply_far_acceptance|demand_defended,d1_macro_leg|sup_cat|svp|momentum,macro_broken vs full bull align,"Bull-leg markup with defended demand, supply far and acceptance above value at high healthy legpos — constructive continuation.",REVIEW,BULL
S14,C,2022-11-01,MACRO_RANGE,BEAR_BOUNCE_RISK,RISK,high,"acceptance above value, reclaim body positive 1.06","MACRO_RANGE leg in BEAR (regimeB -3), bear align, weekly slope -0.47|SUPPLY_BLOCKS_TARGET, supply colada 1.11 ATR, reclaim rejected below supply|weak momentum, low fuel, demand neutral not touched",bear_regime_supply_blocking|reclaim_rejected_below_supply|near_supply_trap,sup_cat|pol_cat|d1_evidence|momentum,bear align vs positive reclaim body,Bounce into blocking supply within a deep bear regime with rejected reclaim — bear-bounce trap risk.,TRANSFORM,RISK
S18,C,2023-01-11,MACRO_BULL_LEG,NO_OVERHEAD_MARKUP,BULL,high,"MACRO_BULL_LEG, daily HH+HL, full bull align, regimeB BULL +3|CLEAN_SKY, no overhead (has_overhead 0), acceptance above value|healthy high legpos 98.2, rsi 66, rise20 6.27, demand defended",weekly rsi 69 elevated,bull_leg_no_overhead|clean_sky_acceptance|strong_momentum_demand_defended,d1_macro_leg|sup_cat|svp|momentum,,"Bull-leg markup with no overhead supply, clean sky, strong momentum and defended demand — clean continuation into open space.",REVIEW,BULL
S19,C,2023-08-22,MACRO_RANGE,SUPPLY_COLADA_REJECTION,RISK,high,sweet_spot capit present,MACRO_RANGE with macro_broken + BEAR regimeB|SUPPLY_NEAR_AND_REJECTING + weak momentum|DEMAND_ABSENT|trend_30 -0.92 negative|rsi_1d 33.7 low,supply_colada|demand_absent|weak_momentum|macro_broken,d1_macro_leg|sup_cat|momentum|demand_cat,capit sweet_spot vs supply rejecting,Price pinned under rejecting supply with absent demand in a broken bearish range — supply-colada rejection risk.,BLOCK,RISK
S21,C,2023-10-17,MACRO_TRANSITION,LATE_TOP_EXHAUSTION,RISK,medium,DEMAND_DEFENDED retest|ACCEPTANCE_ABOVE_VALUE|FULL_BULL_ALIGN mtf|strong trend_30 6.6,MACRO_TRANSITION + macro_broken|SUPPLY_BLOCKS_TARGET overhead|legpos 96.9 extreme + rsi 71|sl_type TOP_EXHAUSTION,high_legpos|supply_blocks|top_exhaustion_sl|transition_leg,d1_macro_leg|momentum|sup_cat|demand_cat,demand defended/strong momentum vs extreme legpos under blocking supply,Strong momentum into extreme legpos against blocking supply in a transitional broken leg — late-top exhaustion risk despite defended demand.,REVIEW,BULL
S22,C,2023-11-29,MACRO_RANGE,MACRO_BULL_RUN_CONTINUATION,BULL,medium,CLEAN_SKY no overhead|DEMAND_DEFENDED retest|FULL_BULL_ALIGN|MACRO_BULL regime|weekly_slope positive|trend_30 5.66,MACRO_RANGE leg label|rsi 83.3 / rsi_1d 74.8 overbought|legpos 93.9 high|rel_volume 0.72 thin|sl_type TOP_EXHAUSTION,clean_sky|demand_defended|bull_align|overbought_caution,sup_cat|demand_cat|momentum|d1_evidence,range leg label vs bull regime/clean sky markup,"Clean-sky markup with defended demand and full bull alignment, though stretched/overbought into thin volume — bull continuation with extension caution.",REVIEW,BULL
S23,C,2024-05-13,MACRO_CORRECTIVE_PULLBACK,BULL_PULLBACK_CONTINUATION,BULL,high,MACRO_CORRECTIVE_PULLBACK + MACRO_BULL|DEMAND_DEFENDED retest|STRONG_BULL_MOMENTUM|FULL_BULL_ALIGN|weekly_slope 0.98|SL_STRUCTURAL_OK,SUPPLY_BLOCKS_TARGET overhead|RECLAIM_REJECTED_BELOW_SUPPLY|rsi 51 neutral,corrective_pullback|demand_defended|strong_momentum|structural_sl,d1_macro_leg|demand_cat|momentum|risk_sl,supply blocks target vs corrective pullback continuation,Corrective pullback in a strong bull leg with defended demand and structural SL — healthy bull pullback continuation despite overhead supply.,REVIEW,BULL
S28,C,2025-07-11,MACRO_CORRECTIVE_PULLBACK,BULL_PULLBACK_CONTINUATION,BULL,medium,MACRO_CORRECTIVE_PULLBACK + MACRO_BULL|DEMAND_DEFENDED retest|ACCEPTANCE_ABOVE_VALUE|SUPPLY_FAR_ENOUGH|weekly_slope 0.77|SL_STRUCTURAL_OK,MTF_CONFLICT|WEAK_MOMENTUM|trend_30 -0.02 flat|TRANSITION regimeB,corrective_pullback|demand_defended|supply_far|weak_momentum,d1_macro_leg|demand_cat|sup_cat|momentum,weak momentum/mtf conflict vs corrective pullback bull setup,"Corrective pullback in bull leg with defended demand and clear supply, but flat momentum and MTF conflict — moderate bull pullback continuation.",REVIEW,BULL
S39,C,2026-01-22,MACRO_BULL_LEG,MACRO_BULL_RUN_CONTINUATION,BULL,high,MACRO_BULL_LEG|CLEAN_SKY no overhead|DEMAND_DEFENDED|FULL_BULL_ALIGN|HEALTHY_HIGH_LEGPOS|weekly_slope 1.20|trend_30 5.94|daily_HH+HL,legpos 99.3 extreme|rsi 76.6 overbought|rel_volume 0.58 thin|sl_type TOP_EXHAUSTION,macro_bull_leg|clean_sky|healthy_high_legpos|markup,d1_macro_leg|sup_cat|demand_cat|momentum,extreme legpos/overbought vs healthy-high-legpos in bull leg,"Clean-sky bull-leg markup with defended demand and full alignment — healthy high-legpos bull run continuation, extension noted.",REVIEW,BULL
T13,C,2021-08-11,MACRO_RANGE,BEAR_BOUNCE_RISK,RISK,medium,CLEAN_SKY|DEMAND_DEFENDED|ACCEPTANCE_ABOVE_VALUE|supply far 6.2 atr,MACRO_RANGE + macro_broken + BEAR regimeB -3|BEAR_ALIGN mtf|WEAK_MOMENTUM|trend_30 -6.8|rsi_1d 24.6 deep,broken_range|bear_align|weak_momentum|relief_clean_sky,d1_macro_leg|momentum|mtf|capit,clean sky relief vs bear-aligned broken range,"Clean-sky relief bounce inside a broken bearish range with weak momentum and bear MTF alignment — relief, not enough for trend; bounce risk.",REVIEW,RISK
T14,C,2021-08-13,MACRO_BEAR_LEG,BEAR_BOUNCE_RISK,RISK,medium,CLEAN_SKY supply_broken|RECLAIM_ACCEPTED_ABOVE_SUPPLY|DEMAND_DEFENDED|ACCEPTANCE_ABOVE_VALUE,MACRO_BEAR_LEG|BEAR_ALIGN mtf|WEAK_MOMENTUM|trend_30 -5.94|rsi_1d 37,bear_leg|supply_broken_relief|bear_align|weak_momentum,d1_macro_leg|pol_cat|sup_cat|momentum,reclaim accepted above supply vs macro bear leg / bear align,Reclaim above broken supply with defended demand but inside a bear leg with bearish MTF and weak momentum — relief bounce within bear-bounce risk.,REVIEW,RISK
T19,C,2022-01-10,MACRO_BULL_LEG,BULL_PULLBACK_CONTINUATION,NEUTRAL,low,MACRO_BULL_LEG|daily_HH+HL|DEMAND_DEFENDED retest|SUPPLY_FAR_ENOUGH|ACCEPTANCE_ABOVE_VALUE,BEAR regimeB -2 + macro_broken|BEAR_ALIGN mtf|WEAK_MOMENTUM|rsi 43 / legpos 35.9|trend_30 -0.19 flat,bull_leg_label|bear_align_conflict|weak_momentum|undistinguishable,d1_macro_leg|demand_cat|mtf|momentum,macro bull leg + daily HH/HL vs bear regimeB/bear align/weak momentum,"Macro bull-leg label and daily HH/HL clash with bearish regime and weak momentum — undistinguishable pullback vs trap, low-confidence bull pullback.",REVIEW,RISK
T27,C,2022-07-18,MACRO_BEAR_LEG,CAPITULATION_RECLAIM_VALID,RISK,low,DEMAND_DEFENDED|V_REVERSAL_DEMAND sl|drop20 2.05 atr|legpos 15.1 low|POLARITY_SUPPORTED_BY_DEMAND,MACRO_BEAR_LEG + macro_broken + BEAR -3|weekly_slope -0.62 / weekly_rsi 32|BEAR_ALIGN mtf|WEAK_MOMENTUM|SUPPLY_BLOCKS_TARGET|NO_CAPITULATION flag,bear_leg|v_reversal_demand|low_legpos|near_demand_trap,d1_macro_leg|risk_sl|momentum|sup_cat,v-reversal off demand vs deep bear leg with blocking supply,V-reversal off defended demand at low legpos but inside a deep broken bear leg under blocking supply — capitulation reclaim attempt at high trap risk.,TRANSFORM,RISK
T32,C,2024-04-11,MACRO_BULL_LEG,MACRO_BULL_RUN_CONTINUATION,BULL,high,MACRO_BULL_LEG|CLEAN_SKY no overhead|DEMAND_DEFENDED|FULL_BULL_ALIGN|HEALTHY_HIGH_LEGPOS|weekly_slope 0.64|daily_HH+HL|rel_volume 1.8,legpos 95.7 high|rsi_1d 74 overbought,macro_bull_leg|clean_sky|healthy_high_legpos|strong_volume,d1_macro_leg|sup_cat|demand_cat|momentum,high legpos extension caution,"Clean-sky bull-leg markup with defended demand, full alignment and strong volume — healthy high-legpos bull run continuation.",REVIEW,BULL
T33,C,2024-05-09,MACRO_CORRECTIVE_PULLBACK,BULL_PULLBACK_CONTINUATION,BULL,high,MACRO_CORRECTIVE_PULLBACK + MACRO_BULL|DEMAND_DEFENDED retest|STRONG_BULL_MOMENTUM|FULL_BULL_ALIGN|V_REVERSAL_DEMAND sl|reclaim_body 1.49 strong|legpos 33.6 low,SUPPLY_BLOCKS_TARGET overhead|rsi 46 neutral|low_fuel,corrective_pullback|demand_defended|strong_momentum|strong_reclaim,d1_macro_leg|demand_cat|momentum|entry_quality,supply blocks target vs strong reclaim off demand,Strong reclaim off defended demand at low legpos in a bull corrective pullback — clean bull pullback continuation despite overhead supply.,REVIEW,BULL
T34,C,2024-06-14,MACRO_BEAR_LEG,BULL_PULLBACK_CONTINUATION,NEUTRAL,low,DEMAND_DEFENDED retest|STRONG_BULL_MOMENTUM|SUPPLY_FAR_ENOUGH|trend_30 3.09|weekly_slope 0.90,MACRO_BEAR_LEG|TRANSITION regimeB -1|PARTIAL_BULL mtf|MACRO_NEUTRAL regime|rel_volume 0.3 thin|reclaim_body -0.11 weak,bear_leg_label|neutral_regime|conflicting_momentum|undistinguishable,d1_macro_leg|demand_cat|momentum|mtf,macro bear leg label vs strong momentum / positive weekly slope,"Bear-leg label clashes with strong momentum and positive weekly slope over defended far-supply demand — undistinguishable, low-confidence pullback continuation.",PROTECT,BULL
