bar_idx,specialist,state,confidence,supports,conflicts,reason_codes,feature_values,market_interpretation,provenance_ok
1326,supply,SUPPLY_REJECTING_RISK,high,,supply_rejecting,SUPPLY_FRESH_DANGEROUS,supply_category=SUPPLY_FRESH_DANGEROUS;polarity_category=POLARITY_UNDER_SUPPLY_PRESSURE;dist_4h_supply=0.39;has_overhead=1,supply viva colada acima = risco,True
1326,demand,DEMAND_ABSENT,high,,no_demand_base,ABSENT,demand_category=DEMAND_ABSENT_OR_IRRELEVANT;dist_4h_demand=6.73;touched_retest=0,sem base de demanda = floating,True
1326,volume,IN_VALUE_BALANCE,low,,,BALANCE|maturity:VP-as-of-bar,below_VAL=False;dist_POC=0.2;dist_VAL=0.2;va_width=0.0;rel_volume=0.9,dentro do valor = balanço,True
1326,mtf,FULL_BULL_ALIGN,high,mtf_bull,,4H+1D+W bull,trend_30_4h=6.58;rsi_1d=65.6;d_break=bull;w_break=bull;weekly_slope=0.260258296958953,alinhamento bull multi-TF = bull-run maior,True
1326,regime,MACRO_BROKEN_DISTRIBUTION,high,,macro_broken,MACRO_BROKEN,v3_state=TRANSITION;combined_score=3.0;cascade=3.0;macro_broken=True;distribution=False;stall=True;sharp_drop=False;dist_alarm=False;dd13w=5.858684181359955,macro quebrado/distribuição = topo macro,True
1326,momentum,HEALTHY_HIGH_LEGPOS,high,strong_bull,,legpos_high+momentum,trend_30=6.58;rsi=68.83;rsi_1d=65.6;legpos90=96.9;rise20=6.08;bear_div=0.0,legpos alto COM momentum = continuação sadia,True
1326,capit,NO_CAPITULATION,low,,,no_cap,drop20=0.0;rsi_min8=64.71;sweet_spot=False;bub_sell=0.0;reclaim_body=0.2,sem capitulação relevante,True
1326,fuel,low_fuel,high,,obstructed,blocks/colada,supply_category=SUPPLY_FRESH_DANGEROUS;dist_4h_supply=0.39;dist_d1_supply=3.6;blocks_target=1,supply colada/bloqueia = combustível baixo,True
1326,risk,SL_TOO_WIDE,medium,,sl_wide,sl>5ATR,sl_atr=6.83;sl_type=LATE_WIDE,SL largo = R ruim,True
1353,supply,CLEAN_SKY_BULLISH,high,no_overhead,,CLEAN_SKY,supply_category=CLEAN_SKY;polarity_category=RECLAIM_ACCEPTED_ABOVE_SUPPLY;dist_4h_supply=6.93;has_overhead=1,sem teto = markup/ATH bullish,True
1353,demand,DEMAND_DEFENDED,high,demand_defended,,DEMAND_SUPPORTING_RETEST,demand_category=DEMAND_SUPPORTING_RETEST;dist_4h_demand=3.76;touched_retest=1,demanda defendida real,True
1353,volume,ACCEPTANCE_ABOVE_VALUE,medium,acceptance_above,,ABOVE_POC|maturity:VP-as-of-bar,below_VAL=False;dist_POC=1.3;dist_VAL=1.76;va_width=0.82;rel_volume=1.31,aceitação acima do valor = bullish,True
1353,mtf,BEAR_ALIGN,high,,mtf_bear,d/w break bear,trend_30_4h=-5.45;rsi_1d=44.0;d_break=bear;w_break=bear;weekly_slope=0.13537984025754116,alinhamento bear = bounce local provável,True
1353,regime,MACRO_BROKEN_DISTRIBUTION,high,,macro_broken,MACRO_BROKEN,v3_state=BEAR;combined_score=-2.0;cascade=-2.0;macro_broken=True;distribution=False;stall=True;sharp_drop=True;dist_alarm=False;dd13w=9.509399048770975,macro quebrado/distribuição = topo macro,True
1353,momentum,WEAK_MOMENTUM,medium,,weak,momentum_weak,trend_30=-5.45;rsi=46.58;rsi_1d=44.0;legpos90=35.5;rise20=3.21;bear_div=0.0,momentum fraco = bounce/indeciso,True
1353,capit,NO_CAPITULATION,low,,,no_cap,drop20=0.0;rsi_min8=40.32;sweet_spot=False;bub_sell=0.0;reclaim_body=1.34,sem capitulação relevante,True
1353,fuel,high_fuel,high,clean_sky,,no_overhead,supply_category=CLEAN_SKY;dist_4h_supply=6.93;dist_d1_supply=1.85;blocks_target=0,sem teto = combustível alto,True
1353,risk,SL_STRUCTURAL_OK,high,sl_ok,,demand_base,sl_atr=3.86;sl_type=NORMAL_DEMAND_BASE,SL estrutural na demanda = ok,True
1429,supply,CLEAN_SKY_BULLISH,high,no_overhead,,CLEAN_SKY,supply_category=CLEAN_SKY;polarity_category=POLARITY_FLOATING_NO_BASE;dist_4h_supply=4.54;has_overhead=1,sem teto = markup/ATH bullish,True
1429,demand,DEMAND_DEFENDED,high,demand_defended,,DEMAND_SUPPORTING_RETEST,demand_category=DEMAND_SUPPORTING_RETEST;dist_4h_demand=4.66;touched_retest=1,demanda defendida real,True
1429,volume,EXPANSION_CLIMAX,medium,vol_expansion,,EXPANSION|maturity:VP-as-of-bar,below_VAL=False;dist_POC=-0.97;dist_VAL=0.5;va_width=1.61;rel_volume=1.6,expansão de VA + volume alto = clímax/expansão,True
1429,mtf,BEAR_ALIGN,high,,mtf_bear,d/w break bear,trend_30_4h=1.11;rsi_1d=39.2;d_break=bear;w_break=bear;weekly_slope=-0.33285459076863916,alinhamento bear = bounce local provável,True
1429,regime,MACRO_BROKEN_DISTRIBUTION,high,,macro_broken,MACRO_BROKEN,v3_state=BEAR;combined_score=-1.0;cascade=-1.0;macro_broken=True;distribution=False;stall=True;sharp_drop=False;dist_alarm=False;dd13w=12.567884696006667,macro quebrado/distribuição = topo macro,True
1429,momentum,WEAK_MOMENTUM,medium,,weak,momentum_weak,trend_30=1.11;rsi=56.58;rsi_1d=39.2;legpos90=40.2;rise20=4.45;bear_div=0.0,momentum fraco = bounce/indeciso,True
1429,capit,NO_CAPITULATION,low,,,no_cap,drop20=0.97;rsi_min8=41.59;sweet_spot=False;bub_sell=0.0;reclaim_body=-0.98,sem capitulação relevante,True
1429,fuel,high_fuel,high,clean_sky,,no_overhead,supply_category=CLEAN_SKY;dist_4h_supply=4.54;dist_d1_supply=1.61;blocks_target=0,sem teto = combustível alto,True
1429,risk,SL_STRUCTURAL_OK,high,sl_ok,,demand_base,sl_atr=4.76;sl_type=NORMAL_DEMAND_BASE,SL estrutural na demanda = ok,True
1497,supply,SUPPLY_REJECTING_RISK,high,,supply_rejecting,SUPPLY_NEAR_AND_REJECTING,supply_category=SUPPLY_NEAR_AND_REJECTING;polarity_category=RECLAIM_REJECTED_BELOW_SUPPLY;dist_4h_supply=0.07;has_overhead=1,supply viva colada acima = risco,True
1497,demand,DEMAND_DEFENDED,high,demand_defended,,DEMAND_SUPPORTING_RETEST,demand_category=DEMAND_SUPPORTING_RETEST;dist_4h_demand=3.79;touched_retest=1,demanda defendida real,True
1497,volume,IN_VALUE_BALANCE,low,,,BALANCE|maturity:VP-as-of-bar,below_VAL=False;dist_POC=0.11;dist_VAL=1.11;va_width=2.13;rel_volume=0.39,dentro do valor = balanço,True
1497,mtf,BEAR_ALIGN,high,,mtf_bear,d/w break bear,trend_30_4h=4.55;rsi_1d=55.2;d_break=bear;w_break=bear;weekly_slope=-0.370512464101121,alinhamento bear = bounce local provável,True
1497,regime,MACRO_BROKEN_DISTRIBUTION,high,,macro_broken,MACRO_BROKEN,v3_state=BEAR;combined_score=-1.0;cascade=-1.0;macro_broken=True;distribution=False;stall=True;sharp_drop=False;dist_alarm=False;dd13w=7.928750403135773,macro quebrado/distribuição = topo macro,True
1497,momentum,HEALTHY_HIGH_LEGPOS,high,strong_bull,,legpos_high+momentum,trend_30=4.55;rsi=68.32;rsi_1d=55.2;legpos90=91.8;rise20=5.45;bear_div=0.0,legpos alto COM momentum = continuação sadia,True
1497,capit,NO_CAPITULATION,low,,,no_cap,drop20=0.65;rsi_min8=57.2;sweet_spot=False;bub_sell=0.0;reclaim_body=0.1,sem capitulação relevante,True
1497,fuel,low_fuel,high,,obstructed,blocks/colada,supply_category=SUPPLY_NEAR_AND_REJECTING;dist_4h_supply=0.07;dist_d1_supply=1.88;blocks_target=1,supply colada/bloqueia = combustível baixo,True
1497,risk,SL_STRUCTURAL_OK,high,sl_ok,,demand_base,sl_atr=3.89;sl_type=NORMAL_DEMAND_BASE,SL estrutural na demanda = ok,True
1522,supply,SUPPLY_BLOCKS_TARGET,medium,,target_obstructed,BLOCKS_TARGET,supply_category=SUPPLY_BLOCKS_TARGET;polarity_category=POLARITY_SUPPORTED_BY_DEMAND;dist_4h_supply=1.92;has_overhead=1,supply bloqueia alvo = R ruim,True
1522,demand,DEMAND_DEFENDED,high,demand_defended,,DEMAND_SUPPORTING_RETEST,demand_category=DEMAND_SUPPORTING_RETEST;dist_4h_demand=1.86;touched_retest=1,demanda defendida real,True
1522,volume,IN_VALUE_BALANCE,low,,,BALANCE|maturity:VP-as-of-bar,below_VAL=False;dist_POC=0.16;dist_VAL=0.46;va_width=0.63;rel_volume=0.6,dentro do valor = balanço,True
1522,mtf,MTF_CONFLICT,low,,mtf_conflict,conflito,trend_30_4h=1.33;rsi_1d=52.4;d_break=none;w_break=bear;weekly_slope=-0.29687934753456635,timeframes em conflito,True
1522,regime,MACRO_BROKEN_DISTRIBUTION,high,,macro_broken,MACRO_BROKEN,v3_state=BEAR;combined_score=-2.0;cascade=-2.0;macro_broken=True;distribution=False;stall=True;sharp_drop=False;dist_alarm=False;dd13w=7.603264779577762,macro quebrado/distribuição = topo macro,True
1522,momentum,WEAK_MOMENTUM,medium,,weak,momentum_weak,trend_30=1.33;rsi=50.88;rsi_1d=52.4;legpos90=66.1;rise20=1.75;bear_div=0.0,momentum fraco = bounce/indeciso,True
1522,capit,NO_CAPITULATION,low,,,no_cap,drop20=2.32;rsi_min8=42.92;sweet_spot=False;bub_sell=0.0;reclaim_body=0.48,sem capitulação relevante,True
1522,fuel,low_fuel,high,,obstructed,blocks/colada,supply_category=SUPPLY_BLOCKS_TARGET;dist_4h_supply=1.92;dist_d1_supply=2.33;blocks_target=1,supply colada/bloqueia = combustível baixo,True
1522,risk,SL_NEUTRAL,medium,,,neutral,sl_atr=1.96;sl_type=V_REVERSAL_DEMAND,SL aceitável,True
1568,supply,SUPPLY_FAR_NEUTRAL,medium,room,,FAR_ENOUGH,supply_category=SUPPLY_FAR_ENOUGH;polarity_category=RECLAIM_REJECTED_BELOW_SUPPLY;dist_4h_supply=2.66;has_overhead=1,supply longe = espaço ok,True
1568,demand,DEMAND_DEFENDED,high,demand_defended,,DEMAND_ORIGIN_OF_LEG,demand_category=DEMAND_ORIGIN_OF_LEG;dist_4h_demand=3.08;touched_retest=0,demanda defendida real,True
1568,volume,REJECTION_BELOW_VALUE,medium,,below_value,BELOW_VAL|maturity:VP-as-of-bar,below_VAL=True;dist_POC=-1.96;dist_VAL=-0.64;va_width=2.29;rel_volume=1.04,preço abaixo do VAL = rejeição/distribuição,True
1568,mtf,PARTIAL_BULL,medium,partial_bull,,parcial,trend_30_4h=2.92;rsi_1d=69.6;d_break=bull;w_break=bear;weekly_slope=-0.27338289597395055,alinhamento parcial bull,True
1568,regime,MACRO_BULL,high,macro_bull,,combined>0,v3_state=TRANSITION;combined_score=1.0;cascade=1.0;macro_broken=False;distribution=False;stall=True;sharp_drop=False;dist_alarm=False;dd13w=2.0678578598674986,regime macro bull,True
1568,momentum,STRONG_BULL_MOMENTUM,high,strong_bull,,momentum_strong,trend_30=2.92;rsi=43.16;rsi_1d=69.6;legpos90=70.4;rise20=1.87;bear_div=0.0,momentum bull forte,True
1568,capit,NO_CAPITULATION,low,,,no_cap,drop20=2.73;rsi_min8=43.16;sweet_spot=True;bub_sell=0.0;reclaim_body=0.54,sem capitulação relevante,True
1568,fuel,medium_fuel,medium,,,moderate,supply_category=SUPPLY_FAR_ENOUGH;dist_4h_supply=2.66;dist_d1_supply=0.77;blocks_target=0,combustível médio,True
1568,risk,SL_STRUCTURAL_OK,high,sl_ok,,demand_base,sl_atr=3.18;sl_type=NORMAL_DEMAND_BASE,SL estrutural na demanda = ok,True
1623,supply,CLEAN_SKY_BULLISH,high,no_overhead,,CLEAN_SKY,supply_category=CLEAN_SKY;polarity_category=POLARITY_SUPPORTED_BY_DEMAND;dist_4h_supply=9.63;has_overhead=1,sem teto = markup/ATH bullish,True
1623,demand,DEMAND_DEFENDED,high,demand_defended,,DEMAND_SUPPORTING_RETEST,demand_category=DEMAND_SUPPORTING_RETEST;dist_4h_demand=1.98;touched_retest=1,demanda defendida real,True
1623,volume,ACCEPTANCE_ABOVE_VALUE,medium,acceptance_above,,ABOVE_POC|maturity:VP-as-of-bar,below_VAL=False;dist_POC=0.42;dist_VAL=0.64;va_width=0.83;rel_volume=0.52,aceitação acima do valor = bullish,True
1623,mtf,BEAR_ALIGN,high,,mtf_bear,d/w break bear,trend_30_4h=-0.71;rsi_1d=46.3;d_break=bear;w_break=bear;weekly_slope=-0.24515687359469396,alinhamento bear = bounce local provável,True
1623,regime,MACRO_BROKEN_DISTRIBUTION,high,,macro_broken,MACRO_BROKEN,v3_state=BEAR;combined_score=-2.0;cascade=-2.0;macro_broken=True;distribution=False;stall=True;sharp_drop=True;dist_alarm=False;dd13w=6.720176745411618,macro quebrado/distribuição = topo macro,True
1623,momentum,WEAK_MOMENTUM,medium,,weak,momentum_weak,trend_30=-0.71;rsi=53.81;rsi_1d=46.3;legpos90=32.6;rise20=2.53;bear_div=0.0,momentum fraco = bounce/indeciso,True
1623,capit,NO_CAPITULATION,low,,,no_cap,drop20=0.12;rsi_min8=43.62;sweet_spot=False;bub_sell=0.0;reclaim_body=0.3,sem capitulação relevante,True
1623,fuel,high_fuel,high,clean_sky,,no_overhead,supply_category=CLEAN_SKY;dist_4h_supply=9.63;dist_d1_supply=2.32;blocks_target=0,sem teto = combustível alto,True
1623,risk,SL_NEUTRAL,medium,,,neutral,sl_atr=2.08;sl_type=V_REVERSAL_DEMAND,SL aceitável,True
1661,supply,CLEAN_SKY_BULLISH,high,no_overhead,,CLEAN_SKY,supply_category=CLEAN_SKY;polarity_category=RECLAIM_ACCEPTED_ABOVE_SUPPLY;dist_4h_supply=9.04;has_overhead=1,sem teto = markup/ATH bullish,True
1661,demand,DEMAND_DEFENDED,high,demand_defended,,DEMAND_SUPPORTING_RETEST,demand_category=DEMAND_SUPPORTING_RETEST;dist_4h_demand=2.25;touched_retest=1,demanda defendida real,True
1661,volume,ACCEPTANCE_ABOVE_VALUE,medium,acceptance_above,,ABOVE_POC|maturity:VP-as-of-bar,below_VAL=False;dist_POC=1.58;dist_VAL=1.99;va_width=0.94;rel_volume=1.5,aceitação acima do valor = bullish,True
1661,mtf,BEAR_ALIGN,high,,mtf_bear,d/w break bear,trend_30_4h=-0.93;rsi_1d=43.2;d_break=bear;w_break=bear;weekly_slope=-0.21810057484990794,alinhamento bear = bounce local provável,True
1661,regime,MACRO_BROKEN_DISTRIBUTION,high,,macro_broken,MACRO_BROKEN,v3_state=BEAR;combined_score=-3.0;cascade=-3.0;macro_broken=True;distribution=False;stall=True;sharp_drop=False;dist_alarm=False;dd13w=6.107922746606424,macro quebrado/distribuição = topo macro,True
1661,momentum,WEAK_MOMENTUM,medium,,weak,momentum_weak,trend_30=-0.93;rsi=43.22;rsi_1d=43.2;legpos90=42.2;rise20=1.68;bear_div=0.0,momentum fraco = bounce/indeciso,True
1661,capit,NO_CAPITULATION,low,,,no_cap,drop20=0.79;rsi_min8=36.06;sweet_spot=False;bub_sell=3.0;reclaim_body=1.26,sem capitulação relevante,True
1661,fuel,high_fuel,high,clean_sky,,no_overhead,supply_category=CLEAN_SKY;dist_4h_supply=9.04;dist_d1_supply=2.49;blocks_target=0,sem teto = combustível alto,True
1661,risk,SL_STRUCTURAL_OK,high,sl_ok,,demand_base,sl_atr=2.35;sl_type=NORMAL_DEMAND_BASE,SL estrutural na demanda = ok,True
1761,supply,SUPPLY_FAR_NEUTRAL,medium,room,,FAR_ENOUGH,supply_category=SUPPLY_FAR_ENOUGH;polarity_category=RECLAIM_ACCEPTED_ABOVE_SUPPLY;dist_4h_supply=2.18;has_overhead=1,supply longe = espaço ok,True
1761,demand,DEMAND_DEFENDED,high,demand_defended,,DEMAND_SUPPORTING_RETEST,demand_category=DEMAND_SUPPORTING_RETEST;dist_4h_demand=3.27;touched_retest=1,demanda defendida real,True
1761,volume,ACCEPTANCE_ABOVE_VALUE,medium,acceptance_above,,ABOVE_POC|maturity:VP-as-of-bar,below_VAL=False;dist_POC=0.6;dist_VAL=1.36;va_width=1.0;rel_volume=1.46,aceitação acima do valor = bullish,True
1761,mtf,BEAR_ALIGN,high,,mtf_bear,d/w break bear,trend_30_4h=-2.07;rsi_1d=37.0;d_break=bear;w_break=bear;weekly_slope=-0.2809605095777602,alinhamento bear = bounce local provável,True
1761,regime,MACRO_BROKEN_DISTRIBUTION,high,,macro_broken,MACRO_BROKEN,v3_state=BEAR;combined_score=-2.0;cascade=-2.0;macro_broken=True;distribution=False;stall=True;sharp_drop=False;dist_alarm=False;dd13w=9.413476606223416,macro quebrado/distribuição = topo macro,True
1761,momentum,WEAK_MOMENTUM,medium,,weak,momentum_weak,trend_30=-2.07;rsi=51.03;rsi_1d=37.0;legpos90=32.0;rise20=2.4;bear_div=0.0,momentum fraco = bounce/indeciso,True
1761,capit,NO_CAPITULATION,low,,,no_cap,drop20=0.0;rsi_min8=27.38;sweet_spot=False;bub_sell=1.0;reclaim_body=0.49,sem capitulação relevante,True
1761,fuel,medium_fuel,medium,,,moderate,supply_category=SUPPLY_FAR_ENOUGH;dist_4h_supply=2.18;dist_d1_supply=1.45;blocks_target=0,combustível médio,True
1761,risk,SL_STRUCTURAL_OK,high,sl_ok,,demand_base,sl_atr=3.37;sl_type=NORMAL_DEMAND_BASE,SL estrutural na demanda = ok,True
1775,supply,SUPPLY_REJECTING_RISK,high,,supply_rejecting,SUPPLY_NEAR_AND_REJECTING,supply_category=SUPPLY_NEAR_AND_REJECTING;polarity_category=RECLAIM_REJECTED_BELOW_SUPPLY;dist_4h_supply=0.64;has_overhead=1,supply viva colada acima = risco,True
1775,demand,DEMAND_NEUTRAL,medium,demand_present,,PRESENT_NEUTRAL,demand_category=DEMAND_PRESENT_NEUTRAL;dist_4h_demand=3.37;touched_retest=0,demanda presente neutra,True
1775,volume,IN_VALUE_BALANCE,low,,,BALANCE|maturity:VP-as-of-bar,below_VAL=False;dist_POC=-0.86;dist_VAL=0.24;va_width=1.5;rel_volume=1.63,dentro do valor = balanço,True
1775,mtf,BEAR_ALIGN,high,,mtf_bear,d/w break bear,trend_30_4h=2.04;rsi_1d=46.8;d_break=bear;w_break=bear;weekly_slope=-0.32880931965237004,alinhamento bear = bounce local provável,True
1775,regime,MACRO_BROKEN_DISTRIBUTION,high,,macro_broken,MACRO_BROKEN,v3_state=BEAR;combined_score=-2.0;cascade=-2.0;macro_broken=True;distribution=False;stall=True;sharp_drop=False;dist_alarm=False;dd13w=8.223436514235715,macro quebrado/distribuição = topo macro,True
1775,momentum,STRONG_BULL_MOMENTUM,high,strong_bull,,momentum_strong,trend_30=2.04;rsi=39.73;rsi_1d=46.8;legpos90=39.1;rise20=2.32;bear_div=0.0,momentum bull forte,True
1775,capit,NO_CAPITULATION,low,,,no_cap,drop20=1.6;rsi_min8=39.73;sweet_spot=True;bub_sell=0.0;reclaim_body=1.09,sem capitulação relevante,True
1775,fuel,low_fuel,high,,obstructed,blocks/colada,supply_category=SUPPLY_NEAR_AND_REJECTING;dist_4h_supply=0.64;dist_d1_supply=1.45;blocks_target=1,supply colada/bloqueia = combustível baixo,True
1775,risk,SL_STRUCTURAL_OK,high,sl_ok,,demand_base,sl_atr=3.47;sl_type=NORMAL_DEMAND_BASE,SL estrutural na demanda = ok,True
1836,supply,SUPPLY_REJECTING_RISK,high,,supply_rejecting,SUPPLY_FRESH_DANGEROUS,supply_category=SUPPLY_FRESH_DANGEROUS;polarity_category=POLARITY_UNDER_SUPPLY_PRESSURE;dist_4h_supply=0.36;has_overhead=1,supply viva colada acima = risco,True
1836,demand,DEMAND_ABSENT,high,,no_demand_base,ABSENT,demand_category=DEMAND_ABSENT_OR_IRRELEVANT;dist_4h_demand=5.36;touched_retest=1,sem base de demanda = floating,True
1836,volume,ACCEPTANCE_ABOVE_VALUE,medium,acceptance_above,,ABOVE_POC|maturity:VP-as-of-bar,below_VAL=False;dist_POC=1.23;dist_VAL=1.77;va_width=0.94;rel_volume=0.39,aceitação acima do valor = bullish,True
1836,mtf,BEAR_ALIGN,high,,mtf_bear,d/w break bear,trend_30_4h=1.69;rsi_1d=39.1;d_break=bear;w_break=bear;weekly_slope=-0.458805977124143,alinhamento bear = bounce local provável,True
1836,regime,MACRO_BROKEN_DISTRIBUTION,high,,macro_broken,MACRO_BROKEN,v3_state=BEAR;combined_score=-1.0;cascade=-1.0;macro_broken=True;distribution=False;stall=True;sharp_drop=False;dist_alarm=False;dd13w=12.682906974377758,macro quebrado/distribuição = topo macro,True
1836,momentum,STRONG_BULL_MOMENTUM,high,strong_bull,,momentum_strong,trend_30=1.69;rsi=59.39;rsi_1d=39.1;legpos90=35.8;rise20=4.95;bear_div=0.0,momentum bull forte,True
1836,capit,NO_CAPITULATION,low,,,no_cap,drop20=0.0;rsi_min8=51.89;sweet_spot=False;bub_sell=0.0;reclaim_body=0.36,sem capitulação relevante,True
1836,fuel,low_fuel,high,,obstructed,blocks/colada,supply_category=SUPPLY_FRESH_DANGEROUS;dist_4h_supply=0.36;dist_d1_supply=2.05;blocks_target=1,supply colada/bloqueia = combustível baixo,True
1836,risk,SL_TOO_WIDE,medium,,sl_wide,sl>5ATR,sl_atr=5.46;sl_type=LATE_WIDE,SL largo = R ruim,True
1873,supply,SUPPLY_BLOCKS_TARGET,medium,,target_obstructed,BLOCKS_TARGET,supply_category=SUPPLY_BLOCKS_TARGET;polarity_category=RECLAIM_REJECTED_BELOW_SUPPLY;dist_4h_supply=1.54;has_overhead=1,supply bloqueia alvo = R ruim,True
1873,demand,DEMAND_DEFENDED,high,demand_defended,,DEMAND_ORIGIN_OF_LEG,demand_category=DEMAND_ORIGIN_OF_LEG;dist_4h_demand=3.05;touched_retest=0,demanda defendida real,True
1873,volume,IN_VALUE_BALANCE,low,,,BALANCE|maturity:VP-as-of-bar,below_VAL=False;dist_POC=-0.16;dist_VAL=0.11;va_width=0.59;rel_volume=0.54,dentro do valor = balanço,True
1873,mtf,BEAR_ALIGN,high,,mtf_bear,d/w break bear,trend_30_4h=1.11;rsi_1d=51.0;d_break=bear;w_break=bear;weekly_slope=-0.48772223687760213,alinhamento bear = bounce local provável,True
1873,regime,MACRO_BROKEN_DISTRIBUTION,high,,macro_broken,MACRO_BROKEN,v3_state=BEAR;combined_score=-2.0;cascade=-2.0;macro_broken=True;distribution=False;stall=True;sharp_drop=False;dist_alarm=False;dd13w=11.983841097340088,macro quebrado/distribuição = topo macro,True
1873,momentum,WEAK_MOMENTUM,medium,,weak,momentum_weak,trend_30=1.11;rsi=51.45;rsi_1d=51.0;legpos90=55.0;rise20=0.78;bear_div=0.0,momentum fraco = bounce/indeciso,True
1873,capit,NO_CAPITULATION,low,,,no_cap,drop20=2.07;rsi_min8=44.57;sweet_spot=False;bub_sell=0.0;reclaim_body=-0.31,sem capitulação relevante,True
1873,fuel,low_fuel,high,,obstructed,blocks/colada,supply_category=SUPPLY_BLOCKS_TARGET;dist_4h_supply=1.54;dist_d1_supply=2.38;blocks_target=1,supply colada/bloqueia = combustível baixo,True
1873,risk,SL_STRUCTURAL_OK,high,sl_ok,,demand_base,sl_atr=3.15;sl_type=NORMAL_DEMAND_BASE,SL estrutural na demanda = ok,True
1901,supply,SUPPLY_REJECTING_RISK,high,,supply_rejecting,SUPPLY_NEAR_AND_REJECTING,supply_category=SUPPLY_NEAR_AND_REJECTING;polarity_category=POLARITY_UNDER_SUPPLY_PRESSURE;dist_4h_supply=0.46;has_overhead=1,supply viva colada acima = risco,True
1901,demand,DEMAND_NEUTRAL,medium,demand_present,,PRESENT_NEUTRAL,demand_category=DEMAND_PRESENT_NEUTRAL;dist_4h_demand=3.33;touched_retest=0,demanda presente neutra,True
1901,volume,REJECTION_BELOW_VALUE,medium,,below_value,BELOW_VAL|maturity:VP-as-of-bar,below_VAL=True;dist_POC=-0.65;dist_VAL=-0.24;va_width=1.16;rel_volume=1.92,preço abaixo do VAL = rejeição/distribuição,True
1901,mtf,BEAR_ALIGN,high,,mtf_bear,d/w break bear,trend_30_4h=-0.83;rsi_1d=46.3;d_break=bear;w_break=bear;weekly_slope=-0.45091343455194083,alinhamento bear = bounce local provável,True
1901,regime,MACRO_BROKEN_DISTRIBUTION,high,,macro_broken,MACRO_BROKEN,v3_state=BEAR;combined_score=-2.0;cascade=-2.0;macro_broken=True;distribution=False;stall=True;sharp_drop=False;dist_alarm=False;dd13w=11.44541417853315,macro quebrado/distribuição = topo macro,True
1901,momentum,WEAK_MOMENTUM,medium,,weak,momentum_weak,trend_30=-0.83;rsi=55.34;rsi_1d=46.3;legpos90=64.5;rise20=0.08;bear_div=0.0,momentum fraco = bounce/indeciso,True
1901,capit,NO_CAPITULATION,low,,,no_cap,drop20=1.52;rsi_min8=46.91;sweet_spot=False;bub_sell=0.0;reclaim_body=-1.32,sem capitulação relevante,True
1901,fuel,low_fuel,high,,obstructed,blocks/colada,supply_category=SUPPLY_NEAR_AND_REJECTING;dist_4h_supply=0.46;dist_d1_supply=2.88;blocks_target=1,supply colada/bloqueia = combustível baixo,True
1901,risk,SL_TOO_SHORT,high,,sl_short,sl<1.2ATR,sl_atr=0.55;sl_type=NORMAL_DEMAND_BASE,SL curto demais = stop no ruído (ex T34),True
1941,supply,SUPPLY_FAR_NEUTRAL,medium,room,,FAR_ENOUGH,supply_category=SUPPLY_FAR_ENOUGH;polarity_category=POLARITY_SUPPORTED_BY_DEMAND;dist_4h_supply=2.05;has_overhead=1,supply longe = espaço ok,True
1941,demand,DEMAND_DEFENDED,high,demand_defended,,DEMAND_SUPPORTING_RETEST,demand_category=DEMAND_SUPPORTING_RETEST;dist_4h_demand=1.39;touched_retest=1,demanda defendida real,True
1941,volume,IN_VALUE_BALANCE,low,,,BALANCE|maturity:VP-as-of-bar,below_VAL=False;dist_POC=-0.15;dist_VAL=0.14;va_width=0.89;rel_volume=1.24,dentro do valor = balanço,True
1941,mtf,BEAR_ALIGN,high,,mtf_bear,d/w break bear,trend_30_4h=0.98;rsi_1d=50.4;d_break=bear;w_break=bear;weekly_slope=-0.44757112568483043,alinhamento bear = bounce local provável,True
1941,regime,MACRO_BROKEN_DISTRIBUTION,high,,macro_broken,MACRO_BROKEN,v3_state=BEAR;combined_score=-1.0;cascade=-1.0;macro_broken=True;distribution=False;stall=True;sharp_drop=False;dist_alarm=False;dd13w=11.942020109222682,macro quebrado/distribuição = topo macro,True
1941,momentum,WEAK_MOMENTUM,medium,,weak,momentum_weak,trend_30=0.98;rsi=67.33;rsi_1d=50.4;legpos90=69.8;rise20=6.63;bear_div=0.0,momentum fraco = bounce/indeciso,True
1941,capit,NO_CAPITULATION,low,,,no_cap,drop20=0.74;rsi_min8=57.27;sweet_spot=False;bub_sell=0.0;reclaim_body=-0.74,sem capitulação relevante,True
1941,fuel,medium_fuel,medium,,,moderate,supply_category=SUPPLY_FAR_ENOUGH;dist_4h_supply=2.05;dist_d1_supply=2.71;blocks_target=0,combustível médio,True
1941,risk,SL_NEUTRAL,medium,,,neutral,sl_atr=1.49;sl_type=V_REVERSAL_DEMAND,SL aceitável,True
2034,supply,SUPPLY_REJECTING_RISK,high,,supply_rejecting,SUPPLY_NEAR_AND_REJECTING,supply_category=SUPPLY_NEAR_AND_REJECTING;polarity_category=RECLAIM_REJECTED_BELOW_SUPPLY;dist_4h_supply=0.35;has_overhead=1,supply viva colada acima = risco,True
2034,demand,DEMAND_ABSENT,high,,no_demand_base,ABSENT,demand_category=DEMAND_ABSENT_OR_IRRELEVANT;dist_4h_demand=5.96;touched_retest=0,sem base de demanda = floating,True
