episode_id,datetime,macro_context,visual_anchored_regime_proxy,auction_structure_state,demand_supply_state,volume_acceptance_state,momentum_state,capitulation_state,fuel_state,risk_sl_state,microstructure_flag,human_visual_required,final_policy,confidence,reason_codes,regimeB,combined,macro_broken,weekly_slope,EVAL_exitype,EVAL_realR
2705,2021-10-01 02:00,MACRO_BEAR_LEG,VA_BEAR_MARKDOWN,SUPPLY_NEAR_AND_REJECTING,DEMAND_DEFENDED|SUPPLY_NEAR_AND_REJECTING,in/above_value,weak,NO_CAPITULATION,overhead,SL_OK,none,NO,SKIP_STRUCTURAL,high,MACRO_BEAR_LEG (bloqueio robusto causal),BEAR,-2,True,-0.3070105461737555,SCRATCH,1.19
2737,2021-10-08 10:00,MACRO_BEAR_LEG,VA_BEAR_MARKDOWN,SUPPLY_NEAR_AND_REJECTING,DEMAND_DEFENDED|SUPPLY_NEAR_AND_REJECTING,in/above_value,bull,NO_CAPITULATION,overhead,SL_OK,none,NO,SKIP_STRUCTURAL,high,MACRO_BEAR_LEG (bloqueio robusto causal),BEAR,-1,True,-0.2844855683347529,STOP_LOSS,-1.1
2747,2021-10-12 02:00,MACRO_RANGE,VA_BEAR_PULLBACK,SUPPLY_BLOCKS_TARGET,DEMAND_DEFENDED|SUPPLY_BLOCKS_TARGET,in/above_value,bull,NO_CAPITULATION,overhead,SL_OK,none,NO,SKIP_STRUCTURAL,high,bear-context causal (broken+combined<0+weekly<=0),BEAR,-3,True,-0.2235487751376062,WIN_BE,0.9
2859,2021-11-05 18:00,MACRO_RANGE,VA_RANGE_HIGH_LEGPOS,SUPPLY_FRESH_DANGEROUS,DEMAND_ABSENT|SUPPLY_FRESH_DANGEROUS,in/above_value,bull,NO_CAPITULATION,overhead,SL_TOO_WIDE,RESIDUAL_HIGH_LEGPOS,YES,HUMAN_VISUAL_REQUIRED,med,range/transition + legpos alto = micro-top/residual: visual necessário,TRANSITION,2,False,-0.06151453847360064,SCRATCH,0.36
2896,2021-11-15 23:00,MACRO_RANGE,VA_RANGE_HIGH_LEGPOS,SUPPLY_FAR_ENOUGH,DEMAND_DEFENDED|SUPPLY_FAR_ENOUGH,in/above_value,bull,NO_CAPITULATION,clean_sky,SL_OK,RESIDUAL_HIGH_LEGPOS,YES,HUMAN_VISUAL_REQUIRED,med,range/transition + legpos alto = micro-top/residual: visual necessário,BULL,2,False,-0.005775650458188004,STOP_LOSS,-1.1
2905,2021-11-17 11:00,MACRO_RANGE,VA_RANGE_HIGH_LEGPOS,SUPPLY_NEAR_AND_REJECTING,DEMAND_DEFENDED|SUPPLY_NEAR_AND_REJECTING,in/above_value,bull,NO_CAPITULATION,overhead,SL_OK,RESIDUAL_HIGH_LEGPOS,YES,HUMAN_VISUAL_REQUIRED,med,range/transition + legpos alto = micro-top/residual: visual necessário,BULL,2,False,0.03644028557148582,STOP_LOSS,-1.1
2922,2021-11-22 07:00,MACRO_BULL_LEG,VA_BULL_MARKUP,SUPPLY_BLOCKS_TARGET,DEMAND_DEFENDED|SUPPLY_BLOCKS_TARGET,below_VAL,weak,FALLING_KNIFE,overhead,SL_OK,none,NO,TAKE_CANDIDATE,high,bull-leg; supply-perto=markup não-veta; risco operável,TRANSITION,2,False,0.03644028557148582,STOP_LOSS,-1.1
2944,2021-11-26 03:00,MACRO_BULL_LEG,VA_BULL_MARKUP,CLEAN_SKY,DEMAND_DEFENDED|CLEAN_SKY,in/above_value,weak,NO_CAPITULATION,clean_sky,SL_OK,none,NO,TAKE_CANDIDATE,high,bull-leg; supply-perto=markup não-veta; risco operável,BEAR,2,True,0.05353041237491978,STOP_LOSS,-1.1
2991,2021-12-08 03:00,MACRO_RANGE,VA_AMBIGUOUS_BEAR,SUPPLY_BLOCKS_TARGET,DEMAND_DEFENDED|SUPPLY_BLOCKS_TARGET,in/above_value,bull,NO_CAPITULATION,overhead,SL_OK,none,YES,HUMAN_VISUAL_REQUIRED,med,regime quebrado MAS weekly subindo (T9-like): visual necessário,BEAR,-2,True,0.06292030454468131,STOP_LOSS,-1.1
3011,2021-12-13 11:00,MACRO_RANGE,VA_AMBIGUOUS_BEAR,SUPPLY_BLOCKS_TARGET,DEMAND_DEFENDED|SUPPLY_BLOCKS_TARGET,in/above_value,bull,NO_CAPITULATION,overhead,SL_OK,none,YES,HUMAN_VISUAL_REQUIRED,med,regime quebrado MAS weekly subindo (T9-like): visual necessário,BEAR,-2,True,0.06292030454468131,STOP_LOSS,-1.1
3029,2021-12-16 11:00,MACRO_RANGE,VA_BOTTOM_TURN,SUPPLY_NEAR_BUT_BROKEN,DEMAND_DEFENDED|SUPPLY_NEAR_BUT_BROKEN,in/above_value,bull,NO_CAPITULATION,overhead,SL_TOO_WIDE,none,NO,TAKE_CANDIDATE,high,"bottom_turn (reversão de fundo, convexidade)",BEAR,-1,True,0.09145117063048107,SCRATCH,0.59
3070,2021-12-28 07:00,MACRO_TRANSITION,VA_RANGE_HIGH_LEGPOS,CLEAN_SKY,DEMAND_DEFENDED|CLEAN_SKY,in/above_value,bull,NO_CAPITULATION,clean_sky,SL_OK,RESIDUAL_HIGH_LEGPOS,YES,HUMAN_VISUAL_REQUIRED,med,range/transition + legpos alto = micro-top/residual: visual necessário,TRANSITION,2,True,0.09580731591219226,STOP_LOSS,-1.1
3085,2021-12-30 19:00,MACRO_TRANSITION,VA_RANGE_HIGH_LEGPOS,CLEAN_SKY,DEMAND_DEFENDED|CLEAN_SKY,in/above_value,bull,NO_CAPITULATION,clean_sky,SL_OK,RESIDUAL_HIGH_LEGPOS,YES,HUMAN_VISUAL_REQUIRED,med,range/transition + legpos alto = micro-top/residual: visual necessário,TRANSITION,1,True,0.09580731591219226,STOP_LOSS,-1.1
3102,2022-01-04 15:00,MACRO_BULL_LEG,VA_BULL_MARKUP,SUPPLY_BLOCKS_TARGET,DEMAND_DEFENDED|SUPPLY_BLOCKS_TARGET,in/above_value,bull,NO_CAPITULATION,overhead,SL_OK,none,NO,TAKE_CANDIDATE,high,bull-leg; supply-perto=markup não-veta; risco operável,TRANSITION,-1,True,0.08478990615073391,STOP_LOSS,-1.1
3118,2022-01-07 07:00,MACRO_BULL_LEG,VA_RISK_SL,CLEAN_SKY,DEMAND_FRAGILE|CLEAN_SKY,in/above_value,weak,CLIMAX_RECLAIM,clean_sky,SL_TOO_WIDE,none,NO,REVIEW,med,bull-leg MAS eixo risco/SL (camada 3),BEAR,-2,True,0.08478990615073391,SCRATCH,0.99
3126,2022-01-10 15:00,MACRO_BULL_LEG,VA_BULL_MARKUP,SUPPLY_FAR_ENOUGH,DEMAND_DEFENDED|SUPPLY_FAR_ENOUGH,in/above_value,weak,NO_CAPITULATION,clean_sky,SL_OK,none,NO,TAKE_CANDIDATE,high,bull-leg; supply-perto=markup não-veta; risco operável,BEAR,-2,True,0.08478990615073391,WIN_HELD,2.02
3147,2022-01-14 03:00,MACRO_TRANSITION,VA_RANGE_HIGH_LEGPOS,CLEAN_SKY,DEMAND_DEFENDED|CLEAN_SKY,in/above_value,bull,NO_CAPITULATION,clean_sky,SL_OK,RESIDUAL_HIGH_LEGPOS,YES,HUMAN_VISUAL_REQUIRED,med,range/transition + legpos alto = micro-top/residual: visual necessário,TRANSITION,2,True,0.12009218705763351,STOP_LOSS,-1.1
3162,2022-01-18 15:00,MACRO_TRANSITION,VA_RANGE_REVIEW,SUPPLY_NEAR_AND_REJECTING,DEMAND_NEUTRAL|SUPPLY_NEAR_AND_REJECTING,in/above_value,weak,NO_CAPITULATION,overhead,SL_OK,none,NO,REVIEW,med,range/transition: precisa microestrutura/reclaim,TRANSITION,1,True,0.1790248951503908,STOP_LOSS,-1.1
3178,2022-01-21 07:00,MACRO_TRANSITION,VA_RANGE_REVIEW,SUPPLY_NEAR_AND_REJECTING,DEMAND_DEFENDED|SUPPLY_NEAR_AND_REJECTING,below_VAL,bull,NO_CAPITULATION,overhead,SL_OK,none,NO,REVIEW,med,range/transition: precisa microestrutura/reclaim,BULL,3,False,0.1790248951503908,STOP_LOSS,-1.1
3190,2022-01-25 07:00,MACRO_BULL_LEG,VA_BULL_MARKUP,SUPPLY_FAR_ENOUGH,DEMAND_NEUTRAL|SUPPLY_FAR_ENOUGH,below_VAL,bull,NO_CAPITULATION,clean_sky,SL_OK,none,NO,TAKE_CANDIDATE,high,bull-leg; supply-perto=markup não-veta; risco operável,TRANSITION,0,False,0.16495559961782771,STOP_LOSS,-1.1
3219,2022-02-01 03:00,MACRO_BULL_LEG,VA_BULL_MARKUP,CLEAN_SKY,DEMAND_DEFENDED|CLEAN_SKY,in/above_value,weak,CLIMAX_RECLAIM,clean_sky,SL_OK,none,NO,TAKE_CANDIDATE,high,bull-leg; supply-perto=markup não-veta; risco operável,BEAR,1,False,0.13357764536624517,WIN_HELD,2.66
3238,2022-02-04 07:00,MACRO_TRANSITION,VA_RANGE_REVIEW,CLEAN_SKY,DEMAND_DEFENDED|CLEAN_SKY,in/above_value,bull,NO_CAPITULATION,clean_sky,SL_OK,none,NO,REVIEW,med,range/transition: precisa microestrutura/reclaim,TRANSITION,2,True,0.13357764536624517,WIN_HELD,2.41
3252,2022-02-08 15:00,MACRO_TRANSITION,VA_RISK_SL,SUPPLY_FAR_ENOUGH,DEMAND_ABSENT|SUPPLY_FAR_ENOUGH,in/above_value,bull,NO_CAPITULATION,clean_sky,SL_TOO_WIDE,none,NO,REVIEW,med,range/transition + eixo risco,TRANSITION,3,False,0.1355882414146172,WIN_HELD,1.84
3326,2022-02-24 23:00,MACRO_TRANSITION,VA_RANGE_REVIEW,SUPPLY_FAR_ENOUGH,DEMAND_DEFENDED|SUPPLY_FAR_ENOUGH,in/above_value,bull,NO_CAPITULATION,clean_sky,SL_OK,none,NO,REVIEW,med,range/transition: precisa microestrutura/reclaim,BULL,2,False,0.181003433945386,STOP_LOSS,-1.1
3443,2022-03-24 10:00,MACRO_BULL_LEG,VA_RISK_SL,CLEAN_SKY,DEMAND_DEFENDED|CLEAN_SKY,in/above_value,bull,NO_CAPITULATION,clean_sky,SL_TOO_WIDE,none,NO,REVIEW,med,bull-leg MAS eixo risco/SL (camada 3),TRANSITION,3,False,0.41462632942806754,STOP_LOSS,-1.1
3474,2022-03-31 14:00,MACRO_RANGE,VA_RISK_SL,CLEAN_SKY,DEMAND_FRAGILE|CLEAN_SKY,in/above_value,weak,NO_CAPITULATION,clean_sky,SL_TOO_WIDE,none,NO,REVIEW,med,range/transition + eixo risco,TRANSITION,3,False,0.48287836162169046,SCRATCH,0.38
3491,2022-04-05 10:00,MACRO_CORRECTIVE_PULLBACK,VA_CORRECTIVE_SHALLOW,CLEAN_SKY,DEMAND_DEFENDED|CLEAN_SKY,in/above_value,bull,NO_CAPITULATION,clean_sky,SL_OK,none,NO,SKIP_STRUCTURAL,high,corrective raso sem flush (drop<1.0),BULL,2,False,0.5451745154262317,WIN_BE,0.9
3509,2022-04-08 10:00,MACRO_CORRECTIVE_PULLBACK,VA_CORRECTIVE_SHALLOW,CLEAN_SKY,DEMAND_DEFENDED|CLEAN_SKY,in/above_value,bull,NO_CAPITULATION,clean_sky,SL_OK,none,NO,SKIP_STRUCTURAL,high,corrective raso sem flush (drop<1.0),BULL,3,False,0.5451745154262317,WIN_BE,0.9
3622,2022-05-06 06:00,MACRO_RANGE,VA_AMBIGUOUS_BEAR,SUPPLY_BLOCKS_TARGET,DEMAND_DEFENDED|SUPPLY_BLOCKS_TARGET,in/above_value,weak,NO_CAPITULATION,overhead,SL_OK,none,YES,HUMAN_VISUAL_REQUIRED,med,regime quebrado MAS weekly subindo (T9-like): visual necessário,BEAR,-2,True,0.43791698797363676,STOP_LOSS,-1.1
3678,2022-05-19 14:00,MACRO_BEAR_LEG,VA_BEAR_MARKDOWN,SUPPLY_FRESH_DANGEROUS,DEMAND_ABSENT|SUPPLY_FRESH_DANGEROUS,in/above_value,bull,NO_CAPITULATION,overhead,SL_LATE_WIDE,none,NO,SKIP_STRUCTURAL,high,MACRO_BEAR_LEG (bloqueio robusto causal),BEAR,-3,True,0.23673390035266087,SCRATCH,0.66
3773,2022-06-10 10:00,MACRO_BULL_LEG,VA_BULL_MARKUP,SUPPLY_FAR_ENOUGH,DEMAND_DEFENDED|SUPPLY_FAR_ENOUGH,below_VAL,weak,FALLING_KNIFE,clean_sky,SL_OK,none,NO,TAKE_CANDIDATE,high,bull-leg; supply-perto=markup não-veta; risco operável,BEAR,-3,True,-0.016899673429079883,STOP_LOSS,-1.1
3799,2022-06-16 18:00,MACRO_BULL_LEG,VA_BULL_MARKUP,SUPPLY_FRESH_DANGEROUS,DEMAND_DEFENDED|SUPPLY_FRESH_DANGEROUS,in/above_value,bull,NO_CAPITULATION,overhead,SL_OK,none,NO,TAKE_CANDIDATE,high,bull-leg; supply-perto=markup não-veta; risco operável,BEAR,-1,True,-0.14639141948464582,STOP_LOSS,-1.1
3825,2022-06-23 02:00,MACRO_BEAR_LEG,VA_BEAR_MARKDOWN,SUPPLY_NEAR_AND_REJECTING,DEMAND_DEFENDED|SUPPLY_NEAR_AND_REJECTING,in/above_value,bull,NO_CAPITULATION,overhead,SL_OK,none,NO,SKIP_STRUCTURAL,high,MACRO_BEAR_LEG (bloqueio robusto causal),BEAR,-2,True,-0.26997088709584843,STOP_LOSS,-1.1
3836,2022-06-26 22:00,MACRO_BEAR_LEG,VA_BEAR_MARKDOWN,SUPPLY_NEAR_AND_REJECTING,DEMAND_NEUTRAL|SUPPLY_NEAR_AND_REJECTING,in/above_value,weak,NO_CAPITULATION,overhead,SL_OK,none,NO,SKIP_STRUCTURAL,high,MACRO_BEAR_LEG (bloqueio robusto causal),BEAR,-3,True,-0.26997088709584843,STOP_LOSS,-1.1
3929,2022-07-18 10:00,MACRO_BEAR_LEG,VA_BEAR_MARKDOWN,SUPPLY_BLOCKS_TARGET,DEMAND_DEFENDED|SUPPLY_BLOCKS_TARGET,in/above_value,weak,NO_CAPITULATION,overhead,SL_OK,none,NO,SKIP_STRUCTURAL,high,MACRO_BEAR_LEG (bloqueio robusto causal),BEAR,-3,True,-0.6218079847300196,STOP_LOSS,-1.1
3949,2022-07-21 18:00,MACRO_BEAR_LEG,VA_BEAR_MARKDOWN,SUPPLY_BLOCKS_TARGET,DEMAND_ABSENT|SUPPLY_BLOCKS_TARGET,in/above_value,bull,NO_CAPITULATION,overhead,SL_LATE_WIDE,none,NO,SKIP_STRUCTURAL,high,MACRO_BEAR_LEG (bloqueio robusto causal),BEAR,-2,True,-0.6656697849668259,WIN_HELD,3.54
4095,2022-08-25 02:00,MACRO_TRANSITION,VA_BEAR_PULLBACK,SUPPLY_FRESH_DANGEROUS,DEMAND_DEFENDED|SUPPLY_FRESH_DANGEROUS,in/above_value,weak,NO_CAPITULATION,overhead,SL_OK,none,NO,SKIP_STRUCTURAL,high,bear-context causal (broken+combined<0+weekly<=0),BEAR,-1,True,-0.5746833728933426,STOP_LOSS,-1.1
4243,2022-09-28 18:00,MACRO_BEAR_LEG,VA_BEAR_MARKDOWN,SUPPLY_BLOCKS_TARGET,DEMAND_DEFENDED|SUPPLY_BLOCKS_TARGET,in/above_value,weak,NO_CAPITULATION,overhead,SL_OK,none,NO,SKIP_STRUCTURAL,high,MACRO_BEAR_LEG (bloqueio robusto causal),BEAR,-2,True,-0.5822163749306138,SCRATCH,0.18
4309,2022-10-13 18:00,MACRO_TRANSITION,VA_BEAR_PULLBACK,SUPPLY_NEAR_AND_REJECTING,DEMAND_DEFENDED|SUPPLY_NEAR_AND_REJECTING,in/above_value,weak,NO_CAPITULATION,overhead,SL_OK,none,NO,SKIP_STRUCTURAL,high,bear-context causal (broken+combined<0+weekly<=0),BEAR,-1,True,-0.5752479960889508,STOP_LOSS,-1.1
4346,2022-10-23 22:00,MACRO_TRANSITION,VA_BEAR_PULLBACK,SUPPLY_NEAR_AND_REJECTING,DEMAND_DEFENDED|SUPPLY_NEAR_AND_REJECTING,below_VAL,bull,NO_CAPITULATION,overhead,SL_OK,none,NO,SKIP_STRUCTURAL,high,bear-context causal (broken+combined<0+weekly<=0),BEAR,-2,True,-0.5641693489474372,SCRATCH,0.4
4372,2022-10-28 06:00,MACRO_BULL_LEG,VA_BULL_MARKUP,SUPPLY_BLOCKS_TARGET,DEMAND_NEUTRAL|SUPPLY_BLOCKS_TARGET,below_VAL,bull,NO_CAPITULATION,overhead,SL_OK,none,NO,TAKE_CANDIDATE,high,bull-leg; supply-perto=markup não-veta; risco operável,BEAR,-3,True,-0.5261990515315583,STOP_LOSS,-1.1
4384,2022-11-01 06:00,MACRO_RANGE,VA_BEAR_PULLBACK,SUPPLY_BLOCKS_TARGET,DEMAND_NEUTRAL|SUPPLY_BLOCKS_TARGET,in/above_value,bull,NO_CAPITULATION,overhead,SL_TOO_WIDE,none,NO,SKIP_STRUCTURAL,high,bear-context causal (broken+combined<0+weekly<=0),BEAR,-3,True,-0.4691936913007228,WIN_HELD,2.75
4401,2022-11-04 02:00,MACRO_RANGE,VA_BOTTOM_TURN,SUPPLY_NEAR_AND_REJECTING,DEMAND_DEFENDED|SUPPLY_NEAR_AND_REJECTING,in/above_value,weak,NO_CAPITULATION,overhead,SL_OK,none,NO,TAKE_CANDIDATE,high,"bottom_turn (reversão de fundo, convexidade)",BEAR,-3,True,-0.4691936913007228,WIN_HELD,2.76
4429,2022-11-10 19:00,MACRO_CORRECTIVE_PULLBACK,VA_CORRECTIVE_SHALLOW,SUPPLY_NEAR_AND_REJECTING,DEMAND_DEFENDED|SUPPLY_NEAR_AND_REJECTING,in/above_value,bull,NO_CAPITULATION,overhead,SL_TOO_WIDE,none,NO,SKIP_STRUCTURAL,high,corrective raso sem flush (drop<1.0),TRANSITION,3,True,-0.3298103950030978,SCRATCH,-0.11
4483,2022-11-23 19:00,MACRO_TRANSITION,VA_RISK_SL,SUPPLY_BLOCKS_TARGET,DEMAND_ABSENT|SUPPLY_BLOCKS_TARGET,in/above_value,weak,NO_CAPITULATION,overhead,SL_LATE_WIDE,none,NO,REVIEW,med,range/transition + eixo risco,TRANSITION,2,True,-0.15548914863712407,WIN_HELD,1.82
4513,2022-11-30 23:00,MACRO_BULL_LEG,VA_BULL_MARKUP,SUPPLY_NEAR_AND_REJECTING,DEMAND_DEFENDED|SUPPLY_NEAR_AND_REJECTING,in/above_value,bull,NO_CAPITULATION,overhead,SL_OK,none,NO,TAKE_CANDIDATE,high,bull-leg; supply-perto=markup não-veta; risco operável,TRANSITION,3,True,-0.0925172424723478,SCRATCH,0.49
4530,2022-12-05 19:00,MACRO_BULL_LEG,VA_BULL_MARKUP,SUPPLY_FAR_ENOUGH,DEMAND_DEFENDED|SUPPLY_FAR_ENOUGH,below_VAL,bull,NO_CAPITULATION,clean_sky,SL_OK,none,NO,TAKE_CANDIDATE,high,bull-leg; supply-perto=markup não-veta; risco operável,BULL,2,False,-0.0925172424723478,WIN_HELD,1.28
4574,2022-12-15 03:00,MACRO_BULL_LEG,VA_BULL_MARKUP,SUPPLY_BLOCKS_TARGET,DEMAND_DEFENDED|SUPPLY_BLOCKS_TARGET,in/above_value,bull,NO_CAPITULATION,overhead,SL_OK,none,NO,TAKE_CANDIDATE,high,bull-leg; supply-perto=markup não-veta; risco operável,TRANSITION,3,False,0.08459658977582674,STOP_LOSS,-1.1
4609,2022-12-22 23:00,MACRO_BULL_LEG,VA_BULL_MARKUP,SUPPLY_FAR_ENOUGH,DEMAND_DEFENDED|SUPPLY_FAR_ENOUGH,in/above_value,bull,NO_CAPITULATION,clean_sky,SL_OK,none,NO,TAKE_CANDIDATE,high,bull-leg; supply-perto=markup não-veta; risco operável,BULL,3,False,0.19482375991630382,WIN_RUNNER,3.9
4644,2023-01-03 19:00,MACRO_BULL_LEG,VA_BULL_MARKUP,SUPPLY_NEAR_AND_REJECTING,DEMAND_DEFENDED|SUPPLY_NEAR_AND_REJECTING,in/above_value,bull,NO_CAPITULATION,overhead,SL_OK,none,NO,TAKE_CANDIDATE,high,bull-leg; supply-perto=markup não-veta; risco operável,BULL,3,False,0.48669225017661527,WIN_HELD,2.17
4677,2023-01-11 07:00,MACRO_BULL_LEG,VA_BULL_MARKUP,CLEAN_SKY,DEMAND_DEFENDED|CLEAN_SKY,in/above_value,bull,NO_CAPITULATION,clean_sky,SL_OK,none,NO,TAKE_CANDIDATE,high,bull-leg; supply-perto=markup não-veta; risco operável,BULL,3,False,0.6487836827052934,WIN_HELD,2.05
4763,2023-01-31 15:00,MACRO_BULL_LEG,VA_BULL_MARKUP,SUPPLY_BLOCKS_TARGET,DEMAND_DEFENDED|SUPPLY_BLOCKS_TARGET,in/above_value,weak,NO_CAPITULATION,overhead,SL_OK,none,NO,TAKE_CANDIDATE,high,bull-leg; supply-perto=markup não-veta; risco operável,TRANSITION,2,False,0.8880315963986335,STOP_LOSS,-1.1
4899,2023-03-03 07:00,MACRO_BEAR_LEG,VA_BEAR_MARKDOWN,SUPPLY_FAR_ENOUGH,DEMAND_DEFENDED|SUPPLY_FAR_ENOUGH,in/above_value,bull,NO_CAPITULATION,clean_sky,SL_OK,none,NO,SKIP_STRUCTURAL,high,MACRO_BEAR_LEG (bloqueio robusto causal),TRANSITION,0,True,0.6282900156816718,STOP_LOSS,-1.1
4908,2023-03-06 19:00,MACRO_CORRECTIVE_PULLBACK,VA_UNKNOWN,SUPPLY_FAR_ENOUGH,DEMAND_DEFENDED|SUPPLY_FAR_ENOUGH,below_VAL,bull,NO_CAPITULATION,clean_sky,SL_OK,none,NO,UNKNOWN,med,sem leitura clara,TRANSITION,1,True,0.6282900156816718,STOP_LOSS,-1.1
4918,2023-03-08 11:00,MACRO_BEAR_LEG,VA_BOTTOM_TURN,SUPPLY_FAR_ENOUGH,DEMAND_DEFENDED|SUPPLY_FAR_ENOUGH,in/above_value,weak,CLIMAX_RECLAIM,clean_sky,SL_OK,none,NO,TAKE_CANDIDATE,high,"bottom_turn (reversão de fundo, convexidade)",TRANSITION,-1,True,0.5360961749936248,WIN_RUNNER,3.9
4926,2023-03-09 19:00,MACRO_BEAR_LEG,VA_BEAR_MARKDOWN,SUPPLY_BLOCKS_TARGET,DEMAND_DEFENDED|SUPPLY_BLOCKS_TARGET,in/above_value,weak,FALLING_KNIFE,overhead,SL_OK,none,NO,SKIP_STRUCTURAL,high,MACRO_BEAR_LEG (bloqueio robusto causal),TRANSITION,-1,True,0.5360961749936248,WIN_RUNNER,3.9
4964,2023-03-20 02:00,MACRO_RANGE,VA_RANGE_HIGH_LEGPOS,CLEAN_SKY,DEMAND_ABSENT|CLEAN_SKY,in/above_value,bull,NO_CAPITULATION,clean_sky,SL_TOO_WIDE,RESIDUAL_HIGH_LEGPOS,YES,HUMAN_VISUAL_REQUIRED,med,range/transition + legpos alto = micro-top/residual: visual necessário,BULL,3,False,0.5026690654348207,SCRATCH,-0.43
4996,2023-03-27 10:00,MACRO_RANGE,VA_RANGE_REVIEW,SUPPLY_FAR_ENOUGH,DEMAND_NEUTRAL|SUPPLY_FAR_ENOUGH,below_VAL,weak,FALLING_KNIFE,clean_sky,SL_OK,none,NO,REVIEW,med,range/transition: precisa microestrutura/reclaim,BULL,2,False,0.4769516866067463,WIN_HELD,2.51
5016,2023-03-30 18:00,MACRO_BULL_LEG,VA_BULL_MARKUP,SUPPLY_BLOCKS_TARGET,DEMAND_DEFENDED|SUPPLY_BLOCKS_TARGET,in/above_value,weak,NO_CAPITULATION,overhead,SL_OK,none,NO,TAKE_CANDIDATE,high,bull-leg; supply-perto=markup não-veta; risco operável,BULL,3,False,0.49596292209182125,STOP_LOSS,-1.1
5042,2023-04-06 02:00,MACRO_BULL_LEG,VA_RISK_SL,CLEAN_SKY,DEMAND_ABSENT|CLEAN_SKY,in/above_value,bull,NO_CAPITULATION,clean_sky,SL_TOO_WIDE,none,NO,REVIEW,med,bull-leg MAS eixo risco/SL (camada 3),BULL,3,False,0.5164229723381075,SCRATCH,-0.41
5055,2023-04-11 06:00,MACRO_BULL_LEG,VA_BULL_MARKUP,SUPPLY_BLOCKS_TARGET,DEMAND_DEFENDED|SUPPLY_BLOCKS_TARGET,in/above_value,bull,NO_CAPITULATION,overhead,SL_OK,none,NO,TAKE_CANDIDATE,high,bull-leg; supply-perto=markup não-veta; risco operável,TRANSITION,1,False,0.5136080647631108,STOP_LOSS,-1.1
5087,2023-04-18 14:00,MACRO_BULL_LEG,VA_BULL_MARKUP,SUPPLY_NEAR_AND_REJECTING,DEMAND_DEFENDED|SUPPLY_NEAR_AND_REJECTING,in/above_value,weak,NO_CAPITULATION,overhead,SL_OK,none,NO,TAKE_CANDIDATE,high,bull-leg; supply-perto=markup não-veta; risco operável,BULL,1,False,0.5105819279065311,STOP_LOSS,-1.1
5103,2023-04-21 06:00,MACRO_BULL_LEG,VA_BULL_MARKUP,SUPPLY_BLOCKS_TARGET,DEMAND_NEUTRAL|SUPPLY_BLOCKS_TARGET,below_VAL,weak,NO_CAPITULATION,overhead,SL_OK,none,NO,TAKE_CANDIDATE,high,bull-leg; supply-perto=markup não-veta; risco operável,BULL,3,False,0.5105819279065311,WIN_HELD,2.34
5147,2023-05-02 14:00,MACRO_RANGE,VA_RANGE_REVIEW,SUPPLY_FAR_ENOUGH,DEMAND_DEFENDED|SUPPLY_FAR_ENOUGH,in/above_value,bull,NO_CAPITULATION,clean_sky,SL_OK,none,NO,REVIEW,med,range/transition: precisa microestrutura/reclaim,BULL,2,False,0.4926951844568024,SCRATCH,-0.8
5165,2023-05-05 14:00,MACRO_RANGE,VA_RANGE_REVIEW,SUPPLY_FAR_ENOUGH,DEMAND_NEUTRAL|SUPPLY_FAR_ENOUGH,in/above_value,bull,NO_CAPITULATION,clean_sky,SL_OK,none,NO,REVIEW,med,range/transition: precisa microestrutura/reclaim,BULL,3,False,0.4926951844568024,STOP_LOSS,-1.1
5296,2023-06-06 10:00,MACRO_BEAR_LEG,VA_BEAR_MARKDOWN,SUPPLY_FAR_ENOUGH,DEMAND_DEFENDED|SUPPLY_FAR_ENOUGH,below_VAL,bull,FALLING_KNIFE,clean_sky,SL_OK,none,NO,SKIP_STRUCTURAL,high,MACRO_BEAR_LEG (bloqueio robusto causal),TRANSITION,0,False,0.38474484829673583,STOP_LOSS,-1.1
5321,2023-06-12 14:00,MACRO_RANGE,VA_RANGE_REVIEW,SUPPLY_NEAR_AND_REJECTING,DEMAND_DEFENDED|SUPPLY_NEAR_AND_REJECTING,in/above_value,weak,NO_CAPITULATION,overhead,SL_OK,none,NO,REVIEW,med,range/transition: precisa microestrutura/reclaim,TRANSITION,1,False,0.38474484829673583,STOP_LOSS,-1.1
5331,2023-06-14 06:00,MACRO_RANGE,VA_RANGE_REVIEW,SUPPLY_BLOCKS_TARGET,DEMAND_DEFENDED|SUPPLY_BLOCKS_TARGET,in/above_value,weak,NO_CAPITULATION,overhead,SL_OK,none,NO,REVIEW,med,range/transition: precisa microestrutura/reclaim,TRANSITION,0,False,0.3907166554873033,STOP_LOSS,-1.1
5350,2023-06-19 10:00,MACRO_RANGE,VA_RANGE_REVIEW,SUPPLY_FAR_ENOUGH,DEMAND_DEFENDED|SUPPLY_FAR_ENOUGH,below_VAL,weak,NO_CAPITULATION,clean_sky,SL_OK,none,NO,REVIEW,med,range/transition: precisa microestrutura/reclaim,TRANSITION,1,False,0.3907166554873033,STOP_LOSS,-1.1
5414,2023-07-04 02:00,MACRO_BEAR_LEG,VA_BEAR_MARKDOWN,SUPPLY_NEAR_AND_REJECTING,DEMAND_DEFENDED|SUPPLY_NEAR_AND_REJECTING,in/above_value,weak,NO_CAPITULATION,overhead,SL_OK,none,NO,SKIP_STRUCTURAL,high,MACRO_BEAR_LEG (bloqueio robusto causal),BEAR,-1,True,0.12744954190419952,STOP_LOSS,-1.1
